question,answer,tokens_present,document
What is the purpose of cable entrance grounding?,The purpose of cable entrance grounding is to provide a path to ground for the shield of the cable and to prevent the buildup of static electricity.,"['path', 'ground', 'shield', 'cable', 'static', 'electricity']",Telecom_Infrastructure_Planning.pdf
What is the difference between Government-Designed Projects and Small Scale Projects?,"Government-Designed Projects are designed by the government, while Small Scale Projects are designed by the contractor.","['Government-Designed Projects', 'Small Scale Projects', 'designed', 'government', 'contractor']",Telecom_Infrastructure_Planning.pdf
What is the role of the Telecommunications Space Manager?,The Telecommunications Space Manager is responsible for managing the telecommunications spaces and ensuring that they are used efficiently.,"['Telecommunications', 'Space', 'Manager', 'responsible', 'managing', 'telecommunications', 'spaces', 'ensuring', 'used', 'efficiently']",Telecom_Infrastructure_Planning.pdf
What is the purpose of the Governing Criteria for Electrical Systems?,The purpose of the Governing Criteria for Electrical Systems is to ensure that the electrical systems in the facility are designed and installed in accordance with applicable codes and standards.,"['ensure', 'electrical', 'systems', 'facility', 'codes', 'standards']",Telecom_Infrastructure_Planning.pdf
What is the difference between Unshielded Twisted Pair (CAT6) cabling and Fiber Optic cabling?,"Unshielded Twisted Pair (CAT6) cabling is used for short distances and is less expensive, while Fiber Optic cabling is used for longer distances and is more expensive but provides higher bandwidth.","['Unshielded Twisted Pair', 'Fiber Optic', 'short distances', 'less expensive', 'longer distances', 'more expensive', 'higher bandwidth']",Telecom_Infrastructure_Planning.pdf
What is the purpose of the Test Plan?,The purpose of the Test Plan is to ensure that the telecommunications system is functioning properly and meets the requirements of the project.,"['ensure', 'telecommunications', 'system', 'functioning', 'properly', 'meets', 'requirements', 'project']",Telecom_Infrastructure_Planning.pdf
What is the difference between Coaxial cabling and Connecting Hardware?,"Coaxial cabling is used for video and audio applications, while Connecting Hardware is used to connect the cabling to the devices.","['Coaxial', 'cabling', 'Connecting', 'Hardware']",Telecom_Infrastructure_Planning.pdf
What is the purpose of UFC 3-580-01?,"The purpose of UFC 3-580-01 is to provide requirements for the planning, design, and construction of interior telecommunications infrastructure.","['purpose', 'UFC', '3-580-01', 'planning', 'design', 'construction', 'interior', 'telecommunications', 'infrastructure']",Telecom_Infrastructure_Planning.pdf
What is the scope of UFC 3-580-01?,"The scope of UFC 3-580-01 includes telecommunications spaces, pathways, cabling, and interconnecting components necessary to support the infrastructure for voice, data, and video systems.","['telecommunications', 'pathways', 'cabling', 'interconnecting', 'components', 'infrastructure', 'voice', 'data', 'video']",Telecom_Infrastructure_Planning.pdf
What are the service-specific requirements for telecommunications infrastructure?,"Service-specific requirements for telecommunications infrastructure are contained in Chapters 3, 4, 5, and 6 of UFC 3-580-01.","['Chapters', '3', '4', '5', '6', 'UFC', '3-580-01']",Telecom_Infrastructure_Planning.pdf
What is the applicability of UFC 3-580-01?,"UFC 3-580-01 applies to all interior telecommunications infrastructure planning, design, and installation in new or existing facilities.","['all', 'interior', 'telecommunications', 'infrastructure', 'planning', 'design', 'installation', 'new', 'existing', 'facilities']",Telecom_Infrastructure_Planning.pdf
What is the governing criteria for electrical systems in UFC 3-580-01?,UFC 3-501-01 provides the governing criteria for electrical systems in UFC 3-580-01.,"['UFC', '3-501-01', '3-580-01']",Telecom_Infrastructure_Planning.pdf
Is modernization of telecommunications systems within existing facilities required?,"No, modernization of telecommunications systems within existing facilities solely for the purpose of meeting design criteria in UFC 3-580-01 is not required.",['No'],Telecom_Infrastructure_Planning.pdf
What is the role of the telecommunications manager in UFC 3-580-01?,The telecommunications manager is responsible for managing the telecommunications infrastructure and ensuring compliance with UFC 3-580-01.,"['telecommunications', 'manager', 'infrastructure', 'compliance', 'UFC', '3-580-01']",Telecom_Infrastructure_Planning.pdf
What is the purpose of Figure 5-1 in UFC 3-580-01?,Figure 5-1 in UFC 3-580-01 provides a diagram of the Navy Telecommunications Coordination Chart for typical Design-Build and Design-Bid-Build projects.,"['diagram', 'Navy', 'Telecommunications', 'Coordination', 'Chart', 'Design-Build', 'Design-Bid-Build']",Telecom_Infrastructure_Planning.pdf
What is the purpose of the glossary in UFC 3-580-01?,"The glossary in UFC 3-580-01 provides definitions for acronyms, abbreviations, and terms used in the document.","['glossary', 'UFC', '3-580-01', 'acronyms', 'abbreviations', 'terms', 'document']",Telecom_Infrastructure_Planning.pdf
"What does the term ""G6"" refer to in the context of the Marine Corps?","In the context of the Marine Corps, ""G6"" refers to the Base Communications Officer (BCO).","['G6', 'Base', 'Communications', 'Officer', 'BCO']",Telecom_Infrastructure_Planning.pdf
What is the purpose of the glossary in the document?,"The glossary at the end of the document contains acronyms, abbreviations, and terms that are used in the document.","['glossary', 'acronyms', 'abbreviations', 'terms', 'document']",Telecom_Infrastructure_Planning.pdf
What is the difference between government-designed projects and design-build projects?,"Government-designed projects are designed by the government, while design-build projects are designed by the contractor.","['government', 'designed', 'projects', 'contractor']",Telecom_Infrastructure_Planning.pdf
What is the role of the RCDD in the design and construction of telecommunications infrastructure?,The RCDD is responsible for stamping the final drawings and specifications for design-bid-build and design-build projects.,"['RCDD', 'responsible', 'stamping', 'final', 'drawings', 'specifications', 'design-bid-build', 'design-build']",Telecom_Infrastructure_Planning.pdf
What is classified infrastructure?,Classified infrastructure refers to any infrastructure that is used to transmit unencrypted classified National Security Information (NSI).,"['classified', 'infrastructure', 'transmit', 'unencrypted', 'National Security Information', 'NSI']",Telecom_Infrastructure_Planning.pdf
Who is responsible for coordinating the design of classified telecommunications infrastructure?,The telecommunications manager and the Certified Tempest Technical Authority (CTTA) are responsible for coordinating the design of classified telecommunications infrastructure.,"['telecommunications', 'manager', 'Certified', 'Tempest', 'Technical', 'Authority', '(CTTA)']",Telecom_Infrastructure_Planning.pdf
What is the purpose of the CNSSAM TEMPEST /1-13 (FOUO) document?,"The CNSSAM TEMPEST /1-13 (FOUO) document defines the RE D/BLACK installation guidance to consider during design and installation, and provides potential solutions.","['RE', 'BLACK', 'installation', 'guidance', 'design', 'solutions']",Telecom_Infrastructure_Planning.pdf
What is the purpose of the CNSSI 7003 (U) document?,The CNSSI 7003 (U) document provides guidance on Protected Distribution Systems.,['Protected Distribution Systems'],Telecom_Infrastructure_Planning.pdf
What are the different types of telecommunications spaces defined in the TIA-569-C standard?,"The TIA-569-C standard defines the following types of telecommunications spaces: Telecommunications Entrance Facility (EF), Telecommunications Room (TR), and Telecommunications Enclosure.","['Telecommunications Entrance Facility', 'Telecommunications Room', 'Telecommunications Enclosure']",Telecom_Infrastructure_Planning.pdf
What is the demarcation point between the outside plant (OSP) cabling and the inside plant distribution cabling?,The demarcation point between the outside plant (OSP) cabling and the inside plant distribution cabling is known as the building entrance terminal (BET).,['building entrance terminal (BET)'],Telecom_Infrastructure_Planning.pdf
What is a Telecommunications Room (TR)?,"A Telecommunications Room (TR) is a space that contains telecommunications equipment, cable terminations, and cross-connect cabling. It serves as the connection point for horizontal cabling to the backbone cabling system.","['Telecommunications Room', 'TR', 'space', 'telecommunications equipment', 'cable terminations', 'cross-connect cabling', 'horizontal cabling', 'backbone cabling system']",Telecom_Infrastructure_Planning.pdf
What is an Equipment Room (ER)?,"An Equipment Room (ER) is a centralized space that houses telecommunications equipment, usually with a main or intermediate cross-connect. It can also serve as a telecommunications entrance facility.","['Equipment Room', 'ER', 'telecommunications', 'centralized', 'space', 'houses', 'main', 'intermediate', 'cross-connect', 'telecommunications entrance facility']",Telecom_Infrastructure_Planning.pdf
What is a Telecommunications Enclosure (TE)?,"A Telecommunications Enclosure (TE) is a case or housing for telecommunications equipment, cable terminations, and cross-connect cabling. It serves much the same purpose as a TR, but it must not replace a TR.","['Telecommunications', 'Enclosure', 'case', 'housing', 'telecommunications', 'equipment', 'cable', 'terminations', 'cross-connect', 'cabling', 'TR']",Telecom_Infrastructure_Planning.pdf
What are the architectural considerations for locating telecommunications spaces?,"Telecommunications spaces should be located central to the areas they serve, with maximum cable length from the patch panel to the furthest outlet not exceeding 295 feet (90 m). They should be dedicated spaces, not shared with other non-telecommunications functions, and should be accessible to personnel with a telecommunications requirement or mission.","['central', 'patch panel', 'furthest outlet', 'cable length', 'dedicated spaces', 'non-telecommunications functions', 'personnel', 'telecommunications requirement', 'mission']",Telecom_Infrastructure_Planning.pdf
How should telecommunications spaces be sized?,"Telecommunications spaces should be sized in accordance with TIA-568-C-1.1. The minimum size for a TR is 10 feet x 8 feet (3m x 2.4m) for DoD buildings, and ERs should be sized to accommodate the equipment and cable requirements.","['TIA-568-C-1.1', '10 feet', '8 feet', '3m', '2.4m', 'DoD', 'ERs']",Telecom_Infrastructure_Planning.pdf
"How many telecommunications rooms are required for a 10,000 sq foot area?","A minimum of one TR is required for a 10,000 sq foot (929 sq m) area, but additional TRs may be required depending on the size and layout of the area.","['10,000', 'sq', 'foot', '929', 'sq', 'm']",Telecom_Infrastructure_Planning.pdf
Can a TR suffice for multi-story buildings?,"Yes, a TR may suffice for multi-story buildings in unique instances, but it depends on the specific requirements and layout of the building.",['Yes'],Telecom_Infrastructure_Planning.pdf
What are some factors to consider when designing telecommunications spaces?,"Factors to consider when designing telecommunications spaces include location, accessibility, sizing, quantity, and electromagnetic interference mitigation.","['location', 'accessibility', 'sizing', 'quantity', 'electromagnetic interference mitigation']",Telecom_Infrastructure_Planning.pdf
What is the purpose of a telecommunications entrance facility?,A telecommunications entrance facility is a space that houses the telecommunications equipment for connecting the horizontal cabling to the backbone cabling system.,"['telecommunications', 'entrance', 'facility', 'space', 'houses', 'equipment', 'connecting', 'horizontal', 'backbone']",Telecom_Infrastructure_Planning.pdf
What is the difference between a TR and a TE?,"A TR is a dedicated space that contains telecommunications equipment, cable terminations, and cross-connect cabling, while a TE is a case or housing for telecommunications equipment, cable terminations, and cross-connect cabling that serves much the same purpose as a TR, but it must not replace a TR.","['TR', 'TE', 'telecommunications equipment', 'cable terminations', 'cross-connect cabling']",Telecom_Infrastructure_Planning.pdf
"What is the minimum size of a Telecommunications Room (TR) recommended for buildings with more than 10,000 sq ft or substantial IT electronics?","The minimum size of a TR for buildings with more than 10,000 sq ft or substantial IT electronics is not less than 120 square feet (11 square meters).","['120 square feet', '11 square meters']",Telecom_Infrastructure_Planning.pdf
"How many TRs are required for a multi-story building with a total floor area greater than 10,000 sq ft?","A minimum of one TR is required for each floor in a multi-story building with a total floor area greater than 10,000 sq ft.","['greater', '10,000']",Telecom_Infrastructure_Planning.pdf
What is the recommended spacing for TRs in a multi-story building?,TRs in a multi-story building should be vertically aligned on successive floors.,"['vertically', 'aligned', 'successive']",Telecom_Infrastructure_Planning.pdf
What is the minimum electrical power requirement for a TR?,A dedicated electrical branch circuit panelboard with a minimum 100 ampere (A) bus rated capacity is required for each TR.,['100 ampere (A)'],Telecom_Infrastructure_Planning.pdf
What type of lighting is recommended for TRs?,Design lighting for TRs in accordance with UFC 3-530-01.,['UFC 3-530-01'],Telecom_Infrastructure_Planning.pdf
What is the recommended spacing for convenience receptacles in a TR?,"Provide 125V, 20A duplex convenience receptacles at 6 feet (1800mm) intervals on center around perimeter walls.","['1800mm', '6 feet']",Telecom_Infrastructure_Planning.pdf
What type of power strips are recommended for use in a TR?,"Provide two multi-outlet power strips in each rack or cabinet, one 240 or 208V, 1-phase, and the other 120V, 1-phase.","['240', '208V', '120V', '1-phase']",Telecom_Infrastructure_Planning.pdf
How should power strips be configured in a TR?,Power strips should be configured with indicator lights but no integral on/off switch to minimize accidental shut-off.,"['power strips', 'indicator lights', 'on/off switch', 'accidental shut-off']",Telecom_Infrastructure_Planning.pdf
What type of receptacles are required for power strips in a TR?,Provide matching (NEMA configured) twist-lock type receptacles fed from dedicated circuits in the TR panel to power each power strip.,"['twist-lock', 'TR panel']",Telecom_Infrastructure_Planning.pdf
How should the HVAC system be designed for a TR?,Design the HVAC system for a TR to meet the Class B requirements for temperature and humidity as outlined in ASHRAE TC 9.9.,"['Class B', 'temperature', 'humidity', 'ASHRAE', 'TC 9.9']",Telecom_Infrastructure_Planning.pdf
What is the purpose of providing independent thermostats for climate control in telecommunication spaces?,"The purpose of providing independent thermostats for climate control is to protect all installed electronic equipment as defined in TIA-569-C and TIA-569-C-1 by maintaining a consistent ambient temperature year-round, 24 hours a day, 365 days a year.","['independent thermostats', 'climate control', 'telecommunication spaces', 'electronic equipment', 'TIA-569-C', 'TIA-569-C-1', 'ambient temperature', 'year-round', '24 hours a day', '365 days a year']",Telecom_Infrastructure_Planning.pdf
What type of system is necessary to meet temperature and humidity requirements in telecommunication spaces?,"The mechanical system designer of record must determine what type of system is necessary to meet the temperature and humidity requirements, such as zoned, dedicated, or split-core systems.","['zoned', 'dedicated', 'split-core']",Telecom_Infrastructure_Planning.pdf
How should backboards be installed in telecommunication spaces?,"Backboards should be installed in accordance with TIA-569-C and should be made of fire-retardant-treated wood bearing the manufacturer's stamp. If painted, the manufacturer's fire-rated stamp must remain visible.","['TIA-569-C', 'fire-retardant-treated', 'wood', ""manufacturer's"", 'stamp', 'painted', 'fire-rated', 'stamp', 'remain', 'visible']",Telecom_Infrastructure_Planning.pdf
What are the two types of building entrance terminals (BET) identified by TIA-758?,The two types of building entrance terminals (BET) identified by TIA-758 are protected and non-protected.,"['protected', 'non-protected']",Telecom_Infrastructure_Planning.pdf
What is the purpose of providing protected terminals in telecommunication spaces?,Protected terminals are provided to protect the inside plant cabling and equipment from power surges.,"['protect', 'power surges']",Telecom_Infrastructure_Planning.pdf
What type of equipment racks should be used in telecommunication spaces?,"19-inch (475mm) floor-mounted equipment racks should be used in telecommunication spaces, located at or near the center of the space.","['19-inch', '475mm', 'floor-mounted', 'equipment', 'racks', 'telecommunication', 'spaces']",Telecom_Infrastructure_Planning.pdf
How much space is required in front and back of equipment racks in telecommunication spaces?,"A minimum of 36 inches (900 mm) of space is required both in front and back of equipment racks, measured from the equipment.","['36 inches', '900 mm']",Telecom_Infrastructure_Planning.pdf
What is the purpose of providing spare capacity within utilized racks in telecommunication spaces?,The purpose of providing spare capacity within utilized racks is to ensure that there is enough space for future expansion or upgrades. A minimum of 25% spare capacity is required within each utilized rack.,"['ensure', 'future', 'expansion', 'upgrades', '25%']",Telecom_Infrastructure_Planning.pdf
Can equipment cabinets be used in lieu of racks in telecommunication spaces?,"Yes, equipment cabinets can be used in lieu of racks where identified by service specific chapters, where physical security is required, or where separately controlled access is desired.",['Yes'],Telecom_Infrastructure_Planning.pdf
How much space is required between equipment cabinets in telecommunication spaces?,A minimum of 24 inches (600 mm) of space is required between equipment cabinets in telecommunication spaces.,"['24 inches', '600 mm']",Telecom_Infrastructure_Planning.pdf
What is the recommended spare capacity for utilized cabinets in a telecommunication space?,The recommended spare capacity for utilized cabinets in a telecommunication space is 25%.,['25%'],Telecom_Infrastructure_Planning.pdf
How many spare cabinets are required for every four utilized cabinets?,One spare cabinet is required for every four utilized cabinets.,"['One', 'four']",Telecom_Infrastructure_Planning.pdf
Can equipment cabinets be wall-mounted in existing facilities with narrow or crowded telecommunication spaces?,"Yes, equipment cabinets can be wall-mounted in existing facilities with narrow or crowded telecommunication spaces, with the approval of the telecommunications manager.",['Yes'],Telecom_Infrastructure_Planning.pdf
What is the minimum width required for vertical cable management panels?,The minimum width required for vertical cable management panels is 6 inches (150mm).,"['6 inches', '150mm']",Telecom_Infrastructure_Planning.pdf
What is the purpose of ladder type or welded wire cable tray in telecommunication spaces?,"Ladder type or welded wire cable tray is used in telecommunication spaces to provide distribution between the plywood backboard, equipment racks, backbone conduits, and the distribution cable tray.","['Ladder', 'welded', 'wire', 'cable', 'tray', 'telecommunication', 'spaces', 'distribution', 'backboard', 'equipment', 'racks', 'backbone', 'conduits', 'distribution', 'cable', 'tray']",Telecom_Infrastructure_Planning.pdf
What type of connectors are used for patch panels in a telecommunication space?,"8-position, 8-contact (8P8C) modular jacks with rear mounted 110-type IDC terminations are used for patch panels in a telecommunication space.","['8P8C', '110-type', 'IDC', 'modular', 'jacks']",Telecom_Infrastructure_Planning.pdf
What is the recommended spare capacity for fiber optic patch panels?,The recommended spare capacity for fiber optic patch panels is 25%.,['25%'],Telecom_Infrastructure_Planning.pdf
What is the purpose of a backbone pathway in a telecommunication space?,"A backbone pathway is defined as a structure that conceals, protects, supports, and provides access to cables between telecommunications spaces.","['backbone', 'pathway', 'telecommunications', 'spaces', 'cables', 'structure']",Telecom_Infrastructure_Planning.pdf
What is the minimum size of conduit required for intra-building backbone distribution?,The minimum size of conduit required for intra-building backbone distribution is 4 inches (103 mm).,"['4 inches', '103 mm']",Telecom_Infrastructure_Planning.pdf
How many conduits are required between TRs located on the same floor in a multistory building?,"A minimum of three 4-inch (103 mm) conduits, sleeves, or an equivalent sized slot are required between stacked TRs on successive floors in accordance with TIA-569-C.","['three', '4-inch', '103 mm']",Telecom_Infrastructure_Planning.pdf
What is the minimum number of 4-inch conduits required for intra-building backbone distribution in a multistory building?,The minimum number of 4-inch conduits required for intra-building backbone distribution in a multistory building is three.,['three'],Telecom_Infrastructure_Planning.pdf
What is the purpose of horizontal pathways in telecommunications distribution?,"Horizontal pathways are used to conceal, protect, support, and provide access to cables between the telecommunications spaces and the work area outlet.","['conceal', 'protect', 'support', 'provide access', 'cables', 'telecommunications spaces', 'work area outlet']",Telecom_Infrastructure_Planning.pdf
What is the recommended method for distributing cable from the telecommunications space to the work area outlet?,The recommended method for distributing cable from the telecommunications space to the work area outlet is a ceiling distribution system employing a centralized cable tray system.,"['ceiling distribution system', 'centralized cable tray system']",Telecom_Infrastructure_Planning.pdf
What is the maximum fill ratio allowed for a cable tray?,The maximum fill ratio allowed for a cable tray is 50%.,['50%'],Telecom_Infrastructure_Planning.pdf
What is the maximum depth of a cable tray?,The maximum depth of a cable tray is 6 inches (150 mm).,"['6 inches', '150 mm']",Telecom_Infrastructure_Planning.pdf
How much of the horizontal cable length should be accommodated by cable trays in a horizontal distribution system?,Cable trays should accommodate 80% to 90% of the horizontal cable length in a horizontal distribution system.,"['80%', '90%']",Telecom_Infrastructure_Planning.pdf
What is the minimum size of conduit required for intra-building backbone distribution?,The minimum size of conduit required for intra-building backbone distribution is 4 inches (103 mm).,"['4 inches', '103 mm']",Telecom_Infrastructure_Planning.pdf
What is the purpose of utility columns in telecommunications distribution?,Utility columns are used to support telecommunications distribution to systems furniture workstations.,"['utility', 'columns', 'telecommunications', 'distribution', 'systems', 'furniture', 'workstations']",Telecom_Infrastructure_Planning.pdf
What is the recommended method for protecting cables in utility columns and systems furniture track?,Cables in utility columns and systems furniture track should be protected using metallic separation in accordance with TIA-569-C and NFPA 70.,"['metallic separation', 'TIA-569-C', 'NFPA 70']",Telecom_Infrastructure_Planning.pdf
What is the maximum fill ratio allowed for cable trays?,The maximum fill ratio allowed for cable trays is 50%.,['50%'],Telecom_Infrastructure_Planning.pdf
What is the maximum fill depth of a cable tray?,The maximum fill depth of a cable tray is 6 inches (150 mm).,"['6 inches', '150 mm']",Telecom_Infrastructure_Planning.pdf
Why is it not recommended to use ladder cable trays for horizontal distribution?,Ladder cable trays are not recommended for horizontal distribution due to possible cable deformation with large cable quantities.,"['not', 'recommended', 'horizontal', 'distribution', 'cable', 'deformation', 'quantities']",Telecom_Infrastructure_Planning.pdf
What is the minimum access headroom required above a cable tray system or cable runway?,The minimum access headroom required above a cable tray system or cable runway is 12 inches (300 mm).,"['12 inches', '300 mm']",Telecom_Infrastructure_Planning.pdf
What is the recommended conduit fill ratio for telecommunications wiring?,The recommended conduit fill ratio for telecommunications wiring is 40 percent.,['40 percent'],Telecom_Infrastructure_Planning.pdf
What is the maximum length of flexible metal conduit allowed for floor-access boxes in a raised floor?,The maximum length of flexible metal conduit allowed for floor-access boxes in a raised floor is 20 feet (6 m) per TIA-569-C.,"['20 feet', '6 m', 'TIA-569-C']",Telecom_Infrastructure_Planning.pdf
What type of cable supports are not allowed in certain locations?,"Non-continuous cable supports are not allowed in certain locations, such as in place of a cable tray system or as the sole distribution system in place of home-run conduit.","['non-continuous', 'cable', 'supports', 'not', 'allowed']",Telecom_Infrastructure_Planning.pdf
What is the maximum number of cables allowed in a 1-inch (27 mm) conduit?,"The maximum number of cables allowed in a 1-inch (27 mm) conduit is four, four-pair cables.",['four'],Telecom_Infrastructure_Planning.pdf
Where should pull and splice boxes be located in conduit runs?,Pull and splice boxes should be located in conduit runs in accordance with TIA-569-C.,['TIA-569-C'],Telecom_Infrastructure_Planning.pdf
What is the recommended configuration for telecommunications cabling?,The recommended configuration for telecommunications cabling is a hierarchical star configuration in accordance with TIA-568-C.1.,"['hierarchical', 'star', 'configuration', 'TIA-568-C.1']",Telecom_Infrastructure_Planning.pdf
"What is a splice box, and where is it located?",A splice box is a box located in a pathway run that is intended to house a cable splice. It is located in conduit runs in accordance with TIA-569-C.,"['splice box', 'pathway run', 'cable splice', 'conduit runs', 'TIA-569-C']",Telecom_Infrastructure_Planning.pdf
What is the recommended cable for backbone cabling in a hierarchical star configuration?,The recommended cable for backbone cabling in a hierarchical star configuration is copper backbone cable for voice circuits and fiber optic cable for data backbone circuits.,"['copper', 'fiber optic']",Telecom_Infrastructure_Planning.pdf
What is the minimum number of strands of fiber optic cable required between the main telecommunications room and each TR?,The minimum number of strands of fiber optic cable required between the main telecommunications room and each TR is 12 strands.,['12 strands'],Telecom_Infrastructure_Planning.pdf
What is the recommended color coding scheme for fiber optic cabling on military projects?,"The recommended color coding scheme for fiber optic cabling on military projects is the TIA-598 jacket color coding scheme, which is as follows: single-mode (ranges between 8 and 10um) (OS1) - yellow, multimode 62.5/125um (OM1) - slate, multimode 50/125um (OM2) - orange, and multimode 50/125um Laser Optimized (OM3) - aqua.","['yellow', 'slate', 'orange', 'aqua']",Telecom_Infrastructure_Planning.pdf
How should backbone fibers be terminated at each end?,Backbone fibers should be terminated at each end on cabinet/rack-mounted patch panels with LC type connectors.,"['backbone fibers', 'cabinet', 'rack', 'patch panels', 'LC type connectors']",Telecom_Infrastructure_Planning.pdf
What type of cable is recommended for horizontal cabling?,The recommended cable for horizontal cabling is Category 6 (CAT6) unshielded twisted pair (UTP) cable.,"['Category 6', 'CAT6', 'unshielded twisted pair', 'UTP']",Telecom_Infrastructure_Planning.pdf
What is the minimum number of pairs of copper backbone cable required for each TR?,The minimum number of pairs of copper backbone cable required for each TR is 25 pairs.,['25 pairs'],Telecom_Infrastructure_Planning.pdf
How should copper backbone cables be sized to support legacy systems?,Copper backbone cables should be sized to support no more than 1.5 pairs for every outlet connected to the serving TR.,"['1.5', 'pairs', 'outlet', 'TR']",Telecom_Infrastructure_Planning.pdf
What is the recommended method for terminating outside plant (OSP) cable?,The recommended method for terminating outside plant (OSP) cable is on a protected entrance terminal (PET).,"['recommended', 'method', 'terminating', 'outside', 'plant', 'cable', 'protected', 'entrance', 'terminal']",Telecom_Infrastructure_Planning.pdf
What is the recommended type of connector for fiber optic adapters and connectors?,The recommended type of connector for fiber optic adapters and connectors is LC type connectors.,['LC'],Telecom_Infrastructure_Planning.pdf
What type of cable is required for Category 6 (CAT6) cabling?,Unshielded twisted pair (UTP) cable with a minimum of 4 pairs and rated for Category 6.,"['Unshielded', 'twisted', 'pair', 'Category 6']",Telecom_Infrastructure_Planning.pdf
What is the purpose of using shielded twisted pair (STP) cabling in certain situations?,Shielded twisted pair (STP) cabling is used to reduce the probability of alien crosstalk.,"['Shielded twisted pair', 'alien crosstalk']",Telecom_Infrastructure_Planning.pdf
What is the recommended method for terminating UTP cabling at the work area outlet and patch panel?,"The recommended method for terminating UTP cabling at the work area outlet and patch panel is using an 8-pin, RJ45 type modular jack rated for the category of the installed cable.","['8-pin', 'RJ45', 'modular jack', 'category', 'installed cable']",Telecom_Infrastructure_Planning.pdf
What is the recommended patch cable size for Category 6 UTP cabling?,"The recommended patch cable size for Category 6 UTP cabling is 4-pair, minimum size 24 AWG stranded UTP copper patch cables rated for Category 6.","['4-pair', '24 AWG', 'UTP', 'Category 6']",Telecom_Infrastructure_Planning.pdf
What type of fiber optic cable is recommended for use in new construction or rehabilitation projects?,The recommended type of fiber optic cable for use in new construction or rehabilitation projects is 50/125-um diameter laser optimized (OM3) multimode fiber optic cable.,"['50/125-um', 'laser optimized', 'OM3', 'multimode']",Telecom_Infrastructure_Planning.pdf
What is the recommended method for terminating fiber optic cable in cabinet/rack-mounted patch panels and at the outlet?,The recommended method for terminating fiber optic cable in cabinet/rack-mounted patch panels and at the outlet is using LC type connectors in accordance with the appropriate TIA-604 series document.,"['LC', 'TIA-604']",Telecom_Infrastructure_Planning.pdf
