question,answer,tokens_present,document
Can a staff member engage in any trade or business privately?,"No, a staff member cannot engage in any trade or business privately without the approval of the NTUC-ARU management.",['No'],HR_Policy.pdf
Can a staff member take part in the management or proceedings of any commercial or other undertakings?,"No, a staff member cannot take part in the management or proceedings of any commercial or other undertakings without the approval of the NTUC-ARU management.",['No'],HR_Policy.pdf
Can a staff member undertake work for payment for any other employer?,"No, a staff member cannot undertake work for payment for any other employer without the approval of the NTUC-ARU management.",['No'],HR_Policy.pdf
Can a staff member furnish any report or provide any consultation as an expert?,"No, a staff member cannot furnish any report or provide any consultation as an expert without the approval of the NTUC-ARU management.",['No'],HR_Policy.pdf
"Can a staff member act as an executor, administrator, or receiver?","No, a staff member cannot act as an executor, administrator, or receiver without the approval of the NTUC-ARU management.",['No'],HR_Policy.pdf
Can a staff member deliver lectures in external organizations or commercial institutions?,"Yes, a staff member can deliver lectures in external organizations or commercial institutions with the approval of the NTUC-ARU management.",['Yes'],HR_Policy.pdf
Can a staff member be represented on the Boards/Companies as its Director/Member?,"No, a staff member cannot be represented on the Boards/Companies as its Director/Member without the approval of the NTUC-ARU management.",['No'],HR_Policy.pdf
What is the procedure for seeking permission to engage in activities described in paragraph 10.1?,Staff must submit an application in writing to the Human Resource Department to seek permission.,"['submit', 'application', 'in', 'writing', 'Human', 'Resource', 'Department']",HR_Policy.pdf
Can NTUC-ARU withdraw permission granted to staff for performance of work described in paragraph 10.1?,"Yes, NTUC-ARU reserves the right to withdraw any permission granted to staff for the performance of such work.",['Yes'],HR_Policy.pdf
What is the grievance procedure for staff who have a grievance?,"Staff with a grievance may lodge a complaint to their Reporting Officer, who shall report the matter to the Head of Department/Executive Secretary of Industrial Union.","['Staff', 'grievance', 'Reporting Officer', 'Head of Department', 'Executive Secretary', 'Industrial Union']",HR_Policy.pdf
How long does the Head of Department/Executive Secretary of Industrial Union have to give a decision on a grievance?,The Head of Department/Executive Secretary of Industrial Union shall give his decision on the matter within 3 working days from the date the complaint was referred to him.,['3 working days'],HR_Policy.pdf
What happens if a staff feels aggrieved after the decision on their grievance?,"If the staff feels aggrieved, they may inform SUN who shall present the grievances to the Human Resource Department. SUN and Human Resource Department shall discuss and resolve the matter as soon as possible.","['SUN', 'Human Resource Department']",HR_Policy.pdf
What is the procedure for dismissal of a staff member?,"When NTUC-ARU receives a report from the Investigation Officer or Head of Department/Executive Secretary of Industrial Union that a staff has committed an offence or misconduct which is serious enough to warrant termination of service or dismissal, the Human Resource Department shall inform the staff in writing of the offence or misconduct alleged against them and give them not less than 7 working days to exculpate themselves in writing. If the staff denies the charge(s) or submits an exculpatory statement which is not satisfactory, an Employee Disciplinary Committee shall be appointed to inquire into the matter and submit a report.","['When', 'NTUC-ARU', 'receives', 'report', 'staff', 'committed', 'offence', 'misconduct', 'terminal', 'service', 'dismissal', 'Human', 'Resource', 'Department', 'inform', 'staff', 'writing', 'offence', 'misconduct', 'alleged', 'them', 'give', 'working', 'days', 'exculpate', 'writing', 'denies', 'charge', 'submits', 'exculpatory', 'statement', 'satisfactory', 'Employee', 'Disciplinary', 'Committee', 'appointed', 'inquire', 'matter', 'submit', 'report']",HR_Policy.pdf
Can a staff member be paid salary and monies for which they are eligible after dismissal?,"Yes, a staff member who is dismissed for misconduct, neglect of duty or on other disciplinary grounds may be paid salary and monies for which they are eligible up to the day immediately before the effective date of their dismissal after settling any debts/loans due to NTUC-ARU, leave pay which they have to refund to NTUC-ARU, Income Tax liability (for foreigners only), pro-rated flexible benefits claim, and all items belonging to NTUC-ARU have been returned and/or restituted.",['Yes'],HR_Policy.pdf
What is the pay day for NTUC-ARU staff?,"NTUC-ARU staff will receive their full month salary on the 23rd of each month, which will be credited to their bank account specified by the staff.","['23rd', 'month', 'salary', 'bank account']",HR_Policy.pdf
How can staff access their electronic pay slip?,Staff can access their electronic pay slip at the Infoshare / My Applications / Employee Self Service.,"['Infoshare', 'My Applications', 'Employee Self Service']",HR_Policy.pdf
Does NTUC-ARU adopt the Flexi-Wage system?,"Yes, NTUC-ARU adopts the Flexi-Wage system as recommended by the National Wages Council. Therefore, a Monthly Variable Component (MVC) of 10% (for staff at Grade N1 to N12) or 15% (for staff at Superscale Grades) is built into the monthly salary. During an economic downturn, NTUC-ARU may reduce the MVC partially or in full.",['Yes'],HR_Policy.pdf
What is the AWS bonus in the given text?,The AWS bonus is 1 month's gross salary for a staff member who completes a full year's service and remains in service until 31 January of the following year.,"['1 month', 'gross salary', 'staff member', 'full year', 'remains', '31 January', 'following year']",HR_Policy.pdf
What is the variable bonus in the given text?,The variable bonus is a bonus paid to staff members based on the prevailing economic situation and labor conditions in the market. The quantum of the bonus varies from year to year.,"['variable', 'bonus', 'prevailing', 'economic', 'situation', 'labor', 'conditions', 'market', 'quantum', 'varies']",HR_Policy.pdf
How is the mid-year bonus calculated in the given text?,The mid-year bonus is calculated based on the staff member's salary as at 30 June and is pro-rated for staff members with less than 6 months' continuous service from January to June of the year.,"['based', 'salary', 'pro-rated', 'staff', 'members', 'June', 'year']",HR_Policy.pdf
What is the year-end bonus in the given text?,The year-end bonus is a bonus paid to staff members based on their salary as at 31 December and is pro-rated for staff members with less than 1 year's continuous service from January to December of the year.,"['year-end bonus', 'bonus', 'salary', 'December', 'January', 'December', 'year']",HR_Policy.pdf
What is the performance bonus in the given text?,The performance bonus is a bonus given to staff members to reward their contributions for the period of January to December each year. It is paid in March for work done in the preceding year.,"['performance bonus', 'bonus', 'January', 'December', 'March', 'preceding year']",HR_Policy.pdf
How is the performance bonus quantum determined in the given text?,The performance bonus quantum depends on the staff member's endorsed performance rating and salary grade.,"['depends', 'performance', 'rating', 'salary', 'grade']",HR_Policy.pdf
What is the variable increment in the given text?,"The variable increment is a payment made to staff members to recognize their job size, competency, and market value.","['payment', 'staff', 'members', 'job', 'size', 'competency', 'market', 'value']",HR_Policy.pdf
How is the variable increment quantum determined in the given text?,The variable increment quantum depends on the staff member's endorsed performance rating and salary grade.,"['depends', 'staff', ""member's"", 'endorsed', 'performance', 'rating', 'salary', 'grade']",HR_Policy.pdf
What is the industrial relations allowance in the given text?,"The industrial relations allowance is a monthly allowance paid to staff members involved in union-based IR work to recognize the irregular working hours that IR work entails and to compensate for expenses incurred to build relationships with workers, union members, union leaders, and management partners.","['monthly allowance', 'union-based IR work', 'irregular working hours', 'expenses', 'workers', 'union members', 'union leaders', 'management partners']",HR_Policy.pdf
How is the industrial relations allowance quantum determined in the given text?,"The industrial relations allowance quantum depends on the staff member's salary grade and time involvement in union-based IR work. Staff members who spend less than 50% of their time in union-based IR work are eligible for half the monthly allowance, while those who spend 50% or more of their time in union-based IR work are eligible for the full allowance.","['depends', 'salary', 'grade', 'time', 'involvement', 'union-based', 'IR', 'work', 'half', 'monthly', 'allowance', 'full']",HR_Policy.pdf
What is the monthly IR allowance for a staff member on Grade N5?,The monthly IR allowance for a staff member on Grade N5 is $280.,['$280'],HR_Policy.pdf
How is the IR allowance pro-rated for a staff member who relinquishes their appointment during the month?,The IR allowance will be pro-rated according to the number of working days served in that month.,"['pro-rated', 'number', 'working', 'days', 'served', 'month']",HR_Policy.pdf
Will a staff member who is on probation be eligible for IR allowance?,"No, a staff member who is on probation is not eligible for IR allowance.",['No'],HR_Policy.pdf
What is the rate of pay for a staff member who works more than 44 hours in a week on a Sunday (Rest Day)?,The rate of pay for a staff member who works more than 44 hours in a week on a Sunday (Rest Day) is 2 days' basic rate of pay.,"[""2 days' basic rate of pay""]",HR_Policy.pdf
What is the maximum amount of overtime pay that a staff member can receive in a week?,"The maximum amount of overtime pay that a staff member can receive in a week is 2 days' basic rate of pay, plus 1.5 times the hourly rate of pay for every hour above 8.5 hours.","['2 days', '1.5', '8.5']",HR_Policy.pdf
Is prior approval required for overtime work?,"Yes, prior approval from the respective Head of Department / Executive Secretary of Industrial Union is required for overtime work.",['Yes'],HR_Policy.pdf
What is the current salary grade for a staff member on Grade N10?,The current salary grade for a staff member on Grade N10 is $570.,['$570'],HR_Policy.pdf
What benefits are provided to a staff member under the NTUC-ARU's MediCare Plan?,"The NTUC-ARU's MediCare Plan provides three components of benefits: Inpatient (Hospitalisation) Care, Outpatient Specialist Care, and Outpatient Primary Care.","['Inpatient', 'Outpatient', 'Care']",HR_Policy.pdf
Is the Enhanced Incomeshield (EIS) plan mandatory for all CPF account holders?,"No, the Enhanced Incomeshield (EIS) plan is not mandatory for all CPF account holders.",['No'],HR_Policy.pdf
How much is the annual premium for the EIS plan for a staff member on Grade N6?,The annual premium for the EIS plan for a staff member on Grade N6 is $95.,['$95'],HR_Policy.pdf
What is the annual premium for the Enhanced Incomeshield (EIS) plan for a staff member under 31 years old?,The annual premium for the EIS plan for a staff member under 31 years old is $95.,['$95'],HR_Policy.pdf
What is the annual premium for the Incomeshield Assist Rider (IAR) plan?,The annual premium for the IAR plan is $100.,['$100'],HR_Policy.pdf
How much does NTUC-ARU contribute to a staff member's Medisave account for the EIS plan?,NTUC-ARU contributes $6 per month to a staff member's Medisave account for the EIS plan.,"['$6', 'per month']",HR_Policy.pdf
How much does NTUC-ARU contribute to a staff member's salary account for the IAR plan?,NTUC-ARU contributes $8.34 per month to a staff member's salary account for the IAR plan.,['$8.34'],HR_Policy.pdf
What is the maximum amount that NTUC-ARU will contribute to a staff member's Medisave and salary accounts in a year?,NTUC-ARU will contribute up to $170 to a staff member's Medisave and salary accounts in a year.,['$170'],HR_Policy.pdf
What happens if the premium for the EIS or IAR plan increases?,"If the premium for the EIS or IAR plan increases, NTUC-ARU will bear the increase up to 5% per year cumulatively. Any increases beyond the 5% cumulative increase will be co-paid equally between NTUC-ARU and the staff member.","['increases', 'staff member']",HR_Policy.pdf
Can a staff member downgrade from the EIS or IAR plan to a lower plan?,"Yes, a staff member can downgrade from the EIS or IAR plan to a lower plan, such as the Basic or Enhanced C plan. NTUC-ARU will contribute to the staff member's Medisave and salary accounts based on the plan that commensurates with their salary grade.",['Yes'],HR_Policy.pdf
Can a staff member upgrade from the EIS or IAR plan to a higher plan?,"Yes, a staff member can upgrade from the EIS or IAR plan to a higher plan, such as the Preferred plan. NTUC-ARU will contribute to the staff member's Medisave and salary accounts based on the plan that commensurates with their salary grade.",['Yes'],HR_Policy.pdf
What happens if a staff member chooses to continue with their existing medical insurance plan with another insurer?,"If a staff member chooses to continue with their existing medical insurance plan with another insurer, NTUC-ARU will make a monthly contribution to the staff member's Medisave and/or salary account based on what would otherwise be paid for them under the respective EIS and Assist Rider plans.","['NTUC-ARU', 'Medisave', 'salary account', 'EIS', 'Assist Rider']",HR_Policy.pdf
How does the staff member bear the excess of the annual premium if they choose to continue with their existing medical insurance plan with another insurer?,"The staff member will have to bear the excess of the annual premium themselves via their Medisave account, being the difference in cost between the EIS Advantage Plan and their existing medical insurance plan. However, the staff member will enjoy a cost savings via their salary account, being the difference in cost between the IAR Advantage Plan and their existing medical insurance plan.","['bear', 'excess', 'annual', 'premium', 'Medisave', 'cost', 'savings', 'salary']",HR_Policy.pdf
What is the maximum amount that NTUC-ARU will co-pay for health screening for staff under the age of 40?,Up to $300.,"['Up', '$300']",HR_Policy.pdf
Can staff claim the balance of the health screening cost that exceeds the cap reimbursed by NTUC-ARU from their Flexible Benefit?,Yes.,['Yes'],HR_Policy.pdf
What is the purpose of the Group Hospital & Surgical Plan?,The Group Hospital & Surgical Plan provides coverage for staff who are hospitalized or undergo surgery.,"['hospitalized', 'surgery']",HR_Policy.pdf
How much is the premium for the Group Hospital & Surgical Plan?,The premium for the Group Hospital & Surgical Plan is fully paid by NTUC-ARU.,"['Fully', 'paid']",HR_Policy.pdf
What is the i-Medicare (Specialist) plan?,The i-Medicare (Specialist) plan is a plan that provides coverage for outpatient specialist treatment.,"['outpatient', 'specialist', 'treatment']",HR_Policy.pdf
Can staff refer to any polyclinic or registered General Practitioner (GP) to a panel of specialists approved by NTUC Income?,Yes.,['Yes'],HR_Policy.pdf
How much is the co-payment for outpatient specialist treatment under the i-Medicare (Specialist) plan?,$15 per visit.,['$15'],HR_Policy.pdf
What is the maximum limit for outpatient treatment under the Flexible Benefit per calendar year?,The maximum limit for outpatient treatment under the Flexible Benefit per calendar year is $850 for staff with less than 10 years of service and $950 for staff with 10 years of service or more.,"['$850', '$950']",HR_Policy.pdf
Can staff use their Flexible Benefit for dental care?,"Yes, staff can use their Flexible Benefit for dental care.",['Yes'],HR_Policy.pdf
How much is the subscription fee for SUN union membership?,The subscription fee for SUN union membership is $850 for staff with less than 10 years of service and $950 for staff with 10 years of service or more.,"['$850', '$950']",HR_Policy.pdf
What is the maximum amount of flexible benefit that a staff member can receive per calendar year?,$950 (for staff members who have completed 10 years of service or more).,['$950'],HR_Policy.pdf
How is the flexible benefit amount pro-rated for staff members who join or leave the employment of NTUC-ARU during the year?,The flexible benefit amount is pro-rated according to the number of days served in a calendar year.,"['pro-rated', 'calendar year']",HR_Policy.pdf
How can staff members make claims for their flexible benefits?,Staff members can make claims through the HRIS and must retain the original receipts for 6 months from the date of electronic submission.,"['Staff', 'claims', 'HRIS', 'receipts', 'submission']",HR_Policy.pdf
What happens to any unused flexible benefit amount by 31 December of the year?,Any unused flexible benefit amount will be transferred to the staff member's Medisave account.,"['Any', 'unused', 'flexible', 'benefit', 'amount', 'will', 'be', 'transferred', 'to', 'the', 'staff', ""member's"", 'Medisave', 'account']",HR_Policy.pdf
What is the rate of transport reimbursement for staff members who use their own cars for official journeys?,60 cents per km.,"['60', 'cents', 'per', 'km']",HR_Policy.pdf
Can staff members claim transport reimbursement for traveling to places that are inaccessible by bus or MRT from their homes and vice versa for official purposes?,"Yes, staff members can claim transport reimbursement for such travel, and they will be reimbursed the taxi fare after deducting the usual daily transport expenses incurred between home and office.",['Yes'],HR_Policy.pdf
Is there a fixed transport reimbursement amount for staff members who travel frequently in the course of their work?,"Yes, there is a fixed transport reimbursement amount of $275 per month for staff members who are recommended by the Head of Department/Executive Secretary of Industrial Union and are required to travel frequently in the course of their work.",['Yes'],HR_Policy.pdf
How is the fixed transport reimbursement amount pro-rated for staff members who are away from work for more than 14 consecutive working days?,The fixed transport reimbursement amount will be pro-rated for staff members who are away from work for more than 14 consecutive working days.,"['pro-rated', 'staff', 'members', 'work', 'days']",HR_Policy.pdf
Can staff members who are in receipt of handphone allowance use their handphones for personal purposes?,"No, staff members who are in receipt of handphone allowance must remain contactable at all times and the handphone number must be posted in the NTUC Directory and be contactable by all persons.",['No'],HR_Policy.pdf
"Are staff members required to exercise due care and discretion in their handphone usage, especially for overseas calls?","Yes, staff members are required to exercise due care and discretion in their handphone usage, especially for overseas calls. Only overseas calls made for official reasons will be reimbursed on actual usage where these costs exceed the monthly allowance.",['Yes'],HR_Policy.pdf
What is the purpose of the handphone allowance for NTUC-ARU staff?,The handphone allowance is provided to ensure that staff are contactable at all times and can be reached by all persons for official purposes.,"['ensure', 'contactable', 'reached', 'official']",HR_Policy.pdf
How much is the handphone allowance for NTUC-ARU staff?,The handphone allowance is $30 per month.,['$30'],HR_Policy.pdf
Can NTUC-ARU staff use their handphone allowance for overseas calls?,"Yes, staff can use their handphone allowance for overseas calls, but only for official reasons. The costs exceeding the monthly allowance will be reimbursed.",['Yes'],HR_Policy.pdf
What happens to the handphone allowance when a staff member resigns or goes on long-term no-pay leave?,The handphone allowance will cease on the effective date of resignation or no-pay leave.,"['cease', 'resignation', 'no-pay leave']",HR_Policy.pdf
What is the purpose of the mobile broadband access allowance for NTUC-ARU staff?,The mobile broadband access allowance is provided to enable staff to access the internet and email while they are off-site.,['off-site'],HR_Policy.pdf
How much is the mobile broadband access allowance for NTUC-ARU staff?,The mobile broadband access allowance is $30 per month.,"['$30', 'per month']",HR_Policy.pdf
Can NTUC-ARU staff use their mobile broadband access allowance for personal use?,"No, the mobile broadband access allowance is only for official purposes.",['No'],HR_Policy.pdf
What happens to the mobile broadband access allowance when a staff member resigns or goes on long-term no-pay leave?,The mobile broadband access allowance will cease on the effective date of resignation or no-pay leave.,"['cease', 'resignation', 'no-pay leave']",HR_Policy.pdf
What is the purpose of the counter service incentive for NTUC-ARU staff?,The counter service incentive is provided to staff who provide counter services and meet certain eligibility criteria.,"['counter', 'service', 'incentive', 'staff']",HR_Policy.pdf
How much is the counter service incentive for NTUC-ARU staff?,The counter service incentive is $100 per month for staff who perform full-time counter duty of at least 75% of the time.,"['$100', 'per month']",HR_Policy.pdf
How is the counter service incentive paid to NTUC-ARU staff?,"The counter service incentive is paid monthly or quarterly, subject to meeting the eligibility criteria.","['monthly', 'quarterly']",HR_Policy.pdf
What is the maternity benefit quantum for staff in Grade N1 to N3?,The maternity benefit quantum for staff in Grade N1 to N3 is $800.,['$800'],HR_Policy.pdf
What is the maximum amount of travel insurance coverage for staff in Grade N4 and above for overseas travel?,"The maximum amount of travel insurance coverage for staff in Grade N4 and above for overseas travel is $500,000.","['$500,000']",HR_Policy.pdf
Is there a medical coverage included in the travel insurance for staff?,"Yes, there is a medical coverage of $5,000 included in the travel insurance for staff.",['Yes'],HR_Policy.pdf
What is the Work Injury Compensation Act (WICA) coverage for eligible staff?,"All eligible staff will be covered under the Work Injury Compensation Act (WICA), and the benefits payable to staff will be in accordance with the WICA.",['WICA'],HR_Policy.pdf
What is the Group Personal Accident plan coverage for staff in Grade N1 to N3?,"The Group Personal Accident plan coverage for staff in Grade N1 to N3 is $150,000.","['$150,000']",HR_Policy.pdf
What is the maximum loan amount for the interest-free computer loan for confirmed staff?,"The maximum loan amount for the interest-free computer loan for confirmed staff is 80% of the cost of the computer set or $2,400, whichever is lower.","['$2,400']",HR_Policy.pdf
How long is the repayment period for the computer loan?,"The repayment period for the computer loan is a maximum of 2 years, and repayment will be made through monthly deduction from the staff's salary.",['2 years'],HR_Policy.pdf
Are re-employed staff eligible for long service awards?,"Yes, re-employed staff are eligible for long service awards, and their past service will be recognized for the purpose of long service award.",['Yes'],HR_Policy.pdf
What is the value of the long service award for staff with 15 years of completed service?,The value of the long service award for staff with 15 years of completed service is $800.,['$800'],HR_Policy.pdf
Can staff use the Orchid Country Club Union Corporate Golfing & Social Membership Card and Aranda Country Club Union Corporate Membership Card?,"Yes, staff can use the Orchid Country Club Union Corporate Golfing & Social Membership Card and Aranda Country Club Union Corporate Membership Card, subject to availability and on a first-come, first-served basis.",['Yes'],HR_Policy.pdf
What is the maximum period for repaying a loan taken from NTUC-ARU?,The maximum period for repaying a loan taken from NTUC-ARU is 2 years.,['2 years'],HR_Policy.pdf
Is a staff member eligible for annual leave on resignation?,"Yes, a staff member who has given written notice of resignation is eligible for annual leave calculated up to the last day of service.",['Yes'],HR_Policy.pdf
How many working days of annual leave are staff members entitled to per calendar year of service?,"Staff members are entitled to 14 working days of annual leave per calendar year of service if they have less than 10 years of service, and 18 working days if they have 10 years of service or more.","['14', '18']",HR_Policy.pdf
Can a staff member take half-day annual leave?,"Yes, annual leave may be taken in half days, subject to the approval of the Reporting Officer.",['Yes'],HR_Policy.pdf
Is a staff member allowed to take annual leave during the period of notice?,"No, a staff member will not be permitted to take his available annual leave during the period of notice unless with the approval of the Reporting Officer.",['No'],HR_Policy.pdf
How is the annual leave entitlement of a staff member who resigns calculated?,"The annual leave entitlement of a staff member who resigns is calculated up to the last day of service, and any annual leave taken in excess of the earned entitlement must be refunded.","['up', 'to', 'the', 'last', 'day', 'of', 'service', 'and', 'any', 'annual', 'leave', 'taken', 'in', 'excess', 'of', 'the', 'earned', 'entitlement', 'must', 'be', 'refunded']",HR_Policy.pdf
Can a staff member encash unused annual leave upon resignation?,"Yes, a staff member who is unable to clear his annual leave balance due to exigencies of service can encash them.",['Yes'],HR_Policy.pdf
What is the formula for computing annual leave taken in excess by a staff member who resigns?,The formula for computing annual leave taken in excess is: Monthly Salary X 12 months / 52 weeks / No. of working days per week X No. of annual leave taken in excess.,"['Monthly Salary', '12 months', '52 weeks', 'No. of working days per week', 'No. of annual leave taken in excess']",HR_Policy.pdf
Are staff members eligible for welfare benefits?,"Yes, all confirmed staff members are eligible for welfare benefits, which are co-shared between ARU and SUN.",['Yes'],HR_Policy.pdf
What is the amount of funeral grant given to a staff member in the event of the death of an immediate family member?,"The funeral grant for a staff member in the event of the death of an immediate family member is $500, and a wreath.",['$500'],HR_Policy.pdf
What happens to a staff member's annual leave balance if they resign from NTUC-ARU?,"If a staff member resigns from NTUC-ARU, they will be required to refund all annual leave taken in excess of their earned entitlement. The formula for computing annual leave taken in excess is provided in the text.","['refund', 'annual leave', 'earned entitlement', 'formula']",HR_Policy.pdf
Can a staff member encash their annual leave balance if they are unable to clear it due to exigencies of service?,"Yes, a staff member can encash their annual leave balance if they are unable to clear it due to exigencies of service. The formula for leave encashment is provided in the text.",['Yes'],HR_Policy.pdf
Can a staff member work for another employer during their annual leave within the period of notice of resignation?,"No, a staff member cannot work for another employer during their annual leave within the period of notice of resignation. NTUC-ARU has the right to withhold payment or claim the refund of payment for such annual leave or a portion thereof.",['No'],HR_Policy.pdf
