question,answer,tokens_present,document
What are some examples of criminal and recreational hacking mentioned in the text?,"The text mentions the following examples of criminal and recreational hacking:

* Global websites suffering DDoS attacks
* World's biggest source of spam email shut down
* The United Kingdom's biggest ever cyber fraud
* United States of America's State Farm accounts compromised in credential stuffing attack
* Islamic Republic of Iran: The Stuxnet worm marks a new era of cyberwar
* WannaCry cyber-attack cost the NHS £92m as 19,000 appointments cancelled
* RSA hit by advanced persistent threat attacks",,Information_Security.pdf
"What is the importance of information security for individuals, organizations, and nations?","Information security is crucial for individuals, organizations, and nations as it helps protect against cyber-intrusions, cyber-terrorism, cyber-crime, and other forms of cyber attacks that can cause significant harm and financial loss.","['information', 'security', 'protect', 'cyber-intrusions', 'cyber-terrorism', 'cyber-crime', 'cyber attacks', 'harm', 'financial', 'loss']",Information_Security.pdf
What is the role of governments in ensuring information security?,Governments have an important role to play in ensuring information security by expanding the information-communication infrastructure and establishing systems to protect against information security threats.,"['governments', 'information', 'security', 'infrastructure', 'systems', 'threats']",Information_Security.pdf
What are some areas where information security is particularly important?,"Information security is particularly important in areas such as finance, healthcare, government, and defense, where sensitive information is frequently accessed and transmitted.","['finance', 'healthcare', 'government', 'defense']",Information_Security.pdf
What is the purpose of ISO/IEC 27001:2005?,"ISO/IEC 27001:2005 is an international standard that provides a framework for implementing an Information Security Management System (ISMS) to protect sensitive information from unauthorized access, use, disclosure, disruption, modification, or destruction.","['ISO/IEC', '27001:2005', 'Information Security Management System', 'ISMS']",Information_Security.pdf
What is the difference between information security and cybersecurity?,"Information security is a broader term that encompasses the protection of all types of information, including physical and digital information, while cybersecurity specifically focuses on protecting digital information and systems from cyber threats.","['information', 'security', 'cybersecurity', 'digital', 'physical']",Information_Security.pdf
What is the importance of awareness and training in information security?,Awareness and training are essential components of information security as they help individuals and organizations understand the risks associated with information security and learn how to protect themselves from potential threats.,"['awareness', 'training', 'information', 'security', 'risks', 'protect']",Information_Security.pdf
What is the growing consensus regarding information?,"The growing consensus is that information needs to be protected, and its value is considered more important than the media holding the information.","['information', 'protected', 'value', 'media']",Information_Security.pdf
What is the difference between information assets and tangible assets?,"Information assets are intangible, can be easily reproduced, and their value increases when combined and processed. Tangible assets, on the other hand, have a physical form, and their value is reduced when reproduced.","['intangible', 'tangible']",Information_Security.pdf
What are the risks associated with information assets?,"The risks associated with information assets include unauthorized access, unauthorized use, destruction of information systems through computer viruses, and others.","['unauthorized access', 'unauthorized use', 'computer viruses', 'others']",Information_Security.pdf
What is information security?,"Information security is the preservation of confidentiality, integrity, and availability of information, which involves preventing or reducing the probability of unauthorized/inappropriate access, use, disclosure, disruption, deletion/destruction, corruption, modification, inspection, recording, or devaluation.","['information', 'security', 'preservation', 'confidentiality', 'integrity', 'availability', 'unauthorized', 'access', 'use', 'disclosure', 'disruption', 'deletion', 'destruction', 'corruption', 'modification', 'inspection', 'recording', 'devaluation']",Information_Security.pdf
What is the primary focus of information security?,"The primary focus of information security is the balanced protection of the confidentiality, integrity, and availability of data (also known as the CIA triad) while maintaining a focus on efficient policy implementation, all without hampering organization productivity.","['confidentiality', 'integrity', 'availability', 'CIA triad']",Information_Security.pdf
What is the difference between information security and cybersecurity?,"Cybersecurity includes not only information security but also digital infrastructure security, such as Supervisory Control and Data Acquisition (SCADA) systems and Internet-of-Things (IoT) systems, which goes beyond the protection of valuable information.","['cybersecurity', 'information security', 'digital infrastructure security', 'Supervisory Control and Data Acquisition', 'Internet-of-Things']",Information_Security.pdf
What are the 4Rs of information security?,"The 4Rs of information security are Right Information, Right People, Right Time, and Right Form.","['Right', 'Information', 'Right', 'People', 'Right', 'Time', 'Right', 'Form']",Information_Security.pdf
How can information assets be protected?,"Information assets can be protected by implementing measures such as access control, encryption, backups, and network security.","['access', 'control', 'encryption', 'backups', 'network', 'security']",Information_Security.pdf
What is the importance of information security in today's world?,"Information security is crucial in today's world, as it helps protect sensitive information from unauthorized access, use, or theft, which can result in financial loss, reputational damage, legal liability, and other negative consequences.","['crucial', 'financial loss', 'reputational damage', 'legal liability', 'negative consequences']",Information_Security.pdf
What are some common threats to information security?,"Some common threats to information security include phishing attacks, malware, ransomware, denial-of-service attacks, and insider threats.","['phishing', 'malware', 'ransomware', 'denial-of-service', 'insider threats']",Information_Security.pdf
What is the main difference between Cyber Security and Information Security?,"Cyber Security includes not only information security but also digital infrastructure security, such as Supervisory Control and Data Acquisition (SCADA) systems and Internet-of-Things (IoT) systems, which goes beyond the protection of valuable information.","['Cyber Security', 'Information Security', 'digital infrastructure security', 'Supervisory Control and Data Acquisition', 'Internet-of-Things']",Information_Security.pdf
What are the 4Rs of Information Security?,"The 4Rs of Information Security are Right Information, Right People, Right Time, and Right Form.","['Right', 'Information', 'Right', 'People', 'Right', 'Time', 'Right', 'Form']",Information_Security.pdf
"What does ""Right Information"" refer to?","""Right Information"" refers to the accuracy and completeness of information, which guarantees the integrity of information.","['accuracy', 'completeness', 'integrity']",Information_Security.pdf
"What does ""Right People"" mean?","""Right People"" means that information is available only to authorized individuals, which guarantees confidentiality.","['Right People', 'authorized individuals', 'confidentiality']",Information_Security.pdf
"What does ""Right Time"" refer to?","""Right Time"" refers to the accessibility of information and its usability upon demand by an authorized entity, which guarantees availability.","['Right Time', 'accessibility', 'usability', 'availability']",Information_Security.pdf
"What does ""Right Form"" refer to?","""Right Form"" refers to providing information in the right format.","['Right', 'Form', 'format']",Information_Security.pdf
What is risk management in the context of information security?,"Risk management in the context of information security is the process of identifying, assessing, and mitigating risks to information assets.","['risk management', 'information security', 'identifying', 'assessing', 'mitigating', 'risks', 'information assets']",Information_Security.pdf
What is the formula for risk?,"The formula for risk is Risk = ∫(Asset Value, Threats, Vulnerabilities).","['Risk', '=', '∫', 'Asset', 'Value', 'Threats', 'Vulnerabilities']",Information_Security.pdf
What are the four methods of risk management?,"The four methods of risk management are risk reduction (risk mitigation), risk acceptance, risk transference, and risk avoidance.","['risk reduction', 'risk mitigation', 'risk acceptance', 'risk transference', 'risk avoidance']",Information_Security.pdf
What is the purpose of a cost-effectiveness analysis in risk management?,"The purpose of a cost-effectiveness analysis in risk management is to determine the most cost-effective method of risk reduction, acceptance, transference, or avoidance.","['cost-effectiveness', 'risk', 'reduction', 'acceptance', 'transference', 'avoidance']",Information_Security.pdf
What is the name of the standard for information security management systems published by the International Organization for Standardization and International Electrotechnical Commission (ISO/IEC)?,The standard for information security management systems published by the International Organization for Standardization and International Electrotechnical Commission (ISO/IEC) is ISO/IEC 27001.,"['ISO', 'IEC', '27001']",Information_Security.pdf
What is the focus of ISO/IEC 27001?,"The focus of ISO/IEC 27001 is on administrative security, with an emphasis on documentation, operation audit, and the observance of policy/guideline and law.","['administrative security', 'documentation', 'operation audit', 'policy/guideline', 'law']",Information_Security.pdf
What is the main focus of CISA?,"The main focus of CISA is on audit activities and controls on information systems, with a strong emphasis on the role of auditors and the performance of the audit process.","['CISA', 'audit', 'information systems', 'auditors', 'audit process']",Information_Security.pdf
What is the main focus of CISSP?,"The main focus of CISSP is on technical security, with an emphasis on software development, identity and access management, communications and network security, and operations security.","['technical security', 'software development', 'identity and access management', 'communications', 'network security', 'operations security']",Information_Security.pdf
What are the four methods of information security?,"The four methods of information security are administrative, physical, technical, and legal.","['administrative', 'physical', 'technical', 'legal']",Information_Security.pdf
What is the difference between ISO/IEC 27001 and CISA?,"ISO/IEC 27001 focuses on administrative security, while CISA focuses on audit activities and controls on information systems.","['ISO', 'CISA']",Information_Security.pdf
What is the difference between CISA and CISSP?,"CISA focuses on audit activities and controls on information systems, while CISSP focuses on technical security.","['CISA', 'CISSP', 'audit', 'controls', 'information systems', 'technical', 'security']",Information_Security.pdf
What is the importance of information security awareness?,"Information security awareness is important because it helps to protect the organization's information assets from unauthorized access, use, disclosure, disruption, modification, or destruction.","['important', 'information', 'security', 'awareness', 'protect', 'organization', 'information assets', 'unauthorized', 'access', 'use', 'disclosure', 'disruption', 'modification', 'destruction']",Information_Security.pdf
What are some examples of information security measures in the administrative domain?,"Examples of information security measures in the administrative domain include the formulation of an information security policy, the construction and operation of an information security organization, human resources management, and physical security management.","['information security policy', 'information security organization', 'human resources management', 'physical security management']",Information_Security.pdf
What are some examples of information security measures in the physical domain?,"Examples of information security measures in the physical domain include physical and environmental security, asset security, and protection of information assets.","['physical', 'environmental', 'asset', 'protection', 'information']",Information_Security.pdf
What are some examples of information security measures in the technical domain?,"Examples of information security measures in the technical domain include cryptography, communications security, operations security, and identity and access management.","['cryptography', 'communications security', 'operations security', 'identity and access management']",Information_Security.pdf
What are the three information security domains?,"The three information security domains are administrative, physical, and technical.","['administrative', 'physical', 'technical']",Information_Security.pdf
What is hacking?,Hacking is the act of gaining unauthorized access to a computer or computer network to obtain or modify information.,"['hacking', 'access', 'computer', 'network', 'obtain', 'modify', 'information']",Information_Security.pdf
What are the different types of hacking?,"Hacking can be classified into recreational, criminal, or political hacking, depending on the purpose of the attack.","['recreational', 'criminal', 'political']",Information_Security.pdf
What is a Denial-of-Service (DoS) attack?,"A DoS attack causes an action upon a computer or networked device that results in other processes, resources, or activities floundering and failing to respond adequately.","['DoS', 'attack', 'computer', 'networked', 'device', 'processes', 'resources', 'activities', 'floundering', 'failing', 'respond', 'adequately']",Information_Security.pdf
What is a Distributed Denial-of-Service (DDoS) attack?,"A DDoS attack is a DoS attack that is launched from multiple sources, making it more difficult to defend against.","['DDoS', 'DoS', 'attack', 'launched', 'sources', 'defend']",Information_Security.pdf
What was the JPMorgan Chase Bank hack in 2014?,The JPMorgan Chase Bank hack in 2014 was a cyber attack that exposed over 80 million user accounts to hackers.,"['JPMorgan Chase Bank', 'hack', '2014', 'cyber attack', 'user accounts', 'hackers']",Information_Security.pdf
What is spam?,"Spam is a bulk, unsolicited, commercial electronic message delivered through an information communication service, such as email.","['spam', 'bulk', 'unsolicited', 'commercial', 'electronic', 'message', 'email']",Information_Security.pdf
What was the major DDoS attack in October 2016?,"The major DDoS attack in October 2016 was a cyber attack that disrupted several websites, including Twitter, Netflix, PayPal, Pinterest, and the PlayStation Network.","['cyber attack', 'Twitter', 'Netflix', 'PayPal', 'Pinterest', 'PlayStation Network']",Information_Security.pdf
How did the hackers behind the October 2016 DDoS attack compromise endpoint IoT devices?,"The hackers behind the October 2016 DDoS attack compromised 20,000 endpoint IoT devices and transformed them into a botnet to flood traffic to DNS hosting provider Dyn.","['compromised', 'IoT', 'botnet', 'DNS', 'Dyn']",Information_Security.pdf
What is the purpose of social engineering in cyber attacks?,"Social engineering is used in cyber attacks to manipulate individuals into divulging confidential or sensitive information, or to trick them into performing actions that facilitate unauthorized access to systems, data, or financial resources.","['social engineering', 'cyber attacks', 'manipulate', 'divulging', 'sensitive information', 'trick', 'unauthorized access', 'systems', 'data', 'financial resources']",Information_Security.pdf
What was the size of the attack mentioned in the first case study?,The attack measured close to 1 Tbps.,['1 Tbps'],Information_Security.pdf
What was the method used by the group behind the attack to compromise endpoint IoT devices?,They used a botnet to flood traffic to DNS hosting provider Dyn.,"['botnet', 'DNS', 'flood']",Information_Security.pdf
What is phishing?,"Phishing is the use of email or messages to obtain sensitive information such as usernames, passwords, and credit card details by using a trustworthy entity.","['Phishing', 'email', 'messages', 'sensitive', 'information', 'usernames', 'passwords', 'credit card', 'trustworthy', 'entity']",Information_Security.pdf
What was the estimated amount of fraud prevented in the UK after three men were convicted of launching sophisticated phishing scams?,£59m worth of fraud was prevented.,['£59m'],Information_Security.pdf
"How many phishing pages were analyzed by the Met Police Central e-Crime Unit (PCeU), the Serious Organized Crime Agency, and the US Secret Service?","They analyzed 2,600 phishing pages that mimicked banking websites.","['2,600']",Information_Security.pdf
What was the estimated amount of money raked in by the fraudsters in the UK's biggest ever cyber scam?,They raked in up to £2million a week.,['£2million'],Information_Security.pdf
What was the name of the botnet that generated billions of emails per day promoting unlicensed online pharmacies and cut-price impotence pills?,The Rustock botnet.,['Rustock'],Information_Security.pdf
What was the method used by Microsoft to shut down the Rustock botnet?,"Microsoft, backed by US Marshals, seized servers that it was estimated covertly controlled almost a million Windows PCs.","['Microsoft', 'seized', 'servers']",Information_Security.pdf
What is credential stuffing?,Credential stuffing is a type of cyberattack where stolen account credentials are used to gain unauthorized access to user accounts through large-scale automated login requests directed against a web application.,"['credential', 'stuffing']",Information_Security.pdf
"What percentage of users reuse the same username/password combination across multiple sites, according to a survey?","81% of users have reused a password across two or more sites, and 25% of users use the same password across a majority of their accounts.","['81%', '25%']",Information_Security.pdf
What is malicious code?,"Malicious code refers to programs that cause damage to a system when executed. Examples include viruses, worms, and Trojan horses.","['malicious', 'code', 'viruses', 'worms', 'Trojan', 'horses']",Information_Security.pdf
What is a computer virus?,"A computer virus is a computer program or programming code that damages computer systems and data by replicating itself by initiating copying to another program, computer boot sector, or document.","['computer', 'virus']",Information_Security.pdf
What is a worm?,"A worm is a self-replicating virus that does not alter files but resides in active memory, using parts of an operating system that are automatic and usually invisible to the user. Their uncontrolled replication consumes system resources, slowing or halting other tasks.","['worm', 'self-replicating', 'virus', 'active', 'memory', 'operating', 'system', 'resources', 'slowing', 'halting']",Information_Security.pdf
What is a Trojan horse?,A Trojan horse is a program that appears to be useful and/or harmless but really has a malicious function such as unloading hidden programs or command scripts that make a system vulnerable to encroachment.,"['Trojan horse', 'program', 'malicious', 'function', 'unloading', 'hidden', 'command', 'scripts', 'system', 'vulnerable', 'encroachment']",Information_Security.pdf
What was the Stuxnet worm designed to target?,"The Stuxnet worm was designed to target Siemens Simatic WinCC SCADA systems, which are used in various facilities to manage pipelines, nuclear plants, and various utility and manufacturing equipment.",['Siemens Simatic WinCC SCADA systems'],Information_Security.pdf
What was the estimated cost of the WannaCry cyber-attack to the NHS?,"The estimated cost of the WannaCry cyber-attack to the NHS was £92m, with 19,000 appointments cancelled.",['£92m'],Information_Security.pdf
What is an advanced persistent threat (APT)?,"An advanced persistent threat (APT) is a network attack in which an unauthorized person gains access to a network and stays there undetected for a long period of time, with the intention of stealing data rather than causing damage to the network or organization.","['advanced', 'persistent', 'threat', 'network', 'attack', 'unauthorized', 'access', 'undetected', 'long period', 'intention', 'stealing', 'data']",Information_Security.pdf
How does an APT attacker typically gain access to a network?,"An APT attacker often uses ""spear fishing,"" a type of social engineering, to gain access to the network through legitimate means, and then establishes a ""back door.""","['spear fishing', 'social engineering', 'back door']",Information_Security.pdf
What is the purpose of a back door in an APT attack?,"The purpose of a back door in an APT attack is to allow the attacker to move laterally across the network, installing more back doors and gathering valid user credentials (especially administrative ones).","['back door', 'APT attack', 'attacker', 'network', 'back doors', 'user credentials', 'administrative']",Information_Security.pdf
Which sector is most targeted by APT attacks?,"APT attacks target organizations in sectors with high-value information, such as national defense, manufacturing, and the financial industry.","['APT', 'national defense', 'manufacturing', 'financial industry']",Information_Security.pdf
What is an advanced persistent threat (APT)?,"An advanced persistent threat (APT) is a type of attack where an attacker gains access to a network through legitimate means and establishes a backdoor to install malware and move laterally across the network, remaining hidden in plain sight. (Source: 7 Rosencrance, L. (2020, August 27). What is advanced persistent threat? SearchSecurity. https://searchsecurity.techtarget.com/definition/advanced-persistent-threat-APT)","['advanced', 'persistent', 'threat', 'APT']",Information_Security.pdf
What was the impact of the WannaCry cyber-attack on the NHS?,"The WannaCry cyber-attack cost the NHS £92m, with 19,000 appointments cancelled and £72m spent on cleanup and upgrades to its IT systems. (Source: The Telegraph; WannaCry cyber-attack cost the NHS £92m as 19,000 appointments cancelled, https://www.telegraph.co.uk/technology/2018/10/11/wannacry-cyber-attack-cost-nhs-92m-19000-appointments-cancelled)","['£92m', '19,000', '£72m']",Information_Security.pdf
What is two-factor authentication?,"Two-factor authentication is a security method that uses a key fob or token to provide a randomized code that a user must enter in addition to their username and password to authenticate and gain access to a site or application. (Source: RSA hit by advanced persistent threat attacks, http://www.computerweekly.com/Articles/2011/03/18/245974/RSA-hit-by-advanced-persistent-threat-attacks.htm)","['two-factor authentication', 'key fob', 'token', 'randomized code', 'username', 'password']",Information_Security.pdf
What was the result of the RSA SecurID hack?,"The RSA SecurID hack resulted in the theft of information related to RSA’s SecurID two-factor authentication products, which could potentially be used to reduce the effectiveness of a current two-factor authentication implementation as part of a broader attack. (Source: RSA hit by advanced persistent threat attacks, http://www.computerweekly.com/Articles/2011/03/18/245974/RSA-hit-by-advanced-persistent-threat-attacks.htm)","['theft', 'two-factor', 'authentication', 'attack']",Information_Security.pdf
What is a backdoor?,"A backdoor is a way for an attacker to bypass security measures and gain unauthorized access to a computer system or network. (Source: 7 Rosencrance, L. (2020, August 27). What is advanced persistent threat? SearchSecurity. https://searchsecurity.techtarget.com/definition/advanced-persistent-threat-APT)","['backdoor', 'security', 'measures', 'access', 'computer', 'system', 'network']",Information_Security.pdf
What is spear phishing?,"Spear phishing is a type of social engineering attack where an attacker targets a specific individual or group with a tailored message or email that appears to be from a trusted source, in order to trick the recipient into divulging sensitive information or installing malware. (Source: 7 Rosencrance, L. (2020, August 27). What is advanced persistent threat? SearchSecurity. https://searchsecurity.techtarget.com/definition/advanced-persistent-threat-APT)","['spear phishing', 'social engineering', 'attack', 'trusted source', 'sensitive information', 'malware']",Information_Security.pdf
What is the purpose of security awareness training for employees?,"Security awareness training for employees helps to eradicate risky behaviors that could potentially lead to cyber breaches. (Source: 2.3. Types of Internal Attacks, Disgruntled employees/contractors)","['security', 'awareness', 'training', 'employees', 'risky', 'behaviors', 'cyber', 'breaches']",Information_Security.pdf
What is a ghost infrastructure?,"A ghost infrastructure refers to a set of bogus utilities and malware that an attacker installs on a compromised network, which remains hidden in plain sight and allows the attacker to maintain access to the network. (Source: 7 Rosencrance, L. (2020, August 27). What is advanced persistent threat? SearchSecurity. https://searchsecurity.techtarget.com/definition/advanced-persistent-threat-APT)","['ghost', 'infrastructure', 'bogus', 'malware', 'compromised', 'network', 'attacker', 'hidden', 'plain', 'sight', 'maintain', 'access']",Information_Security.pdf
"What can rogue employees do to an organization's network, systems, and data?","Rogue employees, especially those with knowledge of and access to networks, data centers, and admin accounts, can cause serious damage to an organization's network, systems, and data.","['rogue employees', 'network', 'systems', 'data']",Information_Security.pdf
"What is security awareness training for employees, and what does it help to eradicate?","Security awareness training for employees helps to eradicate risky behaviors that could potentially lead to cyber breaches. It addresses threats such as phishing emails, ransomware, and social engineering scams via the telephone, text message, or social media channels.","['security', 'awareness', 'training', 'employees', 'risky', 'behaviors', 'cyber', 'breaches', 'phishing', 'ransomware', 'social', 'engineering', 'scams', 'telephone', 'text', 'message', 'social', 'media', 'channels']",Information_Security.pdf
"What is social engineering, and what does it refer to?","Social engineering refers to a set of techniques used to manipulate people into divulging confidential information. It is similar to a confidence trick or simple fraud, but the term typically applies to trickery for information gathering or computer system access.","['social engineering', 'confidential information', 'manipulate', 'trickery', 'information gathering', 'computer system access']",Information_Security.pdf
"What is threat trend analysis, and what is its purpose?","Threat trend analysis is an important activity in safeguarding information security. It refers to the search for patterns in security threats over time to identify ways in which such patterns change and develop, veer to new directions, or shift. Its purpose is to anticipate likely or possible threats and prepare the appropriate responses to these threats.","['threat', 'trend', 'analysis', 'security', 'patterns', 'anticipate', 'responses']",Information_Security.pdf
Name some organizations that perform information security threat trend analysis and share security threat trend reports.,"Some organizations that perform information security threat trend analysis and share security threat trend reports include FireEye, IBM, Microsoft, Symantec, and Verizon.","['FireEye', 'IBM', 'Microsoft', 'Symantec', 'Verizon']",Information_Security.pdf
What are some trends in information security threats that have been reported?,"Some trends in information security threats that have been reported include the automation of attack tools, the use of polymorphic tools, and the use of anti-forensic techniques to mask or hide the nature of attack tools.","['automation', 'polymorphic', 'anti-forensic']",Information_Security.pdf
What are some attack tools that are difficult to detect?,"Some attack tools that are difficult to detect include those that use new attack patterns that are not detected by existing detection tools, and those that use common protocols like HTTP, making it difficult to distinguish them from legitimate network traffic.","['new attack patterns', 'HTTP', 'legitimate network traffic']",Information_Security.pdf
