context,question,choices,answer,filename
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",What is the responsibility of employees regarding security in the organization?,"['Employees are responsible for developing and implementing the Security Awareness Program.', 'Employees are responsible for protecting information resources and ensuring that unauthorized persons do not access devices that could affect the results of computing or other processes.', 'Employees are responsible for owning all information, applications, systems, and software developed, used, or distributed to employees or designated representatives of entities operating as business partners.', 'Employees are responsible for assessing the level of risk to the organization and determining the impact if information, business processes, or system functions were not available or if they are misused.']",1,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",What is the purpose of developing and implementing the Security Awareness Program?,"['To ensure that employees execute their security responsibilities in accordance with related policies, standards, and procedures.', 'To protect information resources including computer software and support systems.', 'To communicate facilities and equipment from unauthorized modification and tampering.', 'To provide access to systems and information based on business needs.']",0,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",How should information systems be protected to ensure unauthorized access is prevented?,"['Information systems should be protected using environmental and security controls that are appropriate for the level of risk.', 'Information systems should be protected using the principle of least privilege.', 'Information systems should be protected by restricting access to sensitive information.', 'Information systems should be protected by implementing a Non-disclosure Agreement.']",0,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",Who is responsible for assessing the appropriateness of physical and environmental controls?,"['The Security Officer', 'The Information Owner', 'The Head of the Business Unit', 'The User']",1,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement","Who is responsible for identifying and managing risks relating to the security, integrity, and continuity of information?","['Information Owners', 'System Owners', 'Security Officer', 'Users']",0,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement","Who is responsible for determining the impact to the organization if information, business processes, or system functions were not available or if they are misused?","['The Security Officer', 'The Information Owner', 'The Head of the Business Unit', 'The User']",1,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",What is the principle of least privilege that <Organization> commits to?,"['The principle of least privilege states that users should have the minimum level of access necessary to perform their job functions.', 'The principle of least privilege states that users should have unlimited access to all systems and information.', 'The principle of least privilege states that users should have access to only sensitive information.', 'The principle of least privilege states that users should have access to all information and systems, but only during specific retention periods.']",0,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",Who must authorize requests for access to information or systems?,"['The Security Officer', 'Information Owners', 'Head of Business Unit', 'Users']",1,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",What must be completed when approval for outside access to <Organization> information is granted?,"['The recipient must sign a Non-disclosure Agreement.', 'Instructions must be provided to the recipient notifying them of any security requirements.', 'A risk assessment must be conducted to determine the level of access granted.', 'The Information Owner must authorize requests for access to information or systems.']",1,Cyber_Security_Policy.pdf
"• Ensure that employees execute their security responsibilities in accordance with related policies, standards,   and procedures. • Develop and implement the Security Awareness Program. Information Resources Information resources including computer software and support systems should be protected appropriately to maintain the  sensitivity and critical nature of information that is processed, stored, or communicated. Information systems should be  protected in such a manner to ensure that unauthorized persons are not able to directly access the device and either cause  physical damage or modify internal components that could affect the results of computing or other processes. Environmental and security controls should be appropriate for the level of risk. An assessment that balances risk with the cost  of implementing the control should be completed when determining what security and environmental controls are appropriate. Users are responsible for adhering to copyright, patent laws, and license agreements for intellectual property. Communication facilities and equipment should be protected from unauthorized modification and tampering to ensure that  messages in transit are not modified or received by unintended parties or that communication services are not interrupted.  Communication facilities can include all equipment rooms and wiring closets and may include facilities and resources provided  by third-party service providers. Questions concerning the appropriateness of physical and environmental controls should be addressed to the Security Officer. System and Information Ownership <Organization>  is the owner of all information, applications, systems, and software that are developed, used, or distributed to  employees or designated representatives of entities operating as business partners. Although <Organization>  maintains the  ultimate ownership responsibility, certain managers are responsible for executing this responsibility. Systems and information owners are responsible for identifying and managing risks relating to the security, integrity, and  continuity of information, and for the business processes and system functions that create, modify, delete, or use this  information. They are responsible for assessing the level of risk to <Organization>  for providing access to information, as well  as for determining the impact to the organization if information, business processes, or system functions were not available or  if they are misused. The level of security, integrity, and continuity risk needs to be communicated by the owner to individuals or groups responsible  for implementing <Organization>  security and business continuity controls. Periodically, the Information Owner and the Security Officer will review the current set of accesses and update capabilities  granted to each individual on the system in order to ensure that the appropriate level of access has been granted and that no  changes are necessary. Risk assessments must be presented to the Security Officer.6Access to Systems and Information <Organization>  commits to the principle of least privilege and as such will conduct access reviews to ensure Information  Custodians do not have excessive access.  All access to systems and information is provided based on business need. Information owners, as part of their management  responsibility, are required to authorize requests for access to information or systems, and to verify that such access meets a  legitimate business need, prior to access being implemented. An Access Request Form will be completed and will indicate the system or information access that the User should be  permitted. This form will be authorized by a Head of Business Unit or the Information Owner as required. Access to sensitive information needs to be restricted. Owners may also designate a retention period during which the  information or access may be authorized and after which all access is to be revoked. When approval for outside access to <Organization>  information is granted, instructions must be provided to the recipient  notifying them of any security requirements, including the need to maintain the confidentiality of the information, requirements  for distribution of the information within their organization, and procedures for destruction or return of the information following  the period of access. All non-employees will sign a Non-disclosure Agreement",What must non-employees sign when granted access to <Organization> information?,"['Non-disclosure Agreement', 'Access Request Form', 'Security Awareness Program', 'License Agreement']",0,Cyber_Security_Policy.pdf
