question,answer,tokens_present,document
What is the responsibility of the hosting State Agency regarding information availability?,"The hosting State Agency is responsible for ensuring the confidentiality, integrity, and availability of information.","['responsibility', 'hosting', 'State', 'Agency', 'information', 'availability']",Information_Security_Policy.pdf
What is the purpose of the Service Level Agreement?,"The purpose of the Service Level Agreement is to publish the level of service that users can expect from the system, including response time, hours of availability, and all other services contracted.","['purpose', 'Service', 'Level', 'Agreement', 'users', 'response', 'time', 'hours', 'availability', 'services']",Information_Security_Policy.pdf
Who is responsible for ensuring backups are current and secure?,"The hosting State Agency is responsible for ensuring all backups are current, secure, and accessible.","['The hosting State Agency', 'responsible', 'ensuring', 'backups', 'current', 'secure', 'accessible']",Information_Security_Policy.pdf
What is the responsibility of the State Agencies regarding the confidentiality of information?,The State Agencies that access the systems have the responsibility to protect the confidentiality of information which they use in the course of their assigned duties.,"['The', 'State', 'Agencies', 'have', 'the', 'responsibility', 'to', 'protect', 'the', 'confidentiality', 'of', 'information']",Information_Security_Policy.pdf
What is the main responsibility of the OMES IS in regards to information security?,"The OMES IS is responsible for direction and leadership in all aspects of information security, including developing, maintaining, and communicating policies and guidelines for the protection of information assets.","['information security', 'policies', 'guidelines', 'protection', 'information assets']",Information_Security_Policy.pdf
What are the three components of security program management?,"The three components of security program management are central security program, hosting agency security, and agency security.","['central security program', 'hosting agency security', 'agency security']",Information_Security_Policy.pdf
What is the responsibility of agencies hosting information and systems for their own use or for the use of other agencies?,"Agencies hosting information and systems must develop, maintain, and communicate policies and guidelines for the protection of information assets, including hardware, software, information, and communications.","['agencies', 'information', 'systems', 'policies', 'guidelines', 'protection', 'hardware', 'software', 'communications']",Information_Security_Policy.pdf
What are the minimum standards issued by the OMES IS for information security?,"The OMES IS issues minimum standards for systems planning, systems development methodology, documentation, hardware requirements and compatibility, operating systems compatibility, software and hardware acquisition, information security and internal controls, data base compatibility, and contingency planning and disaster recovery.","['systems', 'planning', 'development', 'documentation', 'hardware', 'requirements', 'compatibility', 'operating', 'software', 'acquisition', 'information', 'security', 'internal', 'database', 'contingency', 'planning', 'disaster', 'recovery']",Information_Security_Policy.pdf
What is the role of agencies in protecting their information assets?,"Agencies are responsible for protecting their information assets from disclosure, loss, or misuse. They must adhere to and have documented procedures for security of information flow, information retention, information disposal, and communication of information security policies, procedures, guidelines, and best practices.","['Agencies', 'responsible', 'protecting', 'information', 'assets', 'security', 'policies', 'procedures', 'guidelines', 'best', 'practices']",Information_Security_Policy.pdf
"What is incident management, and what are its responsibilities?","Incident management is the process of responding to security incidents. Its responsibilities include establishing procedures to cover all potential types of security incidents, such as information system failures, denial of service, errors resulting from incomplete or inaccurate business information, and breaches of confidentiality.","['incident', 'management', 'responsibilities', 'security', 'incidents', 'procedures', 'information', 'system', 'failures', 'denial', 'service', 'errors', 'incomplete', 'inaccurate', 'business', 'information', 'breaches', 'confidentiality']",Information_Security_Policy.pdf
What are the two types of contingency plans that agencies must establish?,"Agencies must establish two types of contingency plans: normal contingency plans designed to recover systems or services as quickly as possible, and plans that cover analysis and identification of the cause of the incident, planning and implementation of remedies to prevent recurrence, collection of audit trails and similar evidence, communication with those affected by or involved with recovery from the incident, and reporting the action to the security administration function at the hosting agency.","['normal', 'quickly', 'analysis', 'identification', 'incident', 'remedies', 'recurrence', 'audit', 'trails', 'evidence', 'communication', 'affected', 'involved', 'recovery', 'incident', 'reporting', 'action', 'security', 'administration', 'function', 'hosting', 'agency']",Information_Security_Policy.pdf
Why are audit trails and similar evidence collected and secured?,"Audit trails and similar evidence are collected and secured for internal problem analysis, use as evidence in relation to a potential breach of contracts, policies, or regulatory requirements, and use in the event of civil or criminal proceedings.","['internal', 'problem', 'analysis', 'evidence', 'breach', 'contracts', 'policies', 'regulatory', 'requirements', 'civil', 'criminal', 'proceedings']",Information_Security_Policy.pdf
Who is responsible for developing and testing contingency planning and disaster recovery?,Hosting agencies are responsible for developing and testing contingency planning and disaster recovery.,"['Hosting', 'agencies']",Information_Security_Policy.pdf
What is the purpose of the central security program?,"The purpose of the central security program is to provide direction and leadership in all aspects of information security, including developing, maintaining, and communicating policies and guidelines for the protection of information assets.","['direction', 'leadership', 'information', 'security', 'policies', 'guidelines', 'protection', 'information assets']",Information_Security_Policy.pdf
"What must be collected and secured as appropriate for internal problem analysis and use as evidence in relation to potential breaches of contracts, policies, or regulatory requirements?",Audit trails and similar evidence.,"['Audit', 'trails', 'and', 'similar', 'evidence']",Information_Security_Policy.pdf
What should be documented in detail during emergency actions taken to recover from security breaches and correct system failures?,"All emergency actions taken, including the steps taken and the personnel involved.","['all', 'emergency', 'actions', 'taken', 'steps', 'personnel', 'involved']",Information_Security_Policy.pdf
What must be confirmed with minimal delay during emergency actions taken to recover from security breaches and correct system failures?,The integrity of business systems and controls.,"['integrity', 'business', 'systems', 'controls']",Information_Security_Policy.pdf
What should be produced and kept for an agreed period to assist in future investigations and access control monitoring?,Audit logs recording exceptions and other security-relevant events.,['Audit logs'],Information_Security_Policy.pdf
What should be included in audit logs recording exceptions and other security-relevant events?,"User IDs, dates and times for log-on and log-off, terminal identity or location if possible, records of successful and rejected system access attempts, and records of successful and rejected data and other resource access attempts.","['User IDs', 'dates', 'times', 'terminal identity', 'location', 'records', 'successful', 'rejected', 'system access attempts', 'data', 'resource access attempts']",Information_Security_Policy.pdf
What must be established to ensure that users are only performing activities that have been explicitly authorized?,Procedures for monitoring use of information processing facilities.,"['procedures', 'monitoring', 'use', 'information', 'processing', 'facilities']",Information_Security_Policy.pdf
What should be considered when determining the level of monitoring required for individual facilities?,"The risk assessment of the facility, including authorized access, privileged operations, unauthorized access attempts, system alerts or failures, and other security-relevant events.","['risk assessment', 'authorized access', 'privileged operations', 'unauthorized access attempts', 'system alerts', 'failures', 'security-relevant events']",Information_Security_Policy.pdf
"What encompasses risk assessment, risk mitigation, as well as evaluation and assessment?",Risk management.,"['Risk', 'management']",Information_Security_Policy.pdf
"Who is responsible for determining the likelihood of an adverse event, the threats to system resources, the vulnerability of the system, and the impact such an adverse event may have?",The hosting agency.,['hosting agency'],Information_Security_Policy.pdf
What are some sources of threats to system resources?,"System intruders (hackers), criminals, terrorists, espionage, and insiders (either malicious or a result of poor training).","['hackers', 'criminals', 'terrorists', 'espionage', 'insiders']",Information_Security_Policy.pdf
What is a threat?,A threat is a possibility of a potentially harmful event that can exploit a vulnerability.,"['threat', 'possibility', 'potentially', 'harmful', 'event', 'vulnerability']",Information_Security_Policy.pdf
What is a vulnerability?,A vulnerability is a weakness that can be intentionally or accidentally triggered.,"['weakness', 'intentional', 'accidentally', 'triggered']",Information_Security_Policy.pdf
What are some sources of threats?,"Threats can come from various sources, including system intruders (hackers), criminals, terrorists, espionage, insiders (malicious or due to poor training), and others.","['system intruders', 'criminals', 'terrorists', 'espionage', 'insiders']",Information_Security_Policy.pdf
How can vulnerabilities be identified?,"Vulnerabilities can be identified by considering various factors, such as hardware, software, network, system interfaces, data and information, people who support and use the system, and information sensitivity.","['hardware', 'software', 'network', 'system interfaces', 'data', 'information', 'people', 'sensitivity']",Information_Security_Policy.pdf
What is the impact of an adverse event?,"The impact of an adverse event is the loss of integrity, availability, or confidentiality of information.","['loss', 'integrity', 'availability', 'confidentiality', 'information']",Information_Security_Policy.pdf
What are the options for risk mitigation?,"The options for risk mitigation include risk assumption, risk avoidance, risk limitation, risk planning, research and acknowledgment, and risk transference.","['risk assumption', 'risk avoidance', 'risk limitation', 'risk planning', 'research and acknowledgment', 'risk transference']",Information_Security_Policy.pdf
What is the responsibility of personnel regarding information security?,"Personnel are responsible for adhering to the information security policy, procedures, guidelines, and best practices.","['adhering', 'policy', 'procedures', 'guidelines', 'best practices']",Information_Security_Policy.pdf
What is the importance of staffing and training in information security?,"Adequate staffing, training, and backup are essential to maintain a secure environment, and IT staff must be alert and trained in offensive and defensive methods to protect the State information assets.","['staffing', 'training', 'security', 'IT', 'alert', 'trained', 'offensive', 'defensive', 'protect']",Information_Security_Policy.pdf
What is the purpose of security awareness presentations?,The purpose of security awareness presentations is to focus attention on security and allow individuals to recognize IT security concerns and respond accordingly.,"['security', 'awareness', 'presentations', 'focus', 'attention', 'security', 'concerns', 'respond']",Information_Security_Policy.pdf
How can security awareness presentations be effective?,"Security awareness presentations must be designed to be ongoing, creative, and motivational, with the objective of focusing attention so that the learning will be incorporated into conscious decision-making.","['ongoing', 'creative', 'motivational', 'focusing', 'attention', 'incorporated', 'conscious', 'decision-making']",Information_Security_Policy.pdf
What is the difference between awareness and training in the context of IT security?,"Awareness is about reaching broad audiences and focusing attention to incorporate learning into conscious decision-making, whereas training is more formal and has a goal of building knowledge and skills to facilitate job performance.","['awareness', 'training', 'IT', 'security', 'difference']",Information_Security_Policy.pdf
What are the responsibilities of the OMES IS?,"The OMES IS is responsible for communicating minimum standards for all related policies and procedures, providing recommendations for best practices in selected areas related to information security, and providing all necessary information for the development of an Information Security Policies, Procedures, Guidelines.","['communicating', 'minimum', 'standards', 'policies', 'procedures', 'information', 'security', 'recommendations', 'best', 'practices', 'guidelines']",Information_Security_Policy.pdf
What are the requirements for all state agencies regarding security awareness sessions?,All state agencies must create and present security awareness sessions for their staff members and ensure that all staff members have attended an awareness session.,"['all', 'state', 'agencies', 'must', 'create', 'present', 'security', 'awareness', 'sessions', 'staff', 'members', 'attend']",Information_Security_Policy.pdf
What are the access requirements for employees or contractors who have access to information assets?,"Employees or contractors who have access to information assets must be briefed by the hiring or contracting agency on the access requirements of their position or contract, their responsibilities for safeguarding sensitive information and assets, all information security policies, procedures, guidelines and best practices, and a written document outlining the contents of the briefing and the date, which should be signed by the individual briefed acknowledging receipt of its contents.","['access', 'requirements', 'employees', 'contractors', 'information', 'assets', 'briefed', 'acknowledging', 'receipt']",Information_Security_Policy.pdf
What is the purpose of providing personal computer usage policies?,"The purpose of providing personal computer usage policies is to protect the integrity of the statewide network and its systems, and to ensure that all users comply with State and agency policies and all state and federal laws governing usage and communication of information.","['protect', 'integrity', 'network', 'systems', 'comply', 'policies', 'laws', 'usage', 'communication', 'information']",Information_Security_Policy.pdf
What are some prohibited activities when using agency computers?,"Some prohibited activities when using agency computers include sending email using someone else's identity, taking any action that knowingly will interfere with the normal operation of the network, installing any system or software on the network without prior approval, installing any software systems or hardware that will knowingly install a virus, Trojan horse, worm or any other known or unknown destructive mechanism, attempting IP spoofing, attempting the unauthorized downloading, posting or dissemination of copyrighted materials, transmitting personal comments or statements in a manner that may be mistaken as the position of the State, and accessing, creating, transmitting (sending or receiving), printing or downloading material that is discriminatory, derogatory, defamatory, obscene, sexually explicit, offensive or harassing based on gender, race, religion, national origin, ancestry, age, disability, medical condition, sexual orientation or any other status protected by state and federal laws.","['sending email', 'installing software', 'IP spoofing', 'downloading materials', 'transmitting personal comments', 'accessing discriminatory material']",Information_Security_Policy.pdf
Who is responsible for ensuring compliance with personal computer usage policies?,"The hosting agency's security and information systems staff are responsible for ensuring compliance with personal computer usage policies and may take appropriate action, including denial of access privileges, disciplinary action up to and including dismissal for employees, and cancellation of the contractual agreement for contractors.","['responsible', 'compliance', 'personal', 'computer', 'usage', 'policies']",Information_Security_Policy.pdf
"Can personal messages and information stored on the agency's electronic mail system, voicemail system or computer systems be considered State property?","Yes, all messages sent and received, including personal messages, and all information stored on the agency's electronic mail system, voicemail system or computer systems are considered State property regardless of the content.",['Yes'],Information_Security_Policy.pdf
What is the state's position regarding messages sent and received on its electronic mail system?,"The state reserves the right to access, inspect, and monitor the usage of all its technology resources, including emails, voicemails, and computer systems, to ensure compliance with its policies, for legal proceedings, to investigate misconduct, to locate information, or for any other business purpose.","['The state', 'reserves', 'right', 'access', 'inspect', 'monitor', 'usage', 'technology', 'resources', 'emails', 'voicemails', 'computer', 'systems', 'ensure', 'compliance', 'policies', 'legal', 'proceedings', 'investigate', 'misconduct', 'locate', 'information', 'business', 'purpose']",Information_Security_Policy.pdf
What is the purpose of providing email accounts to agency staff?,"Email accounts are provided to assist agency staff in performing their work, and their use must not jeopardize the operation of the system or the reputation and/or integrity of the state.","['assist', 'performing', 'work', 'jeopardize', 'operation', 'reputation', 'integrity', 'state']",Information_Security_Policy.pdf
"What are some examples of improper use of email technology that may jeopardize systems integrity, security, and service levels?","Improper use of email technology includes using it for commercial solicitation, distributing hoaxes, chain letters, advertisements, sending rude, obscene, threatening or harassing messages, distributing pornographic material or hate literature, harassing other staff members, sending executable programs or games, sending potentially offensive material, and propagating viruses knowingly or maliciously.","['improper use', 'email technology', 'commercial solicitation', 'hoaxes', 'chain letters', 'advertisements', 'rude', 'obscene', 'threatening', 'harassing', 'pornographic material', 'hate literature', 'harassing staff', 'executable programs', 'games', 'potentially offensive material', 'propagating viruses']",Information_Security_Policy.pdf
Can users send large distribution lists concerning non-government business via email?,"No, users must not send, forward, or reply to large distribution lists concerning non-government business via email.",['No'],Information_Security_Policy.pdf
"How must email be managed to comply with existing legislation, regulations, policies, and standards?","Email is a record and must be managed accordingly, including proper storage, retrieval, and disposal.","['must', 'managed', 'record']",Information_Security_Policy.pdf
What are the consequences of alleged inappropriate use of email technology?,"Alleged inappropriate use of email technology will be reviewed on a case-by-case basis and may lead to disciplinary action up to and including dismissal, cancellation of contractual arrangements, or litigation.","['dismissal', 'cancellation', 'litigation']",Information_Security_Policy.pdf
What is the difference between the World Wide Web (WWW) and an Intranet?,"The World Wide Web (WWW) is a system for exchanging information over the Internet, while an Intranet is a proprietary network specific to an entity, such as the State.","['World Wide Web', 'WWW', 'Intranet', 'Internet', 'proprietary', 'network', 'entity', 'State']",Information_Security_Policy.pdf
