question,answer,tokens_present,document
What are the core values of the Foundation’s Code of Ethics?,"The core values of the Foundation’s Code of Ethics are integrity, honesty, impartiality, openness, respect, and responsibility.",,HR_Policy_Procedures.pdf
What is the first principle of the Foundation’s Code of Ethics?,"The first principle of the Foundation’s Code of Ethics is integrity, which requires Foundation members to act with competence, honesty, integrity, respect, and fairness while carrying out their obligations for the Foundation.",,HR_Policy_Procedures.pdf
What does accountability and transparency mean in the context of the Foundation’s Code of Ethics?,"Accountability and transparency in the context of the Foundation’s Code of Ethics mean that in carrying out philanthropic activities, employees, volunteers, and contractors will act within the letter and the spirit of the law, take full responsibility for their actions, communicate truthfully, and ensure public records are easily available while maintaining appropriate privacy and confidentiality.",,HR_Policy_Procedures.pdf
Where can one find an extensive Decent Work Checklist to guide an organization in incorporating this concept throughout the organization?,"The Ontario Non-Profit Network has an extensive Decent Work Checklist that can help guide an organization in incorporating this concept throughout the organization, available at <https://theonn.ca/wp-content/uploads/2019/10/Decent-Work-Checklist-May-2019.pdf>.",,HR_Policy_Procedures.pdf
What is the Foundation's commitment regarding accountability and transparency?,"The Foundation will act within the law, communicate truthfully, maintain appropriate privacy and confidentiality, manage resources carefully, and be responsible for its actions.",,HR_Policy_Procedures.pdf
Why does the Foundation emphasize diversity and inclusiveness?,The Foundation seeks diversity and inclusiveness to reflect the community and ensure a full range of perspectives contribute to the common good.,,HR_Policy_Procedures.pdf
What is the Foundation's policy on harassment?,"The Foundation is committed to providing a work environment free of harassment, supporting the dignity, self-esteem, and productivity of every employee.",,HR_Policy_Procedures.pdf
What are the consequences of harassment in the workplace?,"Harassment can lead to anxiety, panic attacks, avoidance behaviors, decreased effectiveness, motivation, and health, as well as legal costs and reputation damage.",,HR_Policy_Procedures.pdf
What is the general confidentiality policy at the Foundation?,"Employees, volunteers, and contractors must treat information with discretion and not use it for personal gain.",,HR_Policy_Procedures.pdf
How does the Foundation handle donor confidentiality?,"The Foundation respects donor requests for confidentiality and anonymity, restricts access to donor information, and keeps donor lists private.",,HR_Policy_Procedures.pdf
How does the Foundation manage confidentiality in grant-making processes?,The Foundation treats detailed project and organizational information from charities and agencies with confidence.,,HR_Policy_Procedures.pdf
How does the Foundation maintain confidentiality in contracts and grants?,"The Foundation handles details of transactions with professional and business corporations confidentially, including personnel, litigation, and property contracts.",,HR_Policy_Procedures.pdf
"What is the procedure for employees, volunteers, and contractors to sign the Foundation confidentiality agreement?","All employees, volunteers, and contractors must sign the confidentiality agreement during orientation, with two copies made and one filed and saved on the server.",,HR_Policy_Procedures.pdf
What is the Foundation's policy on conﬁdentiality in meetings?,"Deliberations, opinions of individual Board and committee members, and third-party opinions with respect to contracts or grants applications are kept conﬁdential.",,HR_Policy_Procedures.pdf
"What should be done with the Confidentiality Agreement after it is signed by an employee, volunteer, or contractor?","After being signed, two copies of the Confidentiality Agreement are made. One copy is given to the person who signed the agreement, and the second copy is filed. Additionally, a scanned copy is saved on the server.",,HR_Policy_Procedures.pdf
Who can be affected by a Conflict of Interest within a Foundation?,"A Conflict of Interest can occur at any level within a Foundation, including part-time employees and contractors.",,HR_Policy_Procedures.pdf
What is the definition of Conflict of Interest as it applies to an Individual in the context of this text?,"A Conflict of Interest is an actual, apparent, or potential conflict of interest in the exercise of unbiased judgment on behalf of the Foundation and its dealings with any person, who may be obligated to the Foundation or may benefit from dealings with the Foundation.",,HR_Policy_Procedures.pdf
What is the Foundation's Policy and Procedure Statement regarding Conflict of Interest?,"The Foundation must strive to conduct its affairs in an honest, forthright, and impartial manner, avoiding any appearance of impropriety that may raise questions in the minds of the public.",,HR_Policy_Procedures.pdf
"What should be done when a Conflict of Interest on the part of an employee, volunteer, or contractor of the Foundation is disclosed?",The individual should declare the Conflict of Interest and absent themselves from the discussion. The minutes of all actions taken related to the matter should clearly reflect that these requirements have been met.,,HR_Policy_Procedures.pdf
What is the Foundation's policy regarding reporting violations of the Code of Ethics?,"It is each employee's, volunteer's, and contractor's personal responsibility to bring violations or suspected violations of the Foundation's Code of Ethics to the attention of the ED/CEO. The Foundation's policy prohibits any retribution against employees, volunteers, or contractors who come forward to make such reports.",,HR_Policy_Procedures.pdf
What is the Hours of Work Policy and Procedure Statement for Foundations?,"Foundations should refer to their provincial employment standards legislation for this section. The Foundation is open Monday through Friday, except when observing statutory holidays. A normal workday is considered to be a maximum of ________ hours per day, and the standard workweek is comprised of a maximum of ________ hours per week.",,HR_Policy_Procedures.pdf
"What should employees, volunteers, or contractors do if they become aware of a violation or suspected violation of the Foundation's Code of Ethics?","They should bring it to the attention of the ED/CEO, and the Foundation's policy prohibits any retribution against them for making such reports.",,HR_Policy_Procedures.pdf
What happens when a Conflict of Interest becomes a matter of Board or Committee action?,The individual with the Conflict of Interest should declare it and absent themselves from the discussion. The minutes of all actions taken related to the matter should clearly reflect that these requirements have been met.,,HR_Policy_Procedures.pdf
"What is the procedure for filing and storing Confidentiality Agreements after they are signed by employees, volunteers, or contractors?","After being signed, two copies of the Confidentiality Agreement are made. One copy is given to the person who signed the agreement, and the second copy is filed. Additionally, a scanned copy is saved on the server.",,HR_Policy_Procedures.pdf
What are the Foundation's regular working hours per day?,"The Foundation's regular working hours per day are a maximum of ________ hours, exclusive of a lunch break and two fifteen-minute breaks.",,HR_Policy_Procedures.pdf
How often are Foundation employees paid?,Foundation employees are paid on a weekly/biweekly/monthly basis with the opportunity of a mid-month advance.,,HR_Policy_Procedures.pdf
What is the standard workweek duration at the Foundation?,The standard workweek is comprised of a maximum of ___________ hours per week.,,HR_Policy_Procedures.pdf
How should Foundation employees report lateness or absenteeism?,"Foundation employees are expected to report lateness or absenteeism as far in advance as possible, and to notify co-workers, the ED/CEO, or use the telephone voicemail system.",,HR_Policy_Procedures.pdf
What is the Foundation's dress code policy?,"The Foundation has a casual dress environment, but employees are expected to dress in a presentable and appropriate manner, using good judgment and considering the Foundation's professional image.",,HR_Policy_Procedures.pdf
What is the policy for overtime at the Foundation?,"Overtime is considered anything over 8 hours worked in a day and excess of 44 hours in a week for full-time employees. The Foundation will grant time off for hours worked beyond what would be considered a standard work week, with hours worked in excess of 8 hours per day or 44 hours in a week banked at 1.5 times the employee’s actual hours worked.",,HR_Policy_Procedures.pdf
How should Foundation employees claim reimbursement for incurred expenses?,Employees will be reimbursed for expenses incurred in the fulfilment of Foundation responsibilities upon submission of appropriate receipts to the ED/CEO for approval within 30 days of the incurred expense.,,HR_Policy_Procedures.pdf
What is the maximum time an employee may claim for out-of-town trips or conferences?,The maximum time that an employee may claim is 12 hours per day of work time for out-of-town trips or conferences.,,HR_Policy_Procedures.pdf
Is alcohol covered by the Foundation's travel expense claim policy?,"No, the Foundation will not cover the cost of alcoholic beverages.",,HR_Policy_Procedures.pdf
"What is the deadline for submitting a completed ""Timesheet"" to the Chief Executive Officer?","Employees shall be required to submit a completed ""Timesheet"" in the attached form to the Chief Executive Officer by the 26th of each month.",,HR_Policy_Procedures.pdf
What types of expenses does the Foundation cover for out-of-town Foundation related activities?,"The Foundation covers expenses such as mileage and/or transportation costs, meals, and overnight accommodation for out-of-town Foundation related activities. However, the cost of alcoholic beverages is not covered.",,HR_Policy_Procedures.pdf
How is remuneration for personal vehicle use calculated for business related activities?,Remuneration for personal vehicle use for business related activities is calculated at the rate of $0.48 per kilometer.,,HR_Policy_Procedures.pdf
What is the policy regarding part-time employees and statutory holidays?,"Part-time employees not scheduled to work on statutory holidays will not be paid holiday pay. However, they will receive General Holiday Pay if it is a scheduled workday and would be paid for the average daily wage.",,HR_Policy_Procedures.pdf
What is the policy regarding personnel confidentiality?,The Foundation keeps all information about employees or applicants for employment strictly confidential and does not disclose any personnel file or employee report without the written permission of the employee.,,HR_Policy_Procedures.pdf
What is the Foundation's policy on outside employment?,"Employees may engage in outside employment that complies with certain conditions, such as keeping outside employment separate from Foundation responsibilities, not using Foundation resources for outside activities, and avoiding conflicts of interest.",,HR_Policy_Procedures.pdf
Are employees allowed to solicit Foundation donors and volunteers for outside employment?,"No, soliciting Foundation donors and volunteers for outside employment is strictly prohibited.",,HR_Policy_Procedures.pdf
What is the Foundation's policy on community activities?,"The Foundation encourages employees to participate in community activities that promote the general welfare of the community, and employees who participate in such activities must act accordingly as representatives of the Foundation.",,HR_Policy_Procedures.pdf
Is an odometer log required for all business related activities using a personal vehicle?,"Yes, employees are required to record an odometer log of all kilometers incurred on their personal vehicle during the course of business for all business related activities.",,HR_Policy_Procedures.pdf
What is the policy regarding conflicts of interest in outside employment?,"Where the possibility of a conflict of interest exists, an employee should discuss these activities with the ED/CEO prior to engaging in such activities.",,HR_Policy_Procedures.pdf
Are employees allowed to use Foundation equipment for personal use?,"Yes, employees are allowed to use Foundation equipment for personal use under certain circumstances, including obtaining advance approval by the ED/CEO, if the item is portable, non-consumable, and the cost to the Foundation is negligible.",,HR_Policy_Procedures.pdf
What activities are Foundation employees prohibited from doing during working hours?,Foundation employees are prohibited from engaging in any activity directed toward private gain during working hours.,,HR_Policy_Procedures.pdf
Can gifts be collected for fellow employees and Foundation-supported solicitations during work hours?,"Yes, gifts can be collected for fellow employees and Foundation-supported solicitations during work hours, provided the time does not interfere significantly with the productivity of employees and the activity has been approved by the ED/CEO.",,HR_Policy_Procedures.pdf
What is the Foundation's policy regarding solicitation on its property?,"The Foundation permits solicitation on its property, subject to its policies and procedures.",,HR_Policy_Procedures.pdf
Can Foundation records be altered or destroyed to produce false or misleading reports?,"No, altering or destroying data in an attempt to produce false or misleading records or reports is strictly prohibited.",,HR_Policy_Procedures.pdf
"Who is responsible for creating, maintaining, and deleting email accounts at the Foundation?","The ED/CEO is responsible for creating, maintaining, and deleting email accounts at the Foundation.",,HR_Policy_Procedures.pdf
Are personal long-distance direct telephone calls permitted from any Foundation telephone?,"Personal long-distance direct telephone calls from any Foundation telephone are not permitted, except in the instance of a family emergency.",,HR_Policy_Procedures.pdf
What is the Foundation's goal for technology?,The Foundation's goal for technology is to help donors and employees by providing the right information and technology at the right place and the right time.,,HR_Policy_Procedures.pdf
Can employees use Foundation resources for community or charitable activities without prior approval?,"No, use of Foundation resources for community or charitable activities must be approved in advance by the ED/CEO.",,HR_Policy_Procedures.pdf
What is the consequence of falsifying Foundation records or transactions?,The employee may be subject to disciplinary action up to and including dismissal.,,HR_Policy_Procedures.pdf
"Who is responsible for creating, maintaining, and deleting email accounts in the organization?","The ED/CEO is responsible for creating, maintaining, and deleting email accounts.",,HR_Policy_Procedures.pdf
What is the policy on personal use of email and computer systems?,"Personal use of email and computer systems should be kept to a minimum and must be approved by the ED/CEO. It is also recommended to check personal email, text messaging, and social media accounts during breaks, lunch breaks, or after hours.",,HR_Policy_Procedures.pdf
Can email be reviewed by authorized individuals?,"Yes, email is not private and may be reviewed by authorized individuals, including the ED/CEO.",,HR_Policy_Procedures.pdf
What is the responsibility of individual users regarding their email files?,It is the responsibility of individual users to provide good housekeeping of their email files. Note that deleting a message/file may not fully eliminate it from the system.,,HR_Policy_Procedures.pdf
What should employees do when sending messages?,"When sending messages, employees shall identify themselves clearly and accurately.",,HR_Policy_Procedures.pdf
What is prohibited in using the computer system?,The computer system should not be used to communicate anything improper or illegal.,,HR_Policy_Procedures.pdf
What is the policy on personal usage of any computer?,"The ED/CEO is responsible for monitoring personal usage of any computer. It follows that computer use is not private and may be reviewed by authorized individuals, including the ED/CEO.",,HR_Policy_Procedures.pdf
What is the purpose of the Cell Phone Usage Policy and Procedure Statement?,The purpose of the policy is to outline the appropriate use of personal cell phones during the course of Foundation business.,,HR_Policy_Procedures.pdf
What activities are prohibited while driving for business purposes?,"The Foundation prohibits its employees from using hand-held cell phones, texting or e-mailing, using electronic devices, reading printed materials, writing, printing or sketching, and personal grooming while driving for business purposes.",,HR_Policy_Procedures.pdf
What should employees do if they need to use their cell phone for business purposes while driving?,Employees are required to stop their vehicle in a safe location so that they can safely use a cell phone or similar device.,,HR_Policy_Procedures.pdf
Why is the use of cell phones while driving strictly prohibited by the Foundation?,The Foundation prohibits the use of cell phones while driving to minimize distractions and ensure the safety of employees and others on the road.,,HR_Policy_Procedures.pdf
What should employees do if they need to use a cell phone for business purposes while driving?,Employees should find a safe location to stop their vehicle before using a cell phone or similar device for business purposes.,,HR_Policy_Procedures.pdf
Who is responsible for insurance coverage when an employee uses their own vehicle for Foundation business?,"The employee's personal auto insurance is the primary insurer, and the Foundation's non-owned auto insurance covers excess damages up to $2 million.",,HR_Policy_Procedures.pdf
What should employees do if they are contacted by the media for comment while at work?,"Employees should refer the media to the ED/CEO, who is the designated media contact for the Foundation.",,HR_Policy_Procedures.pdf
What is the role of the Chair of the Board of the Foundation in media relations?,The Chair of the Board of the Foundation is the official spokesperson on governance and policy issues.,,HR_Policy_Procedures.pdf
What is the purpose of the Foundation's compensation policy?,The Foundation's compensation policy aims to motivate current employees and attract new ones by defining how the Foundation manages employee pay and benefits.,,HR_Policy_Procedures.pdf
What is the Foundation's commitment regarding salary administration?,The Foundation is committed to a policy of salary administration that is internally and externally competitive and equitable and recognizes and encourages individual performance.,,HR_Policy_Procedures.pdf
Who is responsible for ensuring that employees and volunteers have sufficient insurance coverage when using their own vehicles for Foundation business?,The Foundation needs to get confirmation from their employee or volunteer that they are suitably insured.,,HR_Policy_Procedures.pdf
What is the Foundation's media relations policy's primary goal?,The Foundation's media relations policy aims to mitigate reputational risk and ensure consistent communication with the media.,,HR_Policy_Procedures.pdf
What is the protocol for Foundation contact with the media in case of operational issues?,The ED/CEO is the spokesperson on operational issues and the media contact for the Foundation.,,HR_Policy_Procedures.pdf
What is the Foundation's commitment regarding salary administration?,"The Foundation is committed to a salary administration policy that is internally and externally competitive and equitable, recognizes and encourages individual performance, and promotes innovation and creative solutions.",,HR_Policy_Procedures.pdf
What is the purpose of the Foundation's compensation policy?,"The purpose of the policy is to ensure fair and equitable salary treatment, set competitive salary levels for recruitment and retention, provide guidelines for ongoing salary administration, promote individual performance, encourage innovation and creative solutions, fulfill the organizational mission and vision, and produce job satisfaction.",,HR_Policy_Procedures.pdf
"Who determines the salary, benefits, and vacation for full-time and part-time employees?","Salary, benefits, and vacation for full-time and part-time employees are confirmed at the time of employment and reviewed annually.",,HR_Policy_Procedures.pdf
What is one component of the Foundation's Group Insurance plan?,"One component of the Group Insurance plan is an Employee Assistance Program, which provides up to 12 hours of face-to-face counseling per year, per employee.",,HR_Policy_Procedures.pdf
What benefits are full-time employees entitled to upon successful completion of the probationary period?,"Upon successful completion of the probationary period, full-time employees are entitled to receive a 4% contribution per pay period towards a self-directed RRSP, have their parking paid for by the Foundation, and are eligible for vacation pay.",,HR_Policy_Procedures.pdf
What are part-time employees entitled to upon successful completion of the probationary period?,"Upon successful completion of the probationary period, part-time employees are entitled to receive $40 per month towards parking or a bus pass.",,HR_Policy_Procedures.pdf
What is the Foundation's policy regarding vacation pay?,"The Foundation's policy is to pay vacation pay on all wages earned from the first day of employment. After being employed for twelve months, an employee will receive an annual vacation and will have earned ten working days of annual vacation.",,HR_Policy_Procedures.pdf
How are vacation days determined for employees at the Foundation?,"Vacation days are granted on a combination of seniority, availability, and job coverage.",,HR_Policy_Procedures.pdf
Who is responsible for the premiums of the Health and Dental benefit program for retiring executive staff?,The premiums for this plan are the responsibility of the retiring executive.,,HR_Policy_Procedures.pdf
How can taking vacations benefit employees?,"Taking vacations can have physical and psychological health benefits, such as lower stress, less risk of heart disease, a better outlook on life, more motivation to achieve goals, and improved performance upon return to work.",,HR_Policy_Procedures.pdf
How many working days of annual vacation does an employee earn after one full year of service?,"After completing one full year of service, an employee earns ten working days of annual vacation.",,HR_Policy_Procedures.pdf
Is it possible for an employee to take vacation pay/time in advance?,"No, vacation pay/time will not be given in advance.",,HR_Policy_Procedures.pdf
"How is vacation time granted to employees in terms of seniority, availability, and job coverage?","Vacation will be granted on a combination of seniority, availability, and job coverage.",,HR_Policy_Procedures.pdf
What percentage of vacation pay do full-time employees receive in their first 4 years of employment?,Full-time employees receive 4% vacation pay for the first 4 years of their employment.,,HR_Policy_Procedures.pdf
Are part-time employees required to take a minimum amount of vacation time each year?,"Yes, part-time employees are required to take a minimum of two (2) weeks of vacation time each year, either paid or unpaid.",,HR_Policy_Procedures.pdf
What happens if a part-time employee does not use their accumulated vacation credit by their anniversary date?,"If the accumulated vacation credit is not used by the employee’s anniversary date, then it will be paid out to the employee.",,HR_Policy_Procedures.pdf
Who is responsible for meals and incidentals during professional development courses?,Employees are responsible for all meals and incidentals during professional development courses.,,HR_Policy_Procedures.pdf
Are flights and accommodations paid for by the Foundation during professional development courses?,"Yes, the Foundation shall pay for flights and accommodations (if required) during professional development courses.",,HR_Policy_Procedures.pdf
What should employees do if they need to request a leave of absence due to family or medical reasons?,Employees should contact the ED/CEO regarding specific leave requirement requests due to the complexities of family and medical leaves.,,HR_Policy_Procedures.pdf
Does the Foundation reserve the right to change its leave of absence policy without notice?,"Yes, the Foundation reserves the right to change its policy without notice if there is a change in the law.",,HR_Policy_Procedures.pdf
What is the policy of the Foundation regarding compliance with the Employment Standards Code?,The Foundation has a policy to comply with the Employment Standards Code and reserves the right to change its policy without notice if there is a change in such law.,,HR_Policy_Procedures.pdf
What type of leave is granted on a limited basis depending on business needs?,Personal leave is granted on a limited basis depending on business needs.,,HR_Policy_Procedures.pdf
What is the maximum number of days an employee can take for Emergency Leave?,An employee may receive up to ten days of Emergency Leave.,,HR_Policy_Procedures.pdf
Is an employee entitled to pay during Emergency Leave?,"Emergency Leave will be unpaid, but it will not affect seniority, benefits, or the employee’s position.",,HR_Policy_Procedures.pdf
What is the requirement for an employee to notify their employer if they need to take Emergency Leave?,The employee must inform their employer as soon as possible if they will need to take any of these days off.,,HR_Policy_Procedures.pdf
What is the policy of the Foundation regarding sick leave?,"The Foundation's sick leave policy applies to bona fide non-occupational illnesses and injuries. Sick leave is accrued based on a staff member's regularly scheduled hours of work, and it is paid on a straight time basis not to exceed the scheduled hours for the scheduled work hours missed.",,HR_Policy_Procedures.pdf
What happens to sick leave balances when an employee terminates employment?,Sick leave balances are not earned compensation nor are they payable at termination of employment.,,HR_Policy_Procedures.pdf
How much sick leave does a full-time employee accrue each calendar year?,A full-time employee accrues sick leave at the rate of ten days each calendar year.,,HR_Policy_Procedures.pdf
What should an employee do if they will be absent from work due to sick leave?,"When an eligible employee will be off on sick leave, he/she must notify his/her supervisor as soon as he/she knows that he/she will be unable to work, but no later than the starting time of the employee’s work day.",,HR_Policy_Procedures.pdf
Which leaves comply with the Employment Standards Code?,"Medical/Disability Leave, Pregnancy/Parental Leave, Parental Leave for Birth and Adopting Parents, Family Responsibility Leave, Bereavement Leave, Compassionate Care Leave, Bereavement Leave, Jury Duty, and Reservists’ Leave comply with the Employment Standards Code.",,HR_Policy_Procedures.pdf
When is an eligible employee required to notify their supervisor about a sick leave?,"An eligible employee must notify their supervisor as soon as they know they will be unable to work, but no later than the starting time of their work day. They must also notify their supervisor on each day of absence unless other arrangements have been made.",,HR_Policy_Procedures.pdf
What documentation is required for an eligible salaried employee who has been out on sick leave for more than three consecutive scheduled work days?,The employee is required to submit documentation from a health care provider to their supervisor certifying the medical necessity for the absence and expected date of return to work.,,HR_Policy_Procedures.pdf
For what reasons can sick leave be used?,Sick leave may be used for the illness of the eligible employee or for the illness of a member of his/her household (up to three days per calendar year).,,HR_Policy_Procedures.pdf
Can sick leave pay be advanced?,"No, sick leave pay may not be advanced.",,HR_Policy_Procedures.pdf
How many 'personal emergency leave' days are allowed for regular full-time employees?,Regular full-time employees are allowed 10 'personal emergency leave' days under the Employment Standards Act.,,HR_Policy_Procedures.pdf
How should sick leave be recorded on payroll time sheets?,Sick leave must be recorded as such on payroll time sheets so that accurate records can be maintained.,,HR_Policy_Procedures.pdf
What should be done with all information about an employee’s medical condition?,All information about an employee’s medical condition is confidential and must be kept by the ED/CEO in a file separate from the employee’s personnel file.,,HR_Policy_Procedures.pdf
"What are the three basic rights for employees, volunteers and contractors under the joint responsibility health and safety model?","The three basic rights are: the right to know about workplace safety hazards, the right to refuse unsafe work if they have ""reasonable cause to believe the work is dangerous"", and the right to participate in the occupational health and safety process.",,HR_Policy_Procedures.pdf
"What are the obligations of employees, volunteers and contractors in maintaining a safe work environment?","They must recognize that it is their duty to comply with all Health and Safety rules, regulations and guidelines.",,HR_Policy_Procedures.pdf
What should all persons do when on site regarding health and safety?,All persons when on site are required to refrain from any activity which may jeopardize the health and safety of others.,,HR_Policy_Procedures.pdf
"What are the responsibilities of employees, volunteers, and contractors regarding health and safety?","They must comply with all Health and Safety rules, regulations, and guidelines, refrain from unsafe practices or hazardous actions, exercise due care and diligence, and report any unsafe conditions, materials, equipment, accidents, or injuries to the ED/CEO.",,HR_Policy_Procedures.pdf
What is the Fitness for Duty policy regarding drug and alcohol use while on duty?,"Employees must come to work fit for duty, take reasonable care to protect the health and safety of themselves and others, refrain from being impaired by alcohol, marijuana, or any other drugs while on duty, and report any suspected unfit co-workers to their supervisor.",,HR_Policy_Procedures.pdf
What are the Foundation employees' responsibilities regarding the use of illegal drugs?,"The use, sale, purchase, or possession of illegal drugs while on the job or Foundation property is strictly prohibited. Employees must notify the ED/CEO of any suspected instances of use, possession, or knowledge of someone under the influence of such substances on Foundation property.",,HR_Policy_Procedures.pdf
What are the guidelines for alcohol consumption at Foundation events and functions?,"Employees may consume alcohol if they choose, but must make travel arrangements, such as assigning a designated driver or arranging a hotel stay. An employee may be asked to stop consuming alcohol if they exhibit inappropriate behavior.",,HR_Policy_Procedures.pdf
What is the Foundation's policy regarding funding the purchase of alcohol at Foundation-sponsored activities?,The Foundation does not provide funds for the purchase of alcohol at Foundation-sponsored activities.,,HR_Policy_Procedures.pdf
What is the purpose of the hiring process guidelines provided in the text?,"The guidelines aim to mitigate risk in all aspects of the hiring process, set proper expectations, avoid disappointments, shape a positive candidate experience, and ensure that the workplace reflects the community and promotes gender equity.",,HR_Policy_Procedures.pdf
What is the Foundation's vision for hiring the right employees?,"The Foundation aims to hire the most qualified and competent applicants for all employment vacancies, properly train and motivate them, and apply their skills and talents to all assigned responsibilities outlined in job descriptions.",,HR_Policy_Procedures.pdf
What are the procedures followed by the Foundation for consistent hiring guidelines?,The Foundation adheres to PIPEDA rules relating to employee information and follows a hiring process that maximizes the chances for success in fulfilling its mission.,,HR_Policy_Procedures.pdf
What should Foundation employees do if they suspect a co-worker is unfit for duty?,Employees must notify their supervisor if they suspect a co-worker is unfit for duty.,,HR_Policy_Procedures.pdf
What is the consequence for Foundation employees found to be in violation of alcohol consumption guidelines?,"Employees found to be in violation of alcohol consumption guidelines may be subject to disciplinary action, which may include termination of employment.",,HR_Policy_Procedures.pdf
What are the eligibility requirements for applicants to be considered for employment at the Foundation?,"Applicants must meet the stated requirements for the position being sought, be willing to work in accordance with the Foundation’s vision, goals, objectives, policies and procedures, and be legally entitled to work in Canada.",,HR_Policy_Procedures.pdf
Is the Foundation an equal opportunity employer?,"Yes, the Foundation is an equal opportunity employer and adheres to the appropriate provincial Human Rights Act.",,HR_Policy_Procedures.pdf
Who is responsible for approving the recruitment for vacant or newly created positions at the Foundation?,Approval to recruit for vacant or newly created positions will be granted by the appropriate level of authority for the Foundation.,,HR_Policy_Procedures.pdf
What information should be included in job advertisements for the Foundation?,"Job advertisements for the Foundation should include the job title, essential requirements for education and experience, knowledge and skills required, salary range, starting/ending date where applicable, hours of work, closing date of competition, and respondent.",,HR_Policy_Procedures.pdf
What is the process for selecting support employees at the Foundation?,"The appropriate supervisor receives and reviews all applications for support employees positions, contacts those that meet the requirements for interviews, and conducts the interviews. There may be instances where a second individual participates in the interview.",,HR_Policy_Procedures.pdf
Who is responsible for reviewing applications when hiring a new ED/CEO for the Foundation?,"When hiring a new ED/CEO, the applications will be received and reviewed by the Board of Directors or the Board Hiring Committee.",,HR_Policy_Procedures.pdf
What is the process for determining a final candidate for a position at the Foundation?,"A short list of applicants that meet the basic requirements will be invited to an interview. Second interviews will be held when several candidates demonstrate equal abilities. Once a final candidate has been determined, a verbal offer of employment can be made, except if the position being filled is that of the ED/CEO, in which case the Board of Directors must give approval.",,HR_Policy_Procedures.pdf
"How does the Foundation ensure confidentiality in the recruitment, selection and hiring process?","Throughout the recruitment, selection and hiring process, applications and applicants’ information will remain confidential.",,HR_Policy_Procedures.pdf
What is the purpose of the Foundation's recruitment policy?,The purpose of the Foundation's recruitment policy is to provide guidelines that will help to mitigate risk in the recruitment process and to ensure that the process is fair and consistent.,,HR_Policy_Procedures.pdf
