question,answer,tokens_present,document
Can the company repay the Debenture Stock prior to the Maturity Date?,"Yes, the company may, at its absolute discretion, permit early repayment in the event of death or financial hardship. Requests for early repayment must be made to the company in writing.",['Yes'],Product Disclosure Statement.pdf
What is the process for requesting early repayment of Debenture Stock?,Requests for early repayment of Debenture Stock must be made to the Company in writing.,"['Requests', 'early', 'repayment', 'Debenture', 'Stock', 'must', 'be', 'made', 'to', 'the', 'Company', 'in', 'writing']",Product Disclosure Statement.pdf
Can the Company adjust the interest rate applicable to the Investment if it is repaid prior to the Maturity Date?,"Yes, the Company reserves the right at its discretion to adjust the interest rate applicable to the Investment to the current rate offered by the Company for the nearest term upon which those funds have been held by the Company.",['Yes'],Product Disclosure Statement.pdf
Is there a fee charged for early repayment of Debenture Stock?,"Yes, the Company may charge an investment break fee set by the Company from time to time (currently $150).",['Yes'],Product Disclosure Statement.pdf
Can the Company repay the Investment prior to the expiry of the fixed term of the Investment?,"Yes, the Company reserves the right, at its absolute discretion to repay the Investment prior to the expiry of the fixed term of the Investment.",['Yes'],Product Disclosure Statement.pdf
How does the ranking of Debenture Stock work in the event of liquidation?,The Debenture Stock being offered under this issue will rank equally with all existing and further Debenture Stock which may be issued pursuant to the Trust Deed.,"['equal', 'Debenture', 'Stock', 'Trust', 'Deed']",Product Disclosure Statement.pdf
What are the claims on the assets of the Company that will or may rank ahead of the claim if the Company is put into liquidation or wound up?,"The claims on the assets of the Company that will or may rank ahead of the claim include the fees and expenses incurred by any liquidator, certain claims by the Company's employees for unpaid remuneration, PAYE tax deductions, and any GST; claims by holders of prior security interests; and the Supervisor’s, or any receiver appointed by the Supervisor, remuneration, costs, charges, expenses, and liabilities.","['fees', 'expenses', 'unpaid', 'remuneration', 'PAYE', 'GST', 'holders', 'prior', 'security', 'interests', 'Supervisor', 'receiver', 'remuneration', 'costs', 'charges', 'expenses', 'liabilities']",Product Disclosure Statement.pdf
When did the offer for Debenture Stock open and is there a closing date?,"The offer opened on 22 September 2016 and there is no closing date, as it is a continuous offer.","['22 September 2016', 'continuous offer']",Product Disclosure Statement.pdf
Who is responsible for repaying the Investment?,The Company is responsible for repaying the Investment.,['The Company'],Product Disclosure Statement.pdf
What is the purpose of Finance Direct?,"Finance Direct assists consumers with the funding of asset purchases (such as motor vehicles and boats), refinancing or consolidation of existing indebtedness, and secured and unsecured business and personal loans.","['Finance Direct', 'assists', 'consumers', 'funding', 'asset', 'purchases', 'refinancing', 'consolidation', 'indebtedness', 'secured', 'unsecured', 'business', 'personal', 'loans']",Product Disclosure Statement.pdf
What is the Company's principal activity?,"The Company's principal activity is the raising of money from the public by the issue of Debenture Stock and the advance of that money, together with the Company's own funds, to the consumer, small business, and retail finance sector.","['raising', 'money', 'public', 'issue', 'Debenture', 'stock', 'advance', 'consumer', 'small', 'business', 'retail', 'finance', 'sector']",Product Disclosure Statement.pdf
What is the main business of Lending Crowd Limited?,Lending Crowd Limited is a peer-to-peer lending platform that generates additional business by lending on its platform.,"['Lending', 'platform']",Product Disclosure Statement.pdf
Who is the Managing Director of Finance Direct?,Wayne Croad is the Managing Director of Finance Direct.,['Wayne Croad'],Product Disclosure Statement.pdf
"What is the exposure of the Company to the lending sectors as of September 30, 2022?","As of September 30, 2022, the Company's exposure to the lending sectors was 54% consumer loans and 46% business loans.","['54%', '46%']",Product Disclosure Statement.pdf
What is the role of Wayne Croad in the Company?,Wayne Croad is not only the Managing Director but also the credit manager for the business operations of the Company.,"['Wayne Croad', 'Managing Director', 'credit manager']",Product Disclosure Statement.pdf
"How much was the finder's fee paid to a party related to Wayne Croad during the six-month period ended September 30, 2022?","A finder's fee of $140,000 was paid to a party related to Wayne Croad during the six-month period ended September 30, 2022.","['$140,000']",Product Disclosure Statement.pdf
"What is the total value of receivables owned by the Company as of September 30, 2022?","The total value of receivables owned by the Company as of September 30, 2022, was $15,721,000.","['15,721,000']",Product Disclosure Statement.pdf
What is the purpose of Lending Crowd Trustee Limited?,Lending Crowd Trustee Limited is a trustee company that holds security for the loans on behalf of the lenders.,"['Lending Crowd Trustee Limited', 'trustee company', 'holds', 'security', 'loans', 'lenders']",Product Disclosure Statement.pdf
How does the Company mitigate the risk of secured property being destroyed or disposed of illegally?,The Company takes additional second-ranking security interests in some instances to mitigate the risk of secured property being destroyed or disposed of illegally.,"['The Company', 'additional', 'second-ranking', 'security', 'interests', 'some instances']",Product Disclosure Statement.pdf
Can the Company vary loan agreements during the course of the loan facility?,"Yes, the Company's loan documentation allows for loans to be varied during the course of the loan facility agreement, including the ability to extend the repayment date of loans and roll over loans into new agreements.",['Yes'],Product Disclosure Statement.pdf
"Who is responsible for risk analysis, strategic planning, sales, and marketing, and general management in the Company?","Wayne Croad, the Managing Director, is responsible for risk analysis, strategic planning, sales, marketing, and general management in the Company.","['Wayne Croad', 'Managing Director']",Product Disclosure Statement.pdf
Who is the non-executive director of the Company who is also the Chairman of the Board of Directors?,Josh de Jong,['Josh de Jong'],Product Disclosure Statement.pdf
What is the name of the company that Kirstin Poole is the founder and sole partner of?,kplegal Limited,['kplegal Limited'],Product Disclosure Statement.pdf
"How much did the Company pay as a finder's fee to a party related to Wayne Croad during the six-month period ended September 30, 2022?","$140,000","['$140,000']",Product Disclosure Statement.pdf
"Who is the non-executive director of the Company who holds a Bachelor of Commerce and Law degrees from the University of Canterbury, New Zealand, and a Graduate Diploma in Wine Business from the University of Adelaide, Australia?",Kirstin Poole,['Kirstin Poole'],Product Disclosure Statement.pdf
What is the name of the trust deed that the Debenture Stock being offered under this PDS will rank equally with all existing and further Debenture Stock which may be issued pursuant to?,The Trust Deed,['The Trust Deed'],Product Disclosure Statement.pdf
"How much was the aggregate principal amount of Debenture Stock issued by the Company and outstanding as of September 30, 2022?","$12,927,095","['$12,927,095']",Product Disclosure Statement.pdf
"Who is the non-executive director of the Company who is a Qualified UK Chartered Accountant with more than 20 years' experience in small and medium-sized businesses, both as an investor and a manager?",Richard Lott,['Richard Lott'],Product Disclosure Statement.pdf
What is the name of the company that Stephen Massey is operating as an independent Mortgage Adviser under?,Loan Market,['Loan Market'],Product Disclosure Statement.pdf
How much will Stephen Massey receive as a director's fee for his role as a non-executive director of the Company?,"$30,000 including GST","['$30,000']",Product Disclosure Statement.pdf
Who is the non-executive director of the Company who holds a National Diploma in Accountancy and is a Registered Financial Adviser?,Stephen Massey,['Stephen Massey'],Product Disclosure Statement.pdf
What is the name of the university that Josh de Jong holds a Bachelor of Education and a Diploma of Teaching from?,Auckland University,['Auckland University'],Product Disclosure Statement.pdf
"What is the aggregate principal amount of Debenture Stock issued by the Company as of September 30, 2022?","$12,927,095","['$12,927,095']",Product Disclosure Statement.pdf
What is the ranking of Debenture Stock on liquidation?,"Debenture Stock ranks below liabilities that rank in priority to it, such as creditors preferred by law and any permitted prior ranking security interests, and above liabilities that rank equally with it, such as lesser ranking secured creditors and unsecured creditors.","['Debenture Stock', 'ranks', 'below', 'liabilities', 'priority', 'law', 'permitted', 'ranking', 'security', 'interests', 'above', 'liabilities', 'equally', 'lesser', 'ranking', 'secured', 'creditors', 'unsecured', 'creditors']",Product Disclosure Statement.pdf
"What is the amount of preferential liability that ranked ahead of the Debenture Stock as of September 30, 2022?","$45,546","['$45,546']",Product Disclosure Statement.pdf
What is the purpose of the Trust Deed granted by the Company in favor of the Supervisor?,The Trust Deed secures the obligations of the Company to Investors in respect of the Debenture Stock and provides a security interest in all of the Company’s Personal Property and a charge over the Company’s Other Property.,"['The Trust Deed', 'secures', 'obligations', 'Company', 'Investors', 'Debenture Stock', 'security interest', 'Personal Property', 'charge', 'Other Property']",Product Disclosure Statement.pdf
"What is the total value of assets subject to the security interest as of September 30, 2022?","$17,602,000","['$17,602,000']",Product Disclosure Statement.pdf
What are the key features of the Debenture Stock?,"The key features of the Debenture Stock include a security interest in the Company’s Personal Property and a charge over its Other Property, an unlimited guarantee by Lending Crowd Limited, and ranking of the Debenture Stock on liquidation.","['security interest', 'Personal Property', 'Other Property', 'unlimited guarantee', 'Lending Crowd Limited', 'ranking', 'liquidation']",Product Disclosure Statement.pdf
Can the Company create prior security interests over any asset to secure moneys borrowed or raised?,"Yes, the Trust Deed permits the Company or any other Charging Group Member to create prior security interests over any asset to secure any moneys to be borrowed, raised, or otherwise owing in purchasing or acquiring such asset, subject to certain conditions.",['Yes'],Product Disclosure Statement.pdf
How often must the Company provide the Supervisor with reports?,"The Company is required to provide the Supervisor, on a monthly basis, with a liquidity report, a capital adequacy report, a Trust Deed financial ratio compliance report, and a report of Finance Direct Limited in a form agreed with the Supervisor.","['monthly', 'liquidity', 'capital', 'Trust Deed', 'Finance Direct Limited', 'report']",Product Disclosure Statement.pdf
Can Investors transfer their interest in the Debenture Stock?,"Yes, Investors may transfer their interest in the Debenture Stock at any time, not later than 30 days before the Maturity Date, by completion of a Transfer in such form as is normally used to transfer shares in New Zealand.",['Yes'],Product Disclosure Statement.pdf
Is the Supervisor responsible for guaranteeing the obligations of the Company under the Debenture Stock?,"No, the Supervisor does not guarantee the Company’s obligations under the Debenture Stock.",['No'],Product Disclosure Statement.pdf
What is the process for transferring ownership of an investment in Finance Direct Limited?,"The process for transferring ownership of an investment in Finance Direct Limited involves completing a Transfer form, which must be registered with the Company.","['Transfer', 'form', 'Company']",Product Disclosure Statement.pdf
Can multiple people own an investment in Finance Direct Limited?,"Yes, more than one person can take ownership of an investment in Finance Direct Limited.",['Yes'],Product Disclosure Statement.pdf
How will the investment be treated if one of the joint owners dies?,"Joint investment owners will be treated as joint tenants, meaning that on the death of one of them, ownership of the investment will vest automatically with the survivor(s).","['Joint', 'investment', 'owners', 'will', 'be', 'treated', 'as', 'joint', 'tenants', 'meaning', 'that', 'on', 'the', 'death', 'of', 'one', 'of', 'them', 'ownership', 'of', 'the', 'investment', 'will', 'vest', 'automatically', 'with', 'the', 'survivor(s)']",Product Disclosure Statement.pdf
Is there a fee for transferring an investment to another person?,"There is currently no fee payable in respect of the transfer of an investment to another person, but the Company reserves the right to charge a fee in the future.","['no', 'fee']",Product Disclosure Statement.pdf
Is there an established market for the sale or transfer of Debenture Stock in Finance Direct Limited?,"No, according to the opinion of the Company, there is no established market for the sale or transfer of Debenture Stock.",['No'],Product Disclosure Statement.pdf
What is the role of Lending Crowd Limited in relation to Finance Direct Limited?,"Pursuant to a Supplemental Trust Deed signed on 11 December 2015, Lending Crowd Limited became a Charging Subsidiary.","['Lending Crowd Limited', 'Charging Subsidiary']",Product Disclosure Statement.pdf
How can investors access financial information about Finance Direct Limited?,Investors can access financial information about Finance Direct Limited on the Disclose Register at https://disclose-register.companiesoffice.govt.nz/ under the name “Finance Direct Limited”.,"['Finance Direct Limited', 'Disclose Register', 'https://disclose-register.companiesoffice.govt.nz/', 'name']",Product Disclosure Statement.pdf
What are some of the key ratios that investors should consider when evaluating Finance Direct Limited?,"Some of the key ratios that investors should consider when evaluating Finance Direct Limited include the capital ratio, liquidity cover ratio, and related party exposures.","['capital ratio', 'liquidity cover ratio', 'related party exposures']",Product Disclosure Statement.pdf
What is the minimum requirement for the capital ratio for Finance Direct Limited?,"The minimum requirement for the capital ratio for Finance Direct Limited is set out in the Deposit Takers (Credit Ratings, Capital Ratios, and Related Party Exposures) Regulations 2010 (Deposit Takers Regulations).","['set', 'out', 'in', 'the', 'Deposit', 'Takers', 'Regulations', '2010']",Product Disclosure Statement.pdf
How often does Finance Direct Limited provide updates on its financial position?,"Finance Direct Limited provides updates on its financial position on a quarterly basis, and these updates are available on the Disclose Register.","['quarterly', 'basis', 'Disclose Register']",Product Disclosure Statement.pdf
What is the purpose of the Trust Deed mentioned in the text?,"The Trust Deed sets out financial limitations and restrictions in relation to the offer, including the maintenance of a capital ratio of not less than 10% and ensuring that the aggregated related party exposure does not exceed 15% of capital.","['The Trust Deed', 'sets out', 'financial limitations', 'restrictions', 'offer', 'maintenance', 'capital ratio', 'not less than', '10%', 'ensuring', 'aggregated', 'related party exposure', 'does not exceed', '15%', 'capital']",Product Disclosure Statement.pdf
"What are the principal risks associated with investing in Debenture Stock, according to the text?","The principal risks associated with investing in Debenture Stock include the risk that the Company becomes insolvent and is unable to meet its obligations under the Debenture Stock, and the risk that the value of the Company's assets falls and those assets are realized for less than the acquisition cost of those assets.","['insolvent', 'risk', 'assets', 'acquisition cost']",Product Disclosure Statement.pdf
"What is the minimum amount of capital that the Company must maintain, according to the Trust Deed?","According to the Trust Deed, the Company must maintain a capital ratio of not less than 10%.",['10%'],Product Disclosure Statement.pdf
"What is the maximum amount of related party exposure that the Company is allowed to have, according to the Trust Deed?","According to the Trust Deed, the aggregated related party exposure must not exceed 15% of capital.",['15%'],Product Disclosure Statement.pdf
"What is the purpose of the loan application and credit approval process, according to the text?",The purpose of the loan application and credit approval process is to ensure that the Company takes sufficient security to properly protect its position and to ensure that the Company follows stringent policies of monitoring loan performance.,"['ensure', 'sufficient', 'security', 'protect', 'position', 'stringent', 'policies', 'monitoring', 'loan', 'performance']",Product Disclosure Statement.pdf
"How does the Company ensure that it is able to recover loans in full from borrowers, according to the text?","The Company ensures that it is able to recover loans in full from borrowers by taking sufficient security to properly protect its position, monitoring loan performance, and following up with enforcement action if there is a breach of the terms of the loan documentation.","['sufficient', 'monitoring', 'enforcement']",Product Disclosure Statement.pdf
"What is the most significant risk faced by the Company, according to the text?",The most significant risk faced by the Company is the risk that it is unable to recover loans in full from those parties borrowing funds from the Company.,"['unable', 'recover', 'loans', 'full']",Product Disclosure Statement.pdf
"What is the nature of the assets that the Company primarily lends against, according to the text?","The Company primarily lends against the security of motor vehicles, boats, and agreements to mortgage over real estate.","['motor vehicles', 'boats', 'real estate']",Product Disclosure Statement.pdf
"How does the Company ensure that it is able to meet its debts as they fall due, according to the text?","The Company ensures that it is able to meet its debts as they fall due by maintaining a capital ratio of not less than 10%, ensuring that the aggregated related party exposure does not exceed 15% of capital, and following stringent policies of monitoring loan performance.","['not less than 10%', '15%', 'stringent']",Product Disclosure Statement.pdf
"What is the term of the Debenture Stock, according to the text?","The term of the Debenture Stock is not specified in the text. However, it is mentioned that the Debenture Stock has a maturity date and that the Company does not intend to quote the Debenture Stock on a licensed market in New Zealand.","['not specified', 'maturity date', 'licensed market', 'New Zealand']",Product Disclosure Statement.pdf
What is the most significant risk faced by the Company?,The most significant risk faced by the Company is the risk that it is unable to recover loans in full from borrowers.,"['unable', 'recover', 'loans', 'borrowers']",Product Disclosure Statement.pdf
What is the potential impact of a borrower defaulting on a loan?,"If a borrower defaults on a loan, the Company may not be able to realise sufficient value from the sale of the assets pledged by the borrower as security for the loan.","['may', 'not', 'sufficient', 'value', 'sale', 'assets', 'pledged', 'borrower', 'loan']",Product Disclosure Statement.pdf
How does the Company mitigate the risk of borrower default?,"The Company has a number of procedures in place to mitigate the risk of borrower default, including requiring borrowers to take loan repayment insurance and seeking guarantees from third parties for certain loans.","['including', 'requiring', 'seeking']",Product Disclosure Statement.pdf
What is the role of HLB Mann Judd in the Company's risk management?,HLB Mann Judd (chartered accountants and business advisers) provides external expert advice to the Company as considered prudent from time to time to help manage risk.,"['HLB', 'Mann', 'Judd', 'chartered', 'accountants', 'business', 'advisers', 'provides', 'external', 'expert', 'advice', 'Company', 'considered', 'prudent', 'time', 'time', 'help', 'manage', 'risk']",Product Disclosure Statement.pdf
What is the Company's approach to managing liquidity risk?,"The Company actively monitors loan repayment cycles to ensure that the average actual term of its loans is shorter than the average term of its debenture borrowings, and it maintains sufficient liquid funds to meet its commitments based on forecast financial information.","['The Company', 'loan', 'debenture', 'liquid', 'funds', 'commitments', 'forecast']",Product Disclosure Statement.pdf
What is the risk associated with the Company's reliance on debenture stock?,The Company's reliance on debenture stock to raise funds creates a risk that it may encounter difficulty in raising funds at short notice to meet its lending and repayment commitments.,"['risk', 'debenture', 'funds', 'lending', 'repayment']",Product Disclosure Statement.pdf
How does the Company mitigate the risk associated with interest rate fluctuations?,"The Company has the option to cease lending on the Platform, raise interest rates offered on the Platform, or seek further retail and wholesale funding lines to fund a larger portion of the lower yielding loans originations.","['The Company', 'raise interest rates', 'seek further retail and wholesale funding lines']",Product Disclosure Statement.pdf
What percentage of the Company's loans are secured by way of an agreement to mortgage over real estate owned by the borrower?,"As at 30 September 2022, approximately 20% of the Company's loans were secured by way of an agreement to mortgage over real estate owned by the borrower.",['20%'],Product Disclosure Statement.pdf
How does the Company's peer-to-peer lending platform compare to other non-bank deposit takers?,The Company's peer-to-peer lending platform is reasonably unique in that it advances funds on equal terms with other retail and wholesale investors in that Platform.,"['reasonably', 'unique', 'equal', 'terms', 'retail', 'wholesale', 'investors', 'Platform']",Product Disclosure Statement.pdf
What is the range of interest rates offered by the Company on its peer-to-peer lending platform?,"The interest rates offered by the Company on its peer-to-peer lending platform vary over 9 ""buckets"" of risk grades, ranging from 8.45% to 21.60% for unsecured loans and from 7.95% to 19.90% for secured loans.",,Product Disclosure Statement.pdf
What percentage of the Company's loans are secured by agreements to mortgage over real estate owned by the borrower?,Approximately 20% of the Company's loans are secured by agreements to mortgage over real estate owned by the borrower.,['20%'],Product Disclosure Statement.pdf
What is the risk associated with investing in loans through the Platform?,The principal risk of loss in investing in loans through the Platform is non-payment of amounts owing by borrowers who enter into loan agreements under the Platform.,"['non-payment', 'borrowers', 'loan agreements', 'Platform']",Product Disclosure Statement.pdf
How does Finance Direct mitigate the risk of borrower default when investing in loans through the Platform?,Finance Direct mitigates the risk of borrower default by lending over multiple loans (diversifying its exposure) and does not lend to any related party.,"['Finance Direct', 'lending', 'diversifying', 'exposure', 'related party']",Product Disclosure Statement.pdf
What is the risk associated with the Company's reliance on third-party providers for managing technological infrastructure?,"The fact that the Company does not have its own internal IT personnel may result in a loss of information or delays in recovering loan payments or meeting obligations to Investors, increasing the risk of default on payment obligations under the Debenture Stock.","['loss', 'delays', 'risk', 'default']",Product Disclosure Statement.pdf
How does the Company manage the risk of operational errors or fraud?,"The Company applies internal control procedures, including separation of duties, external monthly accountant reconciliations, and 6-monthly audits by an approved auditor.","['separation', 'duties', 'external', 'monthly', 'audits', 'approved']",Product Disclosure Statement.pdf
What is the regulatory requirement that the Company is subject to due to Lending Crowd Limited operating a licensed peer-to-peer service?,The Company is subject to a higher level of compliance and regulatory requirements compared to other non-bank deposit takers due to Lending Crowd Limited operating a licensed peer-to-peer service.,"['compliance', 'regulatory', 'requirements', 'peer-to-peer']",Product Disclosure Statement.pdf
What is the risk associated with changes to law or regulation in the financial services market?,Changes to law or regulation in the financial services market may affect the way the Platform is able to operate.,"['may', 'affect', 'the', 'way', 'the', 'Platform', 'is', 'able', 'to', 'operate']",Product Disclosure Statement.pdf
"How does the Company protect itself against computer viruses, physical or electronic break-ins, and similar disruptions?","The Company's highly automated nature of the Platform may make it an attractive target and potentially vulnerable to computer viruses, physical or electronic break-ins, and similar disruptions.","['The Company', 'computer viruses', 'physical', 'electronic break-ins', 'similar disruptions']",Product Disclosure Statement.pdf
What is the risk associated with the Company's ability to realize proceeds from the sale of mortgaged property in the event of borrower default?,"In the event that the Company is required to enforce its security through the registration of a mortgage and/or the exercise of the power of sale under that mortgage, the Company's ability to realize the proceeds of the sale of the mortgaged property would be subject to the claims of any prior ranking security interest registered over the mortgaged property in question.","['subject', 'claims', 'prior', 'ranking', 'security', 'interest', 'registered', 'mortgaged', 'property']",Product Disclosure Statement.pdf
How does the Company manage the risk of a decline in real estate values affecting the value of security underlying certain loans?,"In the event that the conditions in the real estate market deteriorate materially causing a depreciation in real estate values, this may adversely impact on the value of the security underlying certain of the Company's loans which it may realize in the event that it is required to enforce its security.","['deteriorate', 'depreciation', 'real estate', 'values', 'security', 'loans', 'enforce']",Product Disclosure Statement.pdf
What is the company's regulatory risk?,"The company's regulatory risk is the risk that it may not comply fully with all regulatory requirements that apply to it, which could result in fines, sanctions, or damage to its reputation, and potentially disrupt its business operations and profitability.","['risk', 'regulatory', 'requirements', 'fines', 'sanctions', 'reputation', 'business', 'operations', 'profitability']",Product Disclosure Statement.pdf
What is the company's operational risk?,"The company's operational risk is the risk that it may not have sufficient human resources to ensure ongoing compliance with regulatory requirements, given that it is not a large organization.","['risk', 'not', 'large', 'organization']",Product Disclosure Statement.pdf
What is the company's relationship with Lending Crowd Limited?,"Lending Crowd Limited is a subsidiary and related party of the company, and the company is indirectly subject to a higher level of compliance and regulatory requirements as a result.","['Lending Crowd Limited', 'subsidiary', 'related party', 'company', 'compliance', 'regulatory requirements']",Product Disclosure Statement.pdf
What is the company's approach to mitigating regulatory and operational risks?,"The company has internal control procedures and risk management policies in place to mitigate these risks, and it also makes use of external specialists, including HLB Mann Judd for accounting matters and MinterEllisonRuddWatts for legal matters.","['internal', 'control', 'procedures', 'risk', 'management', 'policies', 'external', 'specialists', 'accounting', 'legal']",Product Disclosure Statement.pdf
