question,answer,tokens_present,document
What is the role of the Board of Directors in managing liquidity risk?,The Board of Directors is responsible for overseeing the management of liquidity risk and ensuring that the bank's liquidity risk management framework is effective. (4.2.2),"['The', 'Board', 'of', 'Directors', 'is', 'responsible', 'for', 'overseeing', 'the', 'management', 'of', 'liquidity', 'risk', 'and', 'ensuring', 'that', 'the', ""bank's"", 'liquidity', 'risk', 'management', 'framework', 'is', 'effective']",Risk_Management_Guidelines.pdf
What is the purpose of the Risk Management Strategy?,The purpose of the Risk Management Strategy is to outline the bank's approach to managing risk and to establish a framework for risk management. (4.3.1),"['The purpose', 'risk', 'management', 'strategy', 'framework']",Risk_Management_Guidelines.pdf
What are the four main components of the Risk Management Strategy?,"The four main components of the Risk Management Strategy are the risk management framework, risk management policies, risk management procedures, and risk management systems. (4.3.1)","['risk management framework', 'risk management policies', 'risk management procedures', 'risk management systems']",Risk_Management_Guidelines.pdf
What is the purpose of the Management Information System?,The purpose of the Management Information System is to provide senior management with timely and accurate information on the bank's risk exposure and risk management performance. (4.4.6),"['The purpose', 'senior management', 'timely', 'accurate', 'risk exposure', 'risk management', 'performance']",Risk_Management_Guidelines.pdf
What is the role of the Chief Risk Officer in managing operational risk?,The Chief Risk Officer is responsible for overseeing the management of operational risk and ensuring that the bank's operational risk management framework is effective. (5.2.3),"['Chief Risk Officer', 'operational risk', 'management', 'framework', 'effective']",Risk_Management_Guidelines.pdf
What is the purpose of the Business Continuity and Disaster Recovery Plan?,The purpose of the Business Continuity and Disaster Recovery Plan is to ensure that the bank can continue to operate effectively in the event of a disaster or disruption. (5.3.4),"['ensure', 'bank', 'disaster', 'disruption']",Risk_Management_Guidelines.pdf
What is the role of internal controls in managing risk?,"Internal controls play a critical role in managing risk by ensuring that risks are identified, assessed, and managed in accordance with the bank's risk management framework. (4.5.3)","['internal controls', 'risk management', 'risk', 'assessed', 'identified', 'managed']",Risk_Management_Guidelines.pdf
What is the purpose of stress testing?,The purpose of stress testing is to assess the bank's ability to withstand potential losses under extreme market conditions. (4.4.5),"['The purpose', 'stress', 'testing', 'assess', ""bank's"", 'ability', 'withstand', 'potential', 'losses', 'extreme', 'market', 'conditions']",Risk_Management_Guidelines.pdf
What is the main objective of the Risk Management Guidelines for Banks and Financial Institutions?,The main objective of the Risk Management Guidelines for Banks and Financial Institutions is to enhance risk management practices among institutions and optimize their risk-return trade-off.,"['enhance', 'risk management', 'practices', 'institutions', 'optimize', 'risk-return trade-off']",Risk_Management_Guidelines.pdf
What is the role of the Board of Directors and Senior Management in risk management?,The Board of Directors and Senior Management are responsible for overseeing and implementing effective risk management practices in their respective institutions.,"['Board', 'of', 'Directors', 'and', 'Senior', 'Management', 'are', 'responsible', 'for', 'overseeing', 'and', 'implementing', 'effective', 'risk', 'management', 'practices', 'in', 'their', 'respective', 'institutions']",Risk_Management_Guidelines.pdf
What is the purpose of the Management Information System (MIS) in risk management?,"The Management Information System (MIS) is used to identify, measure, monitor, and manage risks in an institution.","['identify', 'measure', 'monitor', 'manage', 'risks', 'institution']",Risk_Management_Guidelines.pdf
What is the difference between expected and unexpected losses in risk management?,"Expected losses are those that an institution knows with reasonable certainty will occur, such as the expected default rate of a loan portfolio, and are typically reserved for in some manner. Unexpected losses are those associated with unforeseen events, such as losses due to a sudden downturn in the economy, falling interest rates, natural disasters, or human action such as terrorism.","['expected', 'unforeseen', 'losses', 'reserved', 'default', 'rate', 'loan', 'portfolio', 'unexpected', 'events', 'sudden', 'downturn', 'economy', 'falling', 'interest', 'rates', 'natural', 'disasters', 'human', 'action', 'terrorism']",Risk_Management_Guidelines.pdf
What is the purpose of the Contingent Funds Plan (CFP) in risk management?,The Contingent Funds Plan (CFP) is a plan that outlines the procedures and strategies for managing unexpected losses.,"['Contingent', 'Funds', 'Plan', 'risk', 'management', 'procedures', 'strategies', 'unexpected', 'losses']",Risk_Management_Guidelines.pdf
What is the role of the Asset/Liability Management Committee (ALCO) in risk management?,The Asset/Liability Management Committee (ALCO) is responsible for managing the risks associated with the institution's assets and liabilities.,"['Asset', 'Liability', 'risk', 'management', 'institution']",Risk_Management_Guidelines.pdf
What is the purpose of the Risk Management Program (RMP) in risk management?,"The Risk Management Program (RMP) is a comprehensive plan that outlines the strategies, procedures, and controls for managing risks in an institution.","['Risk Management Program', 'risk management', 'strategies', 'procedures', 'controls', 'institution']",Risk_Management_Guidelines.pdf
What is the importance of identifying and measuring risks in risk management?,"Identifying and measuring risks is crucial in risk management because it allows institutions to understand the risks they face, assess their potential impact, and implement appropriate controls and strategies to manage them.","['identifying', 'measuring', 'risks', 'risk management']",Risk_Management_Guidelines.pdf
What is the purpose of the SWOT analysis in risk management?,"The SWOT analysis is used to identify the strengths, weaknesses, opportunities, and threats facing an institution, which can help in identifying and managing risks.","['SWOT', 'strengths', 'weaknesses', 'opportunities', 'threats', 'risks']",Risk_Management_Guidelines.pdf
What are the RMGs based on?,The RMGs are based on international best practices in risk management.,"['international', 'best', 'practices', 'risk', 'management']",Risk_Management_Guidelines.pdf
Why are institutions required to observe the RMGs?,"Institutions are required to observe the RMGs in order to ensure robustness, efficiency, and effectiveness of risk management systems and practices.","['robustness', 'efficiency', 'effectiveness']",Risk_Management_Guidelines.pdf
What are the six most common risks in banking covered by the RMGs?,"The six most common risks in banking covered by the RMGs are credit risk, liquidity risk, market risk, operational risk, strategic risk, and compliance risk.","['credit risk', 'liquidity risk', 'market risk', 'operational risk', 'strategic risk', 'compliance risk']",Risk_Management_Guidelines.pdf
What is credit risk?,"Credit risk arises from the potential that an obligor is either unwilling to perform on an obligation or its ability to perform such obligation is impaired, resulting in economic loss to the institution.","['credit risk', 'obligor', 'obligation', 'economic loss', 'institution']",Risk_Management_Guidelines.pdf
What is liquidity risk?,Liquidity risk is the potential for loss to an institution arising from either its inability to meet its obligations as they fall due or to fund increases in assets without incurring unacceptable cost or losses.,"['Liquidity risk', 'potential', 'loss', 'institution', 'inability', 'obligations', 'fall due', 'fund', 'increases', 'assets', 'unacceptable', 'cost', 'losses']",Risk_Management_Guidelines.pdf
What is market risk?,"Market risk is the risk of losses in on and off-balance sheet positions as a result of adverse changes in market prices, such as interest rates, foreign exchange rates, equity prices, and commodity prices.","['market risk', 'risk', 'losses', 'on and off-balance sheet positions', 'adverse changes', 'market prices', 'interest rates', 'foreign exchange rates', 'equity prices', 'commodity prices']",Risk_Management_Guidelines.pdf
What is operational risk?,"Operational risk is the current and prospective risk to earnings and capital arising from inadequate or failed internal processes, people, and systems or from external events.","['operational risk', 'risk', 'earnings', 'capital', 'internal processes', 'people', 'systems', 'external events']",Risk_Management_Guidelines.pdf
What is strategic risk?,"Strategic risk is the current and prospective impact on earnings, capital, reputation, or good standing of an institution arising from poor business decisions, improper implementation of decisions, or lack of response to industry, economic, or technological changes.","['strategic risk', 'poor business decisions', 'improper implementation', 'industry', 'economic', 'technological changes']",Risk_Management_Guidelines.pdf
What is compliance risk?,"Compliance risk is the current or prospective risk to earnings, capital, and reputation arising from violations or non-compliance with laws, rules, regulations, agreements, prescribed practices, or ethical standards, as well as from incorrect interpretation of relevant laws or regulations.","['compliance risk', 'risk', 'violations', 'non-compliance', 'laws', 'rules', 'regulations', 'agreements', 'prescribed practices', 'ethical standards', 'interpretation']",Risk_Management_Guidelines.pdf
What is the goal of risk management?,The goal of risk management is to optimize the risk-reward trade-off.,"['optimize', 'risk-reward', 'trade-off']",Risk_Management_Guidelines.pdf
What is the purpose of risk management in financial institutions?,"The purpose of risk management in financial institutions is to optimize the risk-reward trade-off by identifying, measuring, and managing risks to ensure that the institution's risk profile is in line with its business objectives and risk appetite.","['risk management', 'financial institutions', 'risk profile', 'business objectives', 'risk appetite']",Risk_Management_Guidelines.pdf
What are the four key processes of risk management?,"The four key processes of risk management are risk identification, risk measurement, risk control, and risk monitoring.","['risk identification', 'risk measurement', 'risk control', 'risk monitoring']",Risk_Management_Guidelines.pdf
What is risk identification in risk management?,Risk identification is the process of identifying existing risks or risks that may arise from both existing and new business initiatives. It should be a continuing process and occur at both the transaction and portfolio levels.,"['risk', 'identification', 'process', 'existing', 'risks', 'new', 'business', 'initiatives', 'continuing', 'transaction', 'portfolio', 'levels']",Risk_Management_Guidelines.pdf
How should risks be measured in risk management?,Risks should be measured using various techniques ranging from simple to sophisticated models to determine their impact on the institution's profitability and capital. Accurate and timely measurement of risk is essential to effective risk management systems.,"['risks', 'measured', 'various', 'techniques', 'simple', 'sophisticated', 'models', 'impact', 'profitability', 'capital', 'accurate', 'timely', 'risk', 'management', 'systems']",Risk_Management_Guidelines.pdf
What is risk control in risk management?,"Risk control is the process of establishing and communicating risk limits through policies, standards, and procedures that define responsibility and authority. Institutions may also apply various mitigating tools in minimizing exposure to various risks.","['risk', 'control', 'limits', 'policies', 'standards', 'procedures', 'responsibility', 'authority', 'mitigating', 'tools', 'minimizing', 'exposure']",Risk_Management_Guidelines.pdf
What is risk monitoring in risk management?,"Risk monitoring is the process of monitoring risk levels and facilitating timely review of risk positions and exceptions. Monitoring reports should be frequent, timely, accurate, and informative and should be distributed to appropriate individuals to ensure action, when needed.","['risk', 'monitoring', 'process', 'risk', 'levels', 'timely', 'review', 'risk', 'positions', 'exceptions', 'reports', 'frequent', 'timely', 'accurate', 'informative', 'distributed', 'appropriate', 'individuals', 'ensure', 'action']",Risk_Management_Guidelines.pdf
What is a risk management framework?,"A risk management framework encompasses the scope of risks to be managed, the process/systems and procedures to manage those risks, and the roles and responsibilities of individuals involved in risk management.","['risk', 'management', 'framework']",Risk_Management_Guidelines.pdf
What are the key elements of an effective risk management framework?,"The key elements of an effective risk management framework are active board and senior management oversight, adequate policies, procedures and limits, adequate risk measurement, monitoring and management information systems, and comprehensive internal controls.","['adequate', 'policies', 'procedures', 'limits', 'risk', 'measurement', 'monitoring', 'management', 'information', 'systems', 'internal', 'controls']",Risk_Management_Guidelines.pdf
What is the role of the board of directors in risk management?,"The board of directors has ultimate responsibility for the level of risk taken by their institutions. They should approve the overall business strategies and significant policies of their institutions, including those related to managing and taking risks, and should also ensure that senior management is fully capable of managing the activities that their institutions conduct.","['board of directors', 'risk management', 'ultimate responsibility', 'level of risk', 'business strategies', 'significant policies', 'managing risks', 'senior management', 'activities', 'institutions']",Risk_Management_Guidelines.pdf
What should directors receive reports on in terms of risk management?,Directors should receive reports that identify the size and significance of the risks in terms that are meaningful to them. These reports should provide a clear understanding of the types of risks to which their institutions are exposed.,"['risks', 'size', 'significance', 'institutions', 'exposed']",Risk_Management_Guidelines.pdf
What should directors of financial institutions have a clear understanding of?,Directors should have a clear understanding of the types of risks to which their institutions are exposed and should receive reports that identify the size and significance of the risks in terms that are meaningful to them.,"['risks', 'size', 'significance', 'reports']",Risk_Management_Guidelines.pdf
What is the responsibility of senior management in terms of risk management?,Senior management is responsible for implementing strategies in a manner that limits risks associated with each strategy and ensures compliance with laws and regulations on both a long-term and day-to-day basis.,"['responsible', 'strategies', 'risks', 'compliance', 'laws', 'regulations']",Risk_Management_Guidelines.pdf
What should senior management establish and communicate to ensure effective internal controls and high ethical standards?,Senior management should establish and communicate a strong awareness of and need for effective internal controls and high ethical standards.,"['strong', 'awareness', 'need', 'effective', 'internal', 'controls', 'high', 'ethical', 'standards']",Risk_Management_Guidelines.pdf
What should risk management policies and procedures provide for?,"Risk management policies and procedures should provide for adequate identification, measurement, monitoring, and control of the risks posed by an institution's significant activities.","['adequate', 'identification', 'measurement', 'monitoring', 'control', 'risks', 'institution', 'significant', 'activities']",Risk_Management_Guidelines.pdf
"What are the minimum requirements for adequate policies, procedures, and limits?","Policies, procedures, and limits should at minimum address the following: adequate identification, measurement, monitoring, and control of the risks posed by significant activities; consistency with the complexity and size of the business, the institution's stated goals and objectives, and the overall financial strength of the institution; clear delineation of accountability and lines of authority across the institution's activities; and provision for the review of activities new to the institution to ensure that the infrastructures necessary to identify, monitor, and control risks associated with an activity are in place before the activity is initiated.","['adequate', 'identification', 'measurement', 'monitoring', 'control', 'risks', 'consistency', 'complexity', 'size', 'business', 'institution', 'stated goals', 'objectives', 'financial strength', 'accountability', 'lines of authority', 'activities', 'review', 'infrastructures', 'risks', 'activity', 'initiated']",Risk_Management_Guidelines.pdf
What is required for effective risk monitoring?,"Effective risk monitoring requires institutions to identify and measure all material risk exposures, which must be supported by information systems that provide senior managers and directors with timely reports on the financial condition, operating performance, and risk exposure of the institution.","['identify', 'measure', 'information', 'systems', 'senior', 'managers', 'directors', 'timely', 'reports', 'financial', 'condition', 'operating', 'performance', 'risk', 'exposure', 'institution']",Risk_Management_Guidelines.pdf
What should institutions have in place to support risk monitoring and management?,Institutions should have risk monitoring and management information systems in place that provide directors and senior management with a clear understanding of the institution's positions and risk exposures.,"['risk', 'monitoring', 'management', 'information', 'systems', 'directors', 'senior', 'management', 'positions', 'exposures']",Risk_Management_Guidelines.pdf
What should be the primary focus of risk management policies and procedures?,The primary focus of risk management policies and procedures should be to limit risks associated with each strategy and ensure compliance with laws and regulations on both a long-term and day-to-day basis.,"['risk', 'management', 'policies', 'procedures', 'compliance', 'laws', 'regulations']",Risk_Management_Guidelines.pdf
What is the role of the board of directors in risk management?,The board of directors should provide clear guidance regarding the level of exposures acceptable to their institutions and ensure that senior management implements the procedures and controls necessary to comply with adopted policies.,"['board', 'directors', 'risk', 'management', 'guidance', 'exposures', 'institutions', 'senior', 'management', 'procedures', 'controls', 'policies']",Risk_Management_Guidelines.pdf
How often should risk management policies and procedures be reviewed and updated?,Risk management policies and procedures should be reviewed and updated regularly to respond to significant changes in the institution's activities or business conditions.,"['regularly', 'significant', 'activities', 'business', 'conditions']",Risk_Management_Guidelines.pdf
What should institutions have in place to provide directors and senior management with a clear understanding of their positions and risk exposures?,Institutions should have risk monitoring and management information systems in place that provide directors and senior management with a clear understanding of their positions and risk exposures.,"['risk', 'monitoring', 'management', 'systems', 'directors', 'senior', 'management', 'positions', 'risk', 'exposures']",Risk_Management_Guidelines.pdf
What are some of the key aspects of effective risk monitoring and management information systems?,"Effective risk monitoring and management information systems should address all of the institution's material risks, have appropriate key assumptions, data sources, and procedures, and provide consistent reports that are structured to monitor risk exposures and compliance with established limits, goals, or objectives.","['material risks', 'key assumptions', 'data sources', 'procedures', 'reports', 'risk exposures', 'established limits', 'goals', 'objectives']",Risk_Management_Guidelines.pdf
Why is internal control structure critical for an institution's safe and sound functioning?,"An institution's internal control structure is critical for its safe and sound functioning because it helps to ensure effective operations, reliable financial and regulatory reporting, safeguards assets, and ensures compliance with relevant laws, regulations, and institutional policies.","['It', 'helps', 'ensure', 'effective', 'operations', 'reliable', 'financial', 'regulatory', 'reporting', 'safeguards', 'assets', 'ensure', 'compliance', 'relevant', 'laws', 'regulations', 'institutional', 'policies']",Risk_Management_Guidelines.pdf
What is one of the fundamental and essential elements of a sound risk management and internal control system?,"One of the fundamental and essential elements of a sound risk management and internal control system is the appropriate segregation of duties, such as trading, custodial, and back-office.","['segregation', 'duties', 'trading', 'custodial', 'back-office']",Risk_Management_Guidelines.pdf
What can happen if an institution fails to implement and maintain an adequate separation of duties?,Failure to implement and maintain an adequate separation of duties can constitute an unsafe and unsound practice and possibly lead to serious losses or otherwise compromise the financial integrity of the institution.,"['unsound', 'practice', 'serious', 'losses', 'financial', 'integrity']",Risk_Management_Guidelines.pdf
Who should test an institution's internal controls and report directly to the board of directors or audit committee?,An independent internal auditor should test an institution's internal controls and report directly to the board of directors or audit committee.,"['independent', 'internal', 'auditor']",Risk_Management_Guidelines.pdf
What should be adequately documented in relation to internal controls?,"The results of audits or reviews, whether conducted by an internal auditor or by other personnel, should be adequately documented, as should management's responses to them.","['adequately', 'documented', ""management's"", 'responses']",Risk_Management_Guidelines.pdf
What is the purpose of risk monitoring and management information systems?,The purpose of risk monitoring and management information systems is to provide directors and senior management with a clear understanding of the institution's positions and risk exposures.,"['risk', 'monitoring', 'management', 'information', 'systems', 'directors', 'senior', 'management', 'institution', 'positions', 'risk', 'exposures']",Risk_Management_Guidelines.pdf
How often should internal controls be tested?,Internal controls should be tested on an ongoing basis to ensure their effectiveness.,['ongoing'],Risk_Management_Guidelines.pdf
What is the role of the board of directors or audit committee in relation to internal controls?,The board of directors or audit committee should receive reports from the independent internal auditor and review management's responses to any audit findings or recommendations related to internal controls.,"['board', 'directors', 'audit', 'committee', 'internal', 'controls']",Risk_Management_Guidelines.pdf
Who should test internal controls in an institution?,Internal controls should be tested by an independent internal auditor who reports directly either to the institution's board of directors or its audit committee.,"['independent', 'internal', 'auditor', 'board', 'directors', 'audit', 'committee']",Risk_Management_Guidelines.pdf
What is the importance of documenting audits or reviews?,"The results of audits or reviews, whether conducted by an internal auditor or by other personnel, should be adequately documented, as should management's responses to them.","['documenting', 'audits', 'reviews', ""management's responses""]",Risk_Management_Guidelines.pdf
What is the purpose of risk management guidelines for banks and financial institutions?,Risk management guidelines for banks and financial institutions are designed to ensure the adequacy of an institution's internal controls and audit procedures.,"['adequacy', 'internal', 'controls', 'audit', 'procedures']",Risk_Management_Guidelines.pdf
What are the key elements of an effective risk management system?,"An effective risk management system should include a system of internal controls that is appropriate to the type and level of risks posed by the nature and scope of the institution's activities, clear lines of authority and responsibility for monitoring adherence to policies, procedures, and limits, reporting lines that provide sufficient independence of the control areas from the business lines, adequate separation of duties throughout the institution, official institutional structures that reflect actual operating practices, reliable financial, operational, and regulatory reports, adequate procedures for ensuring compliance with applicable laws and regulations, internal audit or other control review practices that provide for independence and objectivity, and adequate testing and review of internal controls and information systems.","['system', 'internal', 'controls', 'risks', 'institution', 'policies', 'procedures', 'limits', 'reporting', 'independence', 'duties', 'structure', 'practices', 'compliance', 'laws', 'regulations', 'audit', 'objectivity', 'testing', 'review']",Risk_Management_Guidelines.pdf
What is the role of the risk management function in an institution?,The risk management function is responsible for overseeing the management of risks inherent in an institution's operations.,"['risk', 'management', 'function', 'responsible', 'overseeing', 'management', 'risks', 'operations']",Risk_Management_Guidelines.pdf
What are the responsibilities of the risk management function?,"The risk management function is responsible for identifying current and emerging risks, developing risk assessment and measurement systems, establishing policies, practices, and other control mechanisms to manage risks, developing risk tolerance limits for senior management and board approval, monitoring positions against approved risk tolerance limits, and reporting results of risk monitoring to senior management and the board.","['identifying', 'developing', 'establishing', 'monitoring', 'reporting']",Risk_Management_Guidelines.pdf
Who is responsible for ensuring the effectiveness of an institution's risk management policies and practices?,"Institutions should ensure that there is an independent person(s) responsible for reviewing the effectiveness of, and adherence to, the institution’s risk management policies and practices.",['independent person(s)'],Risk_Management_Guidelines.pdf
What is the importance of independent review in risk management?,Independent review is essential in risk management to ensure that the identification and reporting of findings can be accomplished without hindrance.,"['independent', 'review', 'risk', 'management', 'findings', 'reporting']",Risk_Management_Guidelines.pdf
What should be the qualities of an independent reviewer?,"An independent reviewer should have sufficient authority, expertise, and corporate stature so that the identification and reporting of their findings could be accomplished without hindrance.","['sufficient', 'authority', 'expertise', 'corporate', 'stature', 'identification', 'reporting', 'findings', 'hindrance']",Risk_Management_Guidelines.pdf
How often should the effectiveness of an institution's internal audit function be reviewed?,The effectiveness of an institution's internal audit function should be reviewed regularly by the board of directors or its audit committee.,"['regularly', 'board of directors', 'audit committee']",Risk_Management_Guidelines.pdf
What is the purpose of having independent reviewers in risk management?,"The purpose of having independent reviewers in risk management is to ensure that the identification and reporting of findings are accomplished without hindrance, and to provide an independent assessment of the institution's risk management system.","['independent', 'risk', 'management', 'assessment']",Risk_Management_Guidelines.pdf
What are some of the factors that independent reviewers should consider when assessing an institution's risk management system?,"Independent reviewers should consider factors such as the appropriateness of the institution's risk management system to its nature, scope, and complexity, the existence of an independent risk management function, the involvement of the board of directors and senior management in the risk management process, the documentation and compliance with policies, controls, and procedures concerning risk management, and the adequacy of staffing to conduct a sound risk management process.","['appropriateness', 'independent', 'risk', 'management', 'system', 'nature', 'scope', 'complexity', 'board', 'directors', 'senior', 'management', 'policies', 'controls', 'procedures', 'staffing', 'sound']",Risk_Management_Guidelines.pdf
What is the importance of integrating risk management in all business activities?,"Integrating risk management in all business activities is important because a single transaction might have multiple risks, and one type of risk can trigger other risks. It requires having a structure in place to look at risk interrelationships across the institution, and to ensure that risks are recognized and reflected in all business activities as appropriate.","['risk', 'management', 'business', 'activities', 'transaction', 'risks', 'interrelationships', 'institution', 'recognized', 'reflected']",Risk_Management_Guidelines.pdf
"What is contingency planning, and why is it important for institutions?","Contingency planning is the process of identifying stress situations ahead of time and having plans to deal with them in a timely and effective manner. It is important for institutions because it helps them to respond to unusual situations, such as disaster recovery, public relations damage control, litigation strategy, responding to regulatory criticism, liquidity crisis, etc.","['Contingency', 'planning', 'institutions', 'disaster', 'recovery', 'public', 'relations', 'damage', 'control', 'litigation', 'strategy', 'regulatory', 'criticism', 'liquidity', 'crisis']",Risk_Management_Guidelines.pdf
"What is credit risk, and what are some of the sources of credit risk?","Credit risk arises from the potential that an obligor is either unwilling or unable to perform on an obligation, resulting in economic loss to the institution. Some of the sources of credit risk include loans, overdrafts, guarantees, letters of credit, derivative instruments, and foreign exchange operations.","['credit risk', 'loans', 'overdrafts', 'guarantees', 'letters of credit', 'derivative instruments', 'foreign exchange operations']",Risk_Management_Guidelines.pdf
How does credit risk arise in foreign exchange operations?,"Credit risk can arise in foreign exchange operations when a domestic borrower involved in export business fails to compete in foreign markets due to domestic currency appreciation, resulting in inability to repay the domestic loan.","['credit risk', 'foreign exchange', 'domestic borrower', 'export business', 'domestic currency', 'appreciation', 'inability', 'repay', 'domestic loan']",Risk_Management_Guidelines.pdf
What are some of the factors that can lead to losses in an institution's portfolio?,"Losses in an institution's portfolio can stem from outright default due to inability or unwillingness of a customer or counter party to meet commitments in relation to lending, trading, settlement and other financial transactions, or from reduction in portfolio value due to actual or perceived deterioration in credit quality.","['outright default', 'inability', 'unwillingness', 'customer', 'counter party', 'lending', 'trading', 'settlement', 'financial transactions', 'reduction', 'portfolio', 'value', 'actual', 'perceived', 'deterioration', 'credit', 'quality']",Risk_Management_Guidelines.pdf
What is the relationship between credit risk and other risks?,"Credit risk is not necessarily isolated, and the same source that endangers credit risk for the institution may also expose it to other risks, such as liquidity problems.","['credit risk', 'liquidity problems']",Risk_Management_Guidelines.pdf
Why is it important for institutions to have a mechanism to identify stress situations ahead of time?,"It is important for institutions to have a mechanism to identify stress situations ahead of time because it allows them to respond to unusual situations in a timely and effective manner, minimizing the impact on the institution.","['it', 'allows', 'them', 'to', 'respond', 'to', 'unusual', 'situations', 'in', 'a', 'timely', 'and', 'effective', 'manner', 'minimizing', 'the', 'impact', 'on', 'the', 'institution']",Risk_Management_Guidelines.pdf
How often should contingency plans be reviewed?,Contingency plans should be reviewed regularly to ensure they encompass reasonably probable events that could impact the institution.,"['regularly', 'reasonably', 'probable', 'impact']",Risk_Management_Guidelines.pdf
What are the two main sources of credit risk for financial institutions?,The two main sources of credit risk for financial institutions are credit concentrations and credit process issues.,"['credit concentrations', 'credit process issues']",Risk_Management_Guidelines.pdf
What are credit concentrations?,"Credit concentrations refer to any exposure where the potential losses are large relative to the institution’s capital, its total assets, or where adequate measures exist, the institution’s overall risk level.","['credit', 'concentrations', 'exposure', 'potential', 'losses', 'large', 'relative', 'institution’s', 'capital', 'total', 'assets', 'adequate', 'measures', 'exist', 'institution’s', 'overall', 'risk', 'level']",Risk_Management_Guidelines.pdf
What are credit process issues?,"Credit process issues refer to basic weaknesses in the credit granting and monitoring processes, such as shortcomings in underwriting and management of credit exposures.","['credit process issues', 'weaknesses', 'credit granting', 'monitoring processes', 'underwriting', 'management', 'credit exposures']",Risk_Management_Guidelines.pdf
What is the role of the board of directors in overseeing credit risk management?,The board of directors has a critical role to play in overseeing the credit-granting and credit risk management functions of the institution.,"['board', 'directors', 'credit', 'risk', 'management']",Risk_Management_Guidelines.pdf
