question,answer,question_type,filename
"What are the conditions under which records can be destroyed without permission from the competent authority, considering the retention periods for various manual records, such as registers, ledgers, and files, and the requirement for written off loan accounts to be maintained for a certain period of time?","No, records should not be destroyed without permission from the competent authority.",conditional,Policy_Document.pdf
What is the dual role of the section in-charge in maintaining records at a bank during the day time?,Employees handling records are responsible for their custody during the day time.,conditional,Policy_Document.pdf
"What is the dual purpose of the retention period for records related to payment system applications, outward clearing cheques, and electronic clearing systems?","The retention period for records related to payment system applications, outward clearing cheques, and electronic clearing system is 10 years.",conditional,Policy_Document.pdf
What is the dual purpose of the policy for records management in the bank concerning the retention and disposal of records?,"The purpose of the policy is to ensure that records are properly maintained, catalogued, and indexed, and to ensure compliance with regulatory guidelines and internal requirements.",conditional,Policy_Document.pdf
"What is the dual purpose of the strong room in a bank, regarding the preservation and security of records and assets?","Immediately on receipt of a completed book/file, it will be entered in the relevant columns of current-cum-old register of records in which separate pages will be used for entering files relating to the various sections and different books.",conditional,Policy_Document.pdf
"What is the dual purpose of document handling and retention policy in a bank, considering both security and accessibility?","Loan documents, securities, papers, ledgers, etc. should be kept in safe receptacles.",conditional,Policy_Document.pdf
"What is the retention period for acknowledgement of receipt of PIN/password/user ID, and how does it relate to other documents and records in the banking industry?",48 years,conditional,Policy_Document.pdf
"What is the dual purpose of the retention period for account opening forms and related documents, serving both as a vital record for the bank's operations and as a legal requirement for regulatory compliance?",The retention period for account opening forms and related documents is 10 years.,conditional,Policy_Document.pdf
"What is the dual purpose of a strong room in a bank, considering the preservation of records and security?",The locked loose leaf binder of specimen signatures must be placed in the strong room.,conditional,Policy_Document.pdf
"What is the procedure for transferring old records to a record room or warehouse, and how are records kept safe from fire hazards?","The procedure for transferring old records to a record room or warehouse includes intimating the concerned zonal office that the records are ready for transfer/shifting, entering the request in the Old Record Control Register, and sending a photocopy of the perforated sheets duly marked with the Zone Control Number to the concerned Record Room/Warehouse.",conditional,Policy_Document.pdf
"What is the minimum retention period for Provident Fund Registers, Provident Fund Loan Ledgers, and Provident Fund General Ledgers, and who is the competent authority for granting approval for their destruction?","Provident Fund Registers, Provident Fund Loan Ledgers, and Provident Fund General Ledgers should be maintained permanently.",conditional,Policy_Document.pdf
"What is the retention period for account-related documents, including account opening forms, considering the dual purpose of record-keeping and legal compliance?",30 years,conditional,Policy_Document.pdf
"What is the retention period for confidential files and files relating to industrial disputes and writ petitions, considering the various categories of records and their respective retention periods as listed in the provided context?",37 years,conditional,Policy_Document.pdf
What is the dual purpose of maintaining a certificate of record destruction concerning statutory compliance and data security?,The purpose of maintaining a certificate of destruction of records is to provide evidence that the records have been destroyed as per the rules and to ensure that the destruction has been completed properly.,conditional,Policy_Document.pdf
"How should bank records be preserved to prevent damage from white ants, mildew, or dry rot, and what steps should be taken if records are destroyed by fire, inundation, flood, earthquake, or any other Act of God?","Steps should be taken by chemical treatment to destroy any white ant, which may appear in bank's records, immediately, and mildew or dry rot, must be treated at once.",conditional,Policy_Document.pdf
"What financial records must be preserved for at least 8 years, and what are the consequences of failing to do so?","Day book and supplementary, subsidiary ledgers, overdraft registers, loans, advances and cash credit registers, sundry small balances, general accounts, sundry assets, records of sale and purchase contracts, register of shares received, summary of liabilities by guarantees and indemnity, and ledgers for forward exchange contracts.",conditional,Policy_Document.pdf
"Under what conditions can the competent authority grant approval for the destruction of old records, and how long must certain records be preserved?","The competent authority for granting approval for destruction of old records is the Zonal Office for branches/offices under Zonal Office, and the HO GA Department for Zonal Offices/HO Departments.",conditional,Policy_Document.pdf
"What is the minimum retention period for records related to fully written off non-DICGC loans, and how does it differ from records related to government transactions?",Premises and properties files and records should be maintained permanently.,conditional,Policy_Document.pdf
"What are the specific guidelines for storing and handling sensitive documents in a fire-proof safe/cabinet, and how should they be maintained and tracked over time?","All loan documents, securities, papers, ledgers, etc. relating to loans and advances, all account opening forms, balance books, copies of latest half-yearly returns, current loan files of big borrowers, all vouchers for last six months, and if possible, all ledgers of deposit accounts should be kept in fire-proof safe/cabinet and kept in the strong room, where available.",conditional,Policy_Document.pdf
"What are the two main purposes of record retention in the banking industry, and how do they relate to the accessibility and security of data?","The purpose of record retention periods in the banking industry is to ensure compliance with statutory and regulatory requirements, satisfaction of the needs of RBI inspectors to have access to certain records, and satisfaction of the needs of internal and external auditors to have access to certain records.",conditional,Policy_Document.pdf
How does transactional data in the banking industry serve dual purposes for record-keeping and business continuity?,"Transactional data in the banking industry is used to capture data for each transaction, including transaction type, purpose, originator, authorizer, counter-parties, amount/currency, relevant dates, interest/exchange rates, fees/commissions, collateral taken/given, subordination/guarantees, and other transaction specific characteristics.",conditional,Policy_Document.pdf
"What is the retention period for records related to permanent premises and properties, considering the various types of documents and their respective preservation periods?",27 years,conditional,Policy_Document.pdf
"What financial records must be preserved for at least 8 years, and which ones must be kept for 10 years?","Records related to cash transactions, remittance registers, cable transfer orders, mail transfer orders, cash receipts and payment books, and all records relating to series of cash transactions integrally connected to each other.",conditional,Policy_Document.pdf
"Can a branch rent space to establish a record room, and if so, what procedures must be followed for the transfer and safekeeping of records?","Yes, branches can have a Record Room by acquiring sufficient space on rent after examining the space available vis-a-vis business growth at such branches.",conditional,Policy_Document.pdf
"What are the guidelines for keeping articles in safe custody, and how should old records be maintained and handled?",Articles in safe custody must be kept in the strong room.,conditional,Policy_Document.pdf
"How are cash payment vouchers arranged, sealed, and preserved, and what is the purpose of maintaining their records?","Cash payment vouchers are arranged in the order of their entries in the cash book, stitched and sealed at the left-hand top corner. The date and the number of vouchers in each bundle are recorded on its cover, as well as in the voucher register.",conditional,Policy_Document.pdf
"What is the retention period for registers indicating records held in electronic form, considering various factors like permanent and non-permanent records, different types of accounts, and foreign transactions?",52 years,conditional,Policy_Document.pdf
What is the retention period for safe deposit locker registers and agreements?,33 years,conditional,Policy_Document.pdf
What dual purpose does management information serve in the banking industry concerning data management and business continuity?,"Management information in the banking industry is used to provide the management with information at prescribed intervals/periodicity, which discloses financial statements, analysis of significant assets and liabilities, and other relevant information.",conditional,Policy_Document.pdf
"What are the two main factors that must be considered when choosing a medium for preserving records, and how do they ensure the records' accessibility and preservation?",The purpose of determining the media to be used for preserving records is to ensure that the records are accessible and preserved for the required period of time.,conditional,Policy_Document.pdf
"What are the different formats that can be used for preserving records, and what are the procedures for removing and destroying old records according to the text?","The text mentions the following formats for preserving records: microfilm, microfiche, cipher tapes, floppy disks, CDs, and servers.",conditional,Policy_Document.pdf
"How should records be kept to protect them against fire hazards, considering the importance of maintaining them for various purposes, such as internal audits, legal requirements, and easy reference?","Records should be kept in a manner that prevents them from deteriorating and are easily traceable for reference. Books and files must be handled carefully to keep them intact, and loose pages must be immediately replaced in the proper order. Important records should be kept in a strong room overnight, and in case of inadequacy of space, they may be kept in fire-resistant steel cabinets outside the strong room.",conditional,Policy_Document.pdf
What is the dual role of the official responsible for the custody of old records regarding the preservation and handling of records in a bank?,"Old records will remain in the custody of an official, not below the rank of a special assistant, but the handling, thereof, will be entrusted to a daftri, who should work under the supervision of the said official.",conditional,Policy_Document.pdf
"What are the two purposes that maturity analysis serves in the banking industry, given the nature, scale, and complexity of the business, and how does it relate to record-keeping procedures and media?","Maturity analysis in the banking industry is used to analyze the maturity of assets and liabilities, allowing for effective risk management and planning.",conditional,Policy_Document.pdf
"What is the retention period for records related to loans, cash credits, and overdrafts, considering the various types of accounts and transactions involved?",28 years,conditional,Policy_Document.pdf
What is the minimum retention period for records related to written off loan accounts for which claims have been lodged with DICGC but are pending for settlement?,The retention period for the Register of Members is permanent.,conditional,Policy_Document.pdf
What is the retention period for a jewel appraiser's file concerning the records related to cash transactions of over 10 lakhs?,62 years,conditional,Policy_Document.pdf
Factors for record preservation?,"The factors that need to be considered while choosing the medium for preserving records include statutory and regulatory requirements, accessibility, and physical conditions under which the records will be stored.",compress,Policy_Document.pdf
How long must gov't transaction records be kept?,"Records of Government transactions should be preserved as per guidelines for each scheme. Scrolls relating to Government transactions should be preserved for a period not less than 5 years immediately preceding the current calendar year, and consolidation sheets should be preserved for a period not less than 3 years preceding the current calendar year.",compress,Policy_Document.pdf
What needs to be stored securely for the night?,"Documents that should be kept in the strong room overnight include account opening forms, locked loose leaf binders of specimen signatures, articles in safe custody, and records pertaining to articles in safe custody, G.P. Notes, Shares, etc.",compress,Policy_Document.pdf
How should financial records be maintained?,"All ledgers, registers, and documents should be kept in safe receptacles.",compress,Policy_Document.pdf
How does the Bank verify e-docs?,The Bank ensures authenticity of electronic documents by following the instructions contained in the IT Act 2000 and the rules framed thereunder from time to time for authentication of records by digital signatures or any other method of authentication approved by the Bank.,compress,Policy_Document.pdf
What's the best way to handle unnecessary records?,Records that are no longer required to be maintained should be destroyed/disposed of after obtaining permission from the Zonal Office/HO GA Department.,compress,Policy_Document.pdf
What's the point of audit trails in banking?,"An audit trail is essential in the banking industry as it provides a record of all transactions, including financial statements, and allows for the tracking and verification of data.",compress,Policy_Document.pdf
What's recorded in the old records?,"The following details are recorded in the register of old records: serial number, description of book/file, date of commencement, date of completion, date of destruction, and mode of destruction.",compress,Policy_Document.pdf
What's the minimum time shares must be held before transferring?,The purpose of the Drawing Power Register is to maintain a record of the branch's drawing power and ensure that it is within the approved limits.,compress,Policy_Document.pdf
How long must letters of credit records be kept?,Not less than 5 years.,compress,Policy_Document.pdf
What's the record-keeping rule for banks?,"The requirement for record retention in the banking industry is to retain records for a period specified by the Bank, based on the requirement, and to ensure that the records are easily accessible, as and when required.",compress,Policy_Document.pdf
What's the point of keeping bank records?,"The purpose of maintaining records in the banking industry is to ensure that data is available in a form suitable for the purpose for which it is required and is available to authorized individuals, including RBI inspectors and internal/external auditors, on a timely basis.",compress,Policy_Document.pdf
What to do with unnecessary records?,Records that are no longer required should be disposed of as per the bank's record retention policy.,compress,Policy_Document.pdf
What's the minimum retention period for unclesared bills records?,Not less than 5 years.,compress,Policy_Document.pdf
How long are sundry assets files kept?,41 years,compress,Policy_Document.pdf
How do old records get the ax?,"The procedure for removing and destroying old records includes authorization and approval prior to destruction, establishment of procedures for destruction of electronic media, and maintenance of records in registers.",compress,Policy_Document.pdf
How long must power of attorney records be kept?,29 years,compress,Policy_Document.pdf
What's the point of going digital with records?,The purpose of maintaining records in electronic form is to ensure that the records are properly preserved and can be easily traced as and when required.,compress,Policy_Document.pdf
What's the record-keeping rule for safe custody receipts?,Not less than 5 years.,compress,Policy_Document.pdf
What's the deal with record destruction?,"Records relating to matters under dispute, matters on which an action by the bank against a customer or by a customer against the bank is likely to be founded, claims notices received by or garnishee orders served on the bank, and correspondence to which important or legal reference may have to be made on a future date should not be destroyed.",compress,Policy_Document.pdf
What's needed for banking records?,"The requirement for record media in the banking industry is to use a media that allows for the conversion of records from paper to non-paper form, and to ensure that the converted format becomes the prime record.",compress,Policy_Document.pdf
How long is pre-migration data backup (physical) kept?,50 years,compress,Policy_Document.pdf
How long are foreign bank officials' signatures kept?,56 years,compress,Policy_Document.pdf
What's the point of keeping bank records?,"The purpose of maintaining records in a bank is to have a reference for various purposes like verification by internal auditors, inspectors, officials, and external statutory bodies like RBI, SEBI, etc. Records are also required for verifying old transactions, processes, or events, and in case of any complaint or information sought by any citizen of India under RTI Act.",compress,Policy_Document.pdf
What's covered in the policy?,"The policy covers various types of records, including account opening forms, personal ledgers, payment system applications, outward clearing cheques, and electronic records.",compress,Policy_Document.pdf
How long are user ID registries kept?,51 years,compress,Policy_Document.pdf
How long are closed account records kept?,Not less than 5 years.,compress,Policy_Document.pdf
How long should service charges/commission files be kept?,Not less than 5 years.,compress,Policy_Document.pdf
How long are specimen signature files or books kept?,36 years,compress,Policy_Document.pdf
Who approves record destruction?,The concerned office is responsible for seeking approval for destroying old records from the Competent Authority.,compress,Policy_Document.pdf
Are banks allowed to dispose of certain records after a certain time?,"Yes, banks can destroy these records after the prescribed period, but they must ensure that they have been properly preserved and archived before destruction.",compress,Policy_Document.pdf
What's the point of keeping and trashing bank records?,"The purpose of preserving and destroying bank's records is to assess, monitor and control the risks, explain the nature and purpose of each transaction, observe all statutory and regulatory obligations, and maintain customer confidentiality.",compress,Policy_Document.pdf
Can banks delegate record-keeping tasks?,"Yes, banks can outsource their record-keeping requirements to third-party vendors, but they must ensure that the vendors have adequate security measures in place to protect the records.",compress,Policy_Document.pdf
What's the retention period for vendor/third-party agreements?,49 years,compress,Policy_Document.pdf
Can records be digitally preserved?,"Yes, certain records can be preserved in electronic form, and the details of such records and their retention period will be intimated by the HO IT Department separately.",compress,Policy_Document.pdf
How long should brokers keep their contract files?,Not less than 5 years.,compress,Policy_Document.pdf
"What is the minimum retention period for the Press copy books, considering the records that need to be preserved for at least five years after the business relationship is ended, and the records that must be preserved for a period of not less than three years immediately preceding the current calendar year?","The minimum retention period for the Press copy books is 5 years, as per the given context. The records that need to be preserved for at least five years after the business relationship is ended, include the Press copy books, and the records that must be preserved for a period of not less than three years immediately preceding the current calendar year include the Salary Book, which maintains a record of the branch's salary payments to its employees.",multi-hop reasoning,Policy_Document.pdf
"What is the retention period for records related to a bank's own investments, branch ledgers, trust registers, remittance schedules, account opening forms, and nomination forms, standing instructions regarding current/SB accounts, daily/monthly/yearly backup registers, and backup movement registers, purchase orders, and other related documents, claims paid pending recovery registers, deferred payment guarantees/forward contracts, register of dividend and interest on securities, register for collection of dividend warrants, record of sales and purchases contracts, closed files of suit filed/writ petition/consumer forum cases, CIBIL data, review of sanction of ZO/borrower wise, reporting register ZO wise, and records related to uncles bills, double lock pass books, cheques stopped, returned and pass book registers, cheques issued registers, branch information, counterfoils of F.D., MT, call deposits, cheques requisition files, bankers' files, general files, legal advisors' files, branches' files, dak/postal inward registers, dak/postal outward registers, passbooks of closed accounts, brokers' contracts files, safe custody receipt duplicates of counterfoils, inspection/audit reports, advices of letters of credit (opened by cable), advice of letters of credit (to correspondents - amendments), letters of credit - application forms, inland letters of credit - opening forms, leave record of ex-employees, stationery registers, GRI enclosures letters to Reserve Bank, clearing agents' instructions, bank reference file for airmail, released guarantee of foreign bills uncleared, negotiated under export bills of credit, delivery order forms (goods loans and loans on shares and loans against other securities), cheque books, drafts books, and cash certificates issue registers, liability registers, year-end returns files, old cyclostyled circulars and circular letters, R.B.I. return file, L.I.C. of India bankers' memorandum (duplicate), monthly return file (statement), managers' certificate file, general correspondence, service charges/commission file, general letter correspondence, branch adjustment register, general charges register, staff file (correspondence), PD refund forms, and confirmations for telegrams?","Not less than 5 years, except for records related to uncles bills, double lock pass books, cheques stopped, returned and pass book registers, cheques issued registers, branch information, counterfoils of F.D., MT, call deposits, cheques requisition files, bankers' files, general files, legal advisors' files, branches' files, dak/postal inward registers, dak/postal outward registers, passbooks of closed accounts, brokers' contracts files, safe custody receipt duplicates of counterfoils, inspection/audit reports, advices of letters of credit (opened by cable), advice of letters of credit (to correspondents - amendments), letters of credit - application forms, inland letters of credit - opening forms, leave record of ex-employees, stationery registers, GRI enclosures letters to Reserve Bank, clearing agents' instructions, bank reference file for airmail, released guarantee of foreign bills uncleared, negotiated under export bills of credit, delivery order forms (goods loans and loans on shares and loans against other securities), cheque books, drafts books, and cash certificates issue registers, liability registers, year-end returns files, old cyclostyled circulars and circular letters, R.B.I. return file, L.I.C. of India bankers' memorandum (duplicate), monthly return file (statement), managers' certificate file, general correspondence, service charges/commission file, general letter correspondence, branch adjustment register, general charges register, staff file (correspondence), PD refund forms, and confirmations for telegrams, which have a retention period of not less than 8 years",multi-hop reasoning,Policy_Document.pdf
"What is the minimum retention period for the Sub-Daybook, considering the Large Exposure Framework, and identify any risks or weaknesses in the branch's risk management practices, and taking into account the preservation period of not less than 3 years immediately preceding the current calendar year for records pertaining to identification of customers and their address, as well as the retention period of not less than 5 years for the LFAR - Review Report, and the fact that the purpose of the LFAR - Review Report is to assess the branch's compliance with the Large Exposure Framework and identify any risks or weaknesses in the branch's risk management practices?","The minimum retention period for the Sub-Daybook is not less than 5 years, considering the Large Exposure Framework, and identify any risks or weaknesses in the branch's risk management practices, and taking into account the preservation period of not less than 3 years immediately preceding the current calendar year for records pertaining to identification of customers and their address, as well as the retention period of not less than 5 years for the LFAR - Review Report, and the fact that the purpose of the LFAR - Review Report is to assess the branch's compliance with the Large Exposure Framework and identify any risks or weaknesses in the branch's risk management practices.",multi-hop reasoning,Policy_Document.pdf
"What is the retention period for records related to account opening forms and related documents, and how often should the policy be reviewed? Also, what are the procedures for maintaining records in electronic form, and what is the role of the HO IT department in this regard?",The retention period for records related to account opening forms and related documents is 10 years. The policy should be reviewed annually in tune with regulatory guidelines/internal requirements or as and when considered necessary. Procedures for maintaining records in electronic form shall be prepared separately by HO IT Department. The HO IT department plays a role in intimating the details of records to be preserved in electronic form and the retention period for the same.,multi-hop reasoning,Policy_Document.pdf
"What is the maximum period for which a bank must preserve records of suspicious transactions, whether or not made in cash, and how does this relate to the responsibilities of the management?","The bank must preserve records of suspicious transactions for a period of not less than 10 years, as per the given context. The management is responsible for ensuring compliance with record-keeping requirements, including the preservation of such records. Therefore, the management must ensure that the bank preserves records of suspicious transactions for at least 10 years, in order to fulfill its legal obligations.",multi-hop reasoning,Policy_Document.pdf
"What is the maximum time period for which a bank can preserve a record of a transaction involving a forged or counterfeit currency note or a valuable security, and what are the consequences of failing to maintain such records as per the given context?","As per the given context, a bank must preserve records relating to transactions involving forged or counterfeit currency notes or valuable securities for at least 10 years. Failure to maintain such records can result in penalties and legal consequences, as the records are essential for investigating and prosecuting criminal activities.",multi-hop reasoning,Policy_Document.pdf
"What is the retention period for records related to cash transactions of value more than 10 lakhs or its equivalent in foreign currency with transaction details, considering the preservation period for certain records in a bank is 10 years, and there are various types of registers and files such as current, savings, T.D, R.D., Cash Certificates, Fixed, Short, Special term, Call Deposit Registers, Drafts, TTs and MTs Paid Registers/Statements, Record/Ledgers of Accounts with other Banks, Bills purchased & discounted register, Bills for collection received and sent registers, Clearing cheques registers, Local Cheques Collection Register, Foreign Bills for collection Register, Foreign Bills for negotiations Registers, Clearing House Books, Pay slips issued book, Register/book of Purchase, Sale and auction of goods and other securities, Interest on Deposit register, Remittance Register, Cable Transfer Orders, Mail Transfer Orders, Cash Receipts and Payment Books, and all records relating to Cash Transaction of value of more than 10 lakhs or its equivalent in foreign currency?","The retention period for records related to cash transactions of value more than 10 lakhs or its equivalent in foreign currency with transaction details is 10 years, as per the given information. The records that need to be preserved for this period include current, savings, T.D, R.D., Cash Certificates, Fixed, Short, Special term, Call Deposit Registers, Drafts, TTs and MTs Paid Registers/Statements, Record/Ledgers of Accounts with other Banks, Bills purchased & discounted register, Bills for collection received and sent registers, Clearing cheques registers, Local Cheques Collection Register, Foreign Bills for collection Register, Foreign Bills for negotiations Registers, Clearing House Books, Pay slips issued book, Register/book of Purchase, Sale and auction of goods and other securities, Interest on Deposit register, Remittance Register, Cable Transfer Orders, Mail Transfer Orders, Cash Receipts and Payment Books, and all records relating to Cash Transaction of value of more than 10 lakhs or its equivalent in foreign currency.",multi-hop reasoning,Policy_Document.pdf
"What measures are taken to ensure the authenticity and security of vouchers and records in a bank, and how are they preserved and destroyed, taking into account inter-branch transaction entries, reconciliation work, and court proceedings?","{'voucher_filing': {'cash_payment_vouchers': {'sorting': 'sorted into cash payment and other vouchers', 'stitching_and_sealing': 'stitched and sealed at the left hand top corner', 'authentication': 'authenticate the correctness of the date and the number of vouchers', 'signing': 'sign in the voucher register for its receipt', 'storage': 'placed in an envelope, which will be closed and sealed in the presence of the official incharge, who will keep it in the strong room, in a locked steel box'}, 'other_vouchers': {'sorting': 'sorted, tallied -Cash, Clearing, and Transfer', 'stitching_and_sealing': 'stitched and sealed', 'numbering': 'numbered serially', 'authentication': 'authenticate the correctness of the date and the number of vouchers', 'signing': 'sign in the voucher register', 'storage': 'kept in the room under lock and key'}}, 'requisition_and_return': {'permitting_vouchers_to_leave_possession': 'only permit vouchers to leave their possession on the requisition by a checking official', 'acknowledgement': 'acknowledge their receipt in the registers kept for this purpose', 'return': 'returned, as soon as possible', 'recording': 'record in the related books the time and date of release and return of vouchers from custody as also the name of the concerned official who requisition the same'}, 'substitution_of_vouchers': {'true_copy_or_photo_copy': 'substituted for it, in the relative bundle', 'attestation': 'duly attested by the incumbent in -charge', 'remark': 'a remark to the effect that the original has been produced in court, being given on the copy'}, 'preservation_and_destruction': {'sufficient_data': 'sufficient data to assess, monitor and control the risks is available', 'nature_and_purpose': 'nature and purpose of each transaction is explained besides observance of all statutory and regulatory obligations', 'accessibility': 'available to authorized individuals (including RBI inspectors and internal / external auditors) on a timely basis', 'restriction_of_access': 'access to confidential data is restricted to the authorized individuals ( including RBI inspectors, internal and external auditors)', 'customer_confidentiality': 'customer confidentiality is maintained'}}",multi-hop reasoning,Policy_Document.pdf
