filename,question,answer,question_type
AI-Act-FullText.pdf,"Considering the functioning and application of Regulation (EU) 2017/745 of the European Parliament and of the Council, what are the conditions under which an AI system used in a predefined area specified in the Regulation would not significantly risk harming the legal interests protected under those areas?","The purpose of Regulation (EU) 2017/745 is to regulate medical devices, amending Directive 2001/83/EC, Regulation (EC) No 178/2002 and Regulation (EC) No 1223/2009, and repealing Council Directives 90/385/EEC and 93/42/EEC.",conditional
AI-Act-FullText.pdf,"Under what circumstances should an AI system used by an operator outside the Union be subject to this Regulation, considering the role of the European Artificial Intelligence Board, voluntary codes of conduct, and the need for a level playing field and adequate safeguards for individuals' rights and freedoms?","An AI system used by an operator outside the Union should be subject to this Regulation if it processes data lawfully collected in and transferred from the Union, and provides to the contracting operator in the Union the output of that AI system resulting from that processing, without that AI system being placed on the market, put into service, or used in the Union.",conditional
AI-Act-FullText.pdf,"What are the limitations of the Regulation regarding the use of remote biometric identification systems and emotion recognition systems, and how does it differentiate between ancillary and primary features in online services?","The Regulation applies to the use of remote biometric identification systems and emotion recognition systems that are used for the purpose of identifying or inferring emotions or intentions of natural persons on the basis of their biometric data, and that are used in a way that has a significant impact on fundamental rights of natural persons.",conditional
AI-Act-FullText.pdf,"Under what circumstances can Member States allow the use of real-time biometric identification systems in public spaces for law enforcement, and how must they ensure that such use complies with data protection and privacy regulations?","Yes, Member States remain free under this Regulation to provide for the possibility of authorizing the use of real-time biometric identification systems in their national law, or to only provide for such a possibility in respect of some of the objectives capable of justifying authorized use identified in this Regulation.",conditional
AI-Act-FullText.pdf,"How does the fundamental rights impact assessment affect the use of 'real-time' remote biometric identification systems in public spaces for law enforcement, given the system's potential to infringe on individual rights and freedoms?","The fundamental rights impact assessment should be completed by the law enforcement authority before the use of 'real-time' remote biometric identification systems in publicly accessible spaces for law enforcement, in order to ensure that the use of the system is proportionate and necessary concerning the rights and freedoms of all persons concerned and the safeguards and conditions provided for with the use.",conditional
AI-Act-FullText.pdf,"How will the Union's legal framework on artificial intelligence balance promoting innovation, especially for SMEs and startups, with ensuring a high level of protection for public interests and fundamental rights?","The Union legal framework on artificial intelligence will support innovation and SMEs, including startups, by providing clear and robust rules that are supportive of new innovative solutions and enable the development of a European ecosystem of public and private actors creating AI systems in line with Union values.",conditional
AI-Act-FullText.pdf,"What classification does an AI system have under Regulation (EU) 2019/2144, considering the intended purpose and conformity assessment procedure?","The classification of an AI system as high-risk pursuant to Regulation (EU) 2019/2144 means that it poses a high risk of harm to people or the environment, and requires a third-party conformity assessment procedure.",conditional
AI-Act-FullText.pdf,Can the use of remote biometric identification systems and emotion recognition systems be justified for certain purposes?,"Yes, the use of remote biometric identification systems and emotion recognition systems can be justified for certain purposes, such as for the purpose of preventing accidents, as in the case of systems used in detecting the state of fatigue of professional pilots or drivers.",conditional
AI-Act-FullText.pdf,Under what conditions can AI systems used in high-risk medical devices be exempted from strict regulation?,Regulation (EU) 2017/746 regulates in vitro diagnostic medical devices and repeals Directive 98/79/EC and Commission Decision 2010/227/EU.,conditional
AI-Act-FullText.pdf,"What are the reasons behind classifying AI systems used in migration, asylum, and border control management as high-risk, and how does their accuracy and non-discriminatory nature guarantee the respect of fundamental rights?","It is important to ensure that AI systems used in migration, asylum, and border control management are accurate and non-discriminatory to guarantee the respect of the fundamental rights of the affected persons, notably their rights to free movement, non-discrimination, protection of private life and personal data, international protection, and good administration.",conditional
AI-Act-FullText.pdf,"Considering the ethical concerns regarding AI-enabled manipulative techniques, what specific AI practices are prohibited to ensure the protection of human dignity, freedom, equality, democracy, and the rule of law, as well as fundamental rights including non-discrimination, data protection, privacy, and the rights of the child?","The reason for prohibiting such systems is to protect individuals' privacy and fundamental rights, including the right to non-discrimination, data protection, and privacy, and the rights of the child.",conditional
AI-Act-FullText.pdf,"What role does the European Data Protection Board play in regulating AI technology across the EU, and how does it ensure a high level of protection for individuals' rights and freedoms while promoting innovation and trustworthy AI development?","The European Data Protection Board has been consulted in the preparation of the Regulation, in particular with regard to the specific rules on the protection of individuals, and will be responsible for ensuring the uniform application and interpretation of those rules.",conditional
AI-Act-FullText.pdf,"What is the scope of Directive 2014/90/EU, considering the interplay between AI systems and conformity assessment procedures in various Union harmonization legislation?","Directive 2014/90/EU sets out requirements for the design, manufacture, and conformity assessment of marine equipment, including ships, boats, and personal watercraft, as well as repealing Council Directive 96/98/EC.",conditional
AI-Act-FullText.pdf,"How can member states or the Union introduce laws that are more favorable to workers regarding the use of AI systems by employers, considering the exemptions and limitations provided in the Regulation?","Yes, the Regulation shall not preclude Member States or the Union from maintaining or introducing laws, regulations, or administrative provisions that are more favorable to workers in terms of protecting their rights in respect of the use of AI systems by employers, or to encourage or allow the application of collective agreements that are more favorable to workers.",conditional
AI-Act-FullText.pdf,"Under what circumstances can the Commission and Member States conclude agreements with third countries or international organizations for law enforcement and judicial cooperation, while ensuring adequate safeguards for the protection of fundamental rights and freedoms of individuals?","Yes, the Commission and Member States can conclude agreements with third countries or international organizations for law enforcement and judicial cooperation, under the condition that this third country or international organization provides adequate safeguards with respect to the protection of fundamental rights and freedoms of individuals.",conditional
AI-Act-FullText.pdf,"How does the Regulation treat AI systems used for research, considering scientific freedom and potential dual use for military and civilian purposes?","No, the Regulation does not apply to product-oriented research, testing, and development activity regarding AI systems or models prior to being put into service or placed on the market. However, the provisions of the Regulation will apply when an AI system falling into its scope is placed on the market or put into service as a result of such research and development activity.",conditional
AI-Act-FullText.pdf,What dual purpose does the General Data Protection Regulation (GDPR) and the Law Enforcement Directive serve regarding personal data protection and biometric identification?,"The purpose of the GDPR and the Law Enforcement Directive is to protect natural persons with regard to the processing of personal data and to ensure the free movement of such data, while also repealing Directive 95/46/EC and Decision No 1247/2002/EC.",conditional
AI-Act-FullText.pdf,Under what circumstances should foreign public authorities and international organizations be subject to AI regulations?,"Public authorities of a third country and international organizations should not be subject to this Regulation when acting in the framework of cooperation or international agreements concluded at national or European level for law enforcement and judicial cooperation with the Union or its Member States, under the condition that this third country or international organization provides adequate safeguards with respect to the protection of fundamental rights and freedoms of individuals.",conditional
AI-Act-FullText.pdf,"How does Directive 2013/32/EU and Regulation (EC) No 810/2009 affect AI system use in migration, asylum, and border control management, given their high-risk classification and impact on vulnerable individuals?","Directive 2013/32/EU and Regulation (EC) No 810/2009 set procedural requirements that AI systems used in migration, asylum, and border control management must comply with.",conditional
AI-Act-FullText.pdf,"How does the reference database of people utilized in ""real-time"" remote biometric identification systems ensure that the use of such systems is proportionate and responsible?",The purpose of the reference database of persons is to ensure that the use of 'real-time' remote biometric identification systems is appropriate for each use case in each of the situations mentioned above.,conditional
AI-Act-FullText.pdf,How can AI systems be developed and used in a way that respects human dignity and personal autonomy while minimizing unintended harm and ensuring transparency and explainability?,"A risk-based approach should be followed, tailoring the type and content of rules to the intensity and scope of the risks that AI systems can generate.",conditional
AI-Act-FullText.pdf,"What is the deadline for notifying the Commission of national rules regarding the use of real-time biometric identification systems in public spaces for law enforcement, and how do the rules address exceptions for urgent situations while ensuring safeguards and compatibility with EU directives?",Member States should notify the Commission of their national rules regarding the use of real-time biometric identification systems at the latest 30 days following their adoption.,conditional
AI-Act-FullText.pdf,"Considering the possibility of AI systems being used for military, defense, or national security purposes, should their exemption from the scope of the Regulation be absolute, or should there be provisions for conditional exemptions based on the level of transparency and accountability in their development and deployment?","Yes, AI systems placed on the market, put into service, or used with or without modification for military, defense, or national security purposes should be excluded from the scope of this Regulation, regardless of which type of entity is carrying out those activities.",conditional
AI-Act-FullText.pdf,"How should the rules established by this Regulation apply to providers of AI systems in a third country, considering the condition that the output produced by those systems is intended to be used in the Union?","The rules established by this Regulation should apply to providers of AI systems in a non-discriminatory manner, irrespective of whether they are established within the Union or in a third country, and to deployers of AI systems established within the Union.",conditional
AI-Act-FullText.pdf,"Considering the potential for biased results and discriminatory effects, what specific conditions must be met for the use of AI systems for law enforcement purposes to be permissible, and how does the importance of the public interest served by their use compare to the risks involved?","The requirement that the use of AI systems for law enforcement purposes must be strictly necessary to achieve a substantial public interest ensures that the use of such systems is limited to situations where it is necessary to protect the rights and freedoms of individuals or society as a whole, and not for trivial or minor purposes.",conditional
AI-Act-FullText.pdf,"Can AI systems that are intended to improve the result of a previously completed human activity be considered to pose a significant risk of harm, given that they only provide an additional layer to a human activity with consequently lowered risk and do not materially influence the outcome of decision-making?","No, AI systems that are intended to improve the result of a previously completed human activity can be considered to pose a lowered risk of harm, as they only provide an additional layer to a human activity with consequently lowered risk.",conditional
AI-Act-FullText.pdf,"How can stakeholders, including industry, academia, civil society, and standardisation organisations, ensure that ethical AI development aligns with Union values and fundamental rights while mitigating potential risks?",All stakeholders are encouraged to take into account the ethical principles for the development of voluntary best practices and standards.,conditional
AI-Act-FullText.pdf,"Considering the ethical implications of AI practices, what exceptions, if any, are there to the prohibition on manipulative and exploitative AI practices, and how do these exceptions relate to issues such as privacy, autonomy, and potential harm to individuals or groups?","Yes, there are some exceptions to the prohibition. For example, lawful practices in the context of medical treatment, such as psychological treatment of a mental disease or physical rehabilitation, are allowed as long as they are carried out in accordance with applicable legislation and medical standards, and with the explicit consent of the individuals or their legal representatives. Common and legitimate commercial practices, such as advertising, that are in compliance with applicable law are also not considered harmful manipulative AI practices.",conditional
AI-Act-FullText.pdf,"Considering the exemptions stated in the EU's Artificial Intelligence Regulation, what conditions must be met for the regulation to apply to AI systems used by natural persons for personal, non-professional activities?","No, the Regulation shall not apply to obligations of deployers who are natural persons using AI systems in the course of a purely personal non-professional activity.",conditional
AI-Act-FullText.pdf,"How should AI systems be used in migration, asylum, and border control management to ensure accountability, transparency, and non-discrimination while assessing the risk of natural persons entering a Member State or applying for visa or asylum?","Yes, AI systems can be used to detect, recognize, or identify natural persons in the context of migration, asylum, and border control management, with the exception of travel documents.",conditional
AI-Act-FullText.pdf,"What conditions must be met for law enforcement to use 'real-time' remote biometric identification systems in public spaces, considering the severity of the offense, the likelihood of harm, and the functioning of critical infrastructure?","The use of 'real-time' remote biometric identification systems in publicly accessible spaces for law enforcement should only be authorized if the law enforcement authority has completed a fundamental rights impact assessment and, unless provided otherwise in this Regulation, has registered the system in the database as set out in this Regulation.",conditional
AI-Act-FullText.pdf,"Considering the exemptions stated in the European Union's Artificial Intelligence Regulation, does the Regulation apply to AI systems used for scientific research and development?","No, the Regulation shall not apply to AI systems and models, including their output, specifically developed and put into service for the sole purpose of scientific research and development.",conditional
AI-Act-FullText.pdf,Under what conditions should the use of 'real-time' remote biometric identification systems in publicly accessible spaces for law enforcement be authorized?,The use of 'real-time' remote biometric identification systems in publicly accessible spaces for law enforcement should be subject to an express and specific authorization by a judicial authority or by an independent administrative authority whose decision is binding of a Member State.,conditional
AI-Act-FullText.pdf,"What criteria are used to determine which criminal offenses are included in Annex IIa's list, considering the severity of the crime, the likelihood of justifying remote biometric identification, and the potential harm or negative consequences?","The list of criminal offenses listed in Annex IIa is based on the 32 criminal offenses listed in the Council Framework Decision 2002/584/JHA, taking into account that some are in practice likely to be more relevant than others.",conditional
AI-Act-FullText.pdf,"Considering the exceptions stated in the regulation, what are the limitations on the application of the regulations for AI systems used for research and development activities?","Yes, the Regulation shall not apply to any research, testing, and development activity regarding AI systems or models prior to being placed on the market or put into service. However, the testing in real-world conditions shall not be covered by this exemption.",conditional
AI-Act-FullText.pdf,"What types of AI systems used by law enforcement are considered high-risk, and how do they impact the rights of individuals?","AI systems used in law enforcement that are considered high-risk include those used for assessing the risk of a natural person to become a victim of criminal offenses, evaluating the reliability of evidence, and assessing the risk of a natural person of offending or reoffending.",conditional
AI-Act-FullText.pdf,What role does the European Data Protection Board's consultation on artificial intelligence aim to fulfill regarding ethical principles and public interests?,"The purpose of the European Data Protection Board's consultation on artificial intelligence is to ensure that the use of artificial intelligence is in line with the Union's values and fundamental rights, and to provide a high level of protection of public interests, such as health and safety, and the protection of fundamental rights, including democracy, rule of law, and environmental protection.",conditional
AI-Act-FullText.pdf,What dual purpose does the Union legal framework on artificial intelligence serve concerning promoting the European human-centric approach to AI and protecting public interests?,"The objective of the Union legal framework on artificial intelligence is to foster the development, use, and uptake of artificial intelligence in the internal market while ensuring a high level of protection of public interests, such as health and safety, and the protection of fundamental rights, including democracy, rule of law, and environmental protection.",conditional
AI-Act-FullText.pdf,"What values should be respected when applying the Regulation on Artificial Intelligence, given its purpose to improve the functioning of the internal market and promote human-centric and trustworthy AI while ensuring a high level of protection of health, safety, fundamental rights, and environmental protection?","The Regulation should be applied in conformity with the values of the Union enshrined in the Charter, including democracy, rule of law, protection of individuals, companies, and the environment, while boosting innovation and employment and making the Union a leader in the uptake of trustworthy AI.",conditional
AI-Act-FullText.pdf,"Considering the ethical implications of AI practices, what specific AI manipulative and exploitative practices should be prohibited to respect human dignity, freedom, equality, democracy, and the rule of law, as well as Union fundamental rights, including the right to non-discrimination, data protection, privacy, and the rights of the child?","The purpose of the prohibition is to protect individuals from significant harm, including harm to their physical, psychological, and financial interests, and to ensure that AI systems are used in a way that respects Union values of respect for human dignity, freedom, equality, democracy, and the rule of law, and fundamental rights, including the right to non-discrimination, data protection, and privacy, and the rights of the child.",conditional
AI-Act-FullText.pdf,"What restrictions does the EU impose on AI systems used in the workplace or education, and why?","The concern is that these systems could lead to detrimental or unfavourable treatment of certain individuals or groups, perpetuating existing power imbalances.",conditional
AI-Act-FullText.pdf,How does the European Council and European Parliament ensure that the development of artificial intelligence aligns with Union values and fundamental rights while fostering innovation and a human-centric approach?,"The European Council and European Parliament have emphasized the importance of promoting the European human-centric approach to AI and being a global leader in the development of secure, trustworthy, and ethical artificial intelligence, and have called for the establishment of a Union legal framework that ensures the protection of ethical principles.",conditional
AI-Act-FullText.pdf,"Considering the context of law enforcement and public trust, what classification does the use of AI systems by tax and customs authorities fall under, despite their administrative role in analyzing information, compared to AI systems used by law enforcement authorities for criminal investigations, and how does this ensure accountability and effective redress?","No, AI systems used by tax and customs authorities are not considered high-risk AI systems used by law enforcement authorities for the purposes of prevention, detection, investigation, and prosecution of criminal offenses.",conditional
AI-Act-FullText.pdf,"What potential risks and harms associated with the use of artificial intelligence, given its dual role in generating benefits across various industries and posing challenges to public interests and fundamental rights?","The use of artificial intelligence may generate risks and cause harm to public interests and fundamental rights, including physical, psychological, societal, or economic harm, depending on the circumstances regarding its specific application, use, and level of technological development.",conditional
AI-Act-FullText.pdf,"Considering the ethical concerns and potential for harm, should AI systems be allowed to exploit vulnerabilities of individuals or groups, and if so, under what circumstances?","No, AI systems should not be used to exploit vulnerabilities of individuals or groups, including those based on their age, disability, social or economic situation. Such practices are considered harmful and manipulative and should be prohibited.",conditional
AI-Act-FullText.pdf,"Considering the exemptions for research, development, and small-scale personal use, what restrictions does the Regulation impose on AI systems, and how do these limitations affect their deployment and use in various contexts?","No, the Regulation does not provide any specific exemptions for SMEs. However, the Regulation shall apply in a proportionate manner to SMEs, taking into account their size, turnover, and the number of employees.",conditional
AI-Act-FullText.pdf,"What are the consequences of rejecting authorization for real-time remote biometric identification systems in public spaces, and how does it affect data management?","If the authorisation for using real-time remote biometric identification systems is rejected, the use of such systems should be stopped with immediate effect, and all data related to such use should be discarded and deleted.",conditional
AI-Act-FullText.pdf,What dual purpose do common rules for high-risk AI systems serve regarding promoting European human-centric approach and protecting public interests?,"The purpose of establishing common rules for high-risk AI systems is to ensure a consistent and high level of protection of public interests, such as health, safety, and fundamental rights, and to promote a human-centric approach to AI that is non-discriminatory and in line with the Union's international trade commitments.",conditional
AI-Act-FullText.pdf,What's the extent of personal data protection under the Regulation?,"The Regulation shall not affect the application of the provisions on the liability of intermediary service providers set out in Chapter II, Section 4 of Directive 2000/31/EC of the European Parliament and of the Council. The Regulation also shall not apply to personal data processed in connection with the rights and obligations laid down in this Regulation, without prejudice to arrangements provided for in Article 10(5) and Article 54 of this Regulation.",compress
AI-Act-FullText.pdf,Can decisions with legal implications be made based solely on biometric ID systems?,"No, decisions producing adverse legal effects on individuals cannot be taken solely based on the output of remote biometric identification systems.",compress
AI-Act-FullText.pdf,"Does this Regulation apply to Union institutions, offices, bodies, and agencies?","Yes, this Regulation should also apply to Union institutions, offices, bodies, and agencies when acting as a provider or deployer of an AI system.",compress
AI-Act-FullText.pdf,What AI practices should be banned?,"AI-enabled manipulative techniques that can deceive or impair human autonomy, decision-making, and free choices, and AI systems that exploit vulnerabilities of individuals or groups, including those based on their age, disability, social or economic situation, should be prohibited.",compress
AI-Act-FullText.pdf,What's AI's impact across various fields?,"Artificial intelligence can provide key competitive advantages to companies and support socially and environmentally beneficial outcomes in various sectors, including healthcare, farming, food safety, education and training, media, sports, culture, infrastructure management, energy, transport and logistics, public services, security, justice, resource and energy efficiency, environmental monitoring, the conservation and restoration of biodiversity and ecosystems, and climate change mitigation and adaptation.",compress
AI-Act-FullText.pdf,What's the point of banning AI social scoring?,"AI systems that provide social scoring of natural persons may lead to discriminatory outcomes and the exclusion of certain groups, and may violate the right to dignity and non-discrimination and the values of equality and justice.",compress
AI-Act-FullText.pdf,How does AI usage by law enforcement impact suspects' defense?,"The use of AI tools by law enforcement authorities can make it difficult for suspects to obtain meaningful information on the functioning of these systems, making it challenging to challenge their results in court.",compress
AI-Act-FullText.pdf,What's the purpose of using real-time biometric ID systems in public spaces for law enforcement?,"The purpose is to confirm the identity of a specifically targeted individual and to limit the use of the system to what is strictly necessary concerning the period of time, geographic scope, and personal scope, having regard to the evidence or indications regarding the threats, victims, or perpetrator.",compress
AI-Act-FullText.pdf,Why are emotion-focused AI systems controversial?,"These systems are limited in their reliability, lack specificity, and can lead to discriminatory outcomes, intruding on the rights and freedoms of individuals.",compress
AI-Act-FullText.pdf,What's the difference between an AI system that has a significant impact on decision-making and one that doesn't?,"An AI system that materially influences the outcome of decision-making has an impact on the substance and thereby the outcome of decision-making, whereas an AI system that does not materially influence the outcome of decision-making does not have such an impact.",compress
AI-Act-FullText.pdf,Why classify law enforcement AI as high-risk?,"The purpose of classifying AI systems used in law enforcement as high-risk is to ensure that they are used in a way that avoids adverse impacts, retains public trust, and ensures accountability and effective redress.",compress
AI-Act-FullText.pdf,What's the aim of the rule on real-time biometric ID systems?,The purpose of the regulation is to ensure that the use of real-time remote biometric identification systems in publicly accessible spaces for law enforcement purposes is subject to strict conditions and safeguards to protect individuals' rights and freedoms.,compress
