filename,question,answer,question_type
Risk Management Policy.pdf,How does the Risk Management Officer (RMO) balance the dual responsibilities of ensuring compliance with the University's Risk Management Policy and fostering a risk-aware culture within the organization?,"The RMO reports to the Internal Auditor and is part of the Corporate Secretary’s Office. The RMO ensures that the process and procedures are in place to enable employees adhere to the provisions of the Risk Management Policy. Additionally, the RMO monitors and reviews all Risk Registers to ensure compliance with the provisions of the Risk Management Framework within the parameters set down by the University’s Risk Appetite statement.",conditional
Risk Management Policy.pdf,"How does the University's risk appetite statement affect its decision-making process, and what role does the Risk Management Officer play in ensuring compliance with the Risk Management Framework?","Risk appetite is the amount of risk an organization is prepared to accept based on the expected return of the development/activity in question. The University can be risk-taking or risk-adverse, and different levels of risk appetite can apply to different activities. The University decides its risk appetite by determining the threshold beyond which risks move from being monitored at a local level to being serious and monitored at an Executive level, or finally to the abandonment of the particular activity.",conditional
Risk Management Policy.pdf,How does the Risk Management Policy balance the University's risk appetite with its obligation to comply with legal and regulatory requirements?,"The purpose of the Risk Management Policy is to ensure that the University can demonstrably pursue its strategic objectives in research, learning and teaching, commercial undertakings, and community engagement while managing risks effectively.",conditional
Risk Management Policy.pdf,How does the University's risk management policy balance the pursuit of strategic objectives with the need to manage uncertainty and maintain compliance with legal and regulatory requirements?,"The University adopts the principles of risk management as set out in the ISO 3100 (2018) Standard, which includes creating and protecting value, being an integral part of all organizational processes, being part of decision-making, explicitly addressing uncertainty, being systematic, structured, and timely, being based on the best available information, being customized for the internal and external context, and taking human and cultural factors into account.",conditional
Risk Management Policy.pdf,"Who is responsible for reporting to the Governing Authority, Executive Committee, and the Audit & Risk Committee, and how do they ensure compliance with the University's Risk Appetite Statement?","The PRO (Risk Management Officer) is responsible for reporting to the Governing Authority, Executive Committee, and the Audit & Risk Committee as required.",conditional
Risk Management Policy.pdf,What is the dual purpose of the Risk Appetite Statement concerning the University's risk management and decision-making processes?,"The purpose of the Risk Appetite Statement is to provide clarity on the University’s risk appetite, which enables Executive Committee to decide on how best to manage any particular risk. The Risk Appetite Statement is reviewed annually.",conditional
Risk Management Policy.pdf,"What is the relationship between the University's risk management policy and its legal and regulatory context, and how does it impact the University's decision-making process?","The Risk Management Policy takes into account the 1997 Universities Act, Code of Governance for Irish Universities 2019, and ISO 3100 (2018) Risk Management Principles and Guidelines.",conditional
Risk Management Policy.pdf,"How does the University ensure that its risk management practices align with its strategic objectives and comply with relevant laws and regulations, considering the dual role of the Risk Management Officer in monitoring and reviewing risk registers and developing reports for executive committees and governing authorities?","The University ensures compliance with the principles of risk management by embedding risk management principles and practices into governance, enterprise, and operational strategy, planning, and management, policies, values, and culture.",conditional
Risk Management Policy.pdf,How does the Executive Committee's role in risk management align with the University's risk appetite and strategic objectives?,The Executive Committee is responsible for overseeing the implementation of the Risk Management Policy and ensuring that risks are managed in accordance with the University’s risk appetite.,conditional
Risk Management Policy.pdf,How does the University's risk management approach balance the need for value creation with the requirement for compliance and uncertainty management?,"The University approaches risk management in a systematic, structured, and timely manner, pursuing both effectiveness and efficiency to achieve consistent, comparable, and reliable results.",conditional
Risk Management Policy.pdf,"How does the University's risk identification process contribute to continual improvement in decision-making, given its commitment to transparency, inclusivity, and responsiveness to change?",The purpose of risk identification is to produce a list of potential risks that could impact the University's ability to achieve its objectives.,conditional
Risk Management Policy.pdf,How should faculties and divisions synchronize their local risk registers with the university's fundamental risk register to ensure efficient risk management?,Faculties/divisions and other functional areas should review and update their local risk registers on at least a bi-annual basis.,conditional
Risk Management Policy.pdf,What are the two dimensions used to measure the size of a risk in the University's risk assessment process concerning its impact and likelihood?,The two dimensions used to measure the size of a risk are the impact on the University should the risk materialize (impact) and the probability of the event occurring (likelihood).,conditional
Risk Management Policy.pdf,How does the University's risk management framework balance the need for stability and continual improvement?,"The purpose of the University's risk management framework is to provide a logical and systematic method of identifying, analyzing, evaluating, treating, monitoring, and communicating risks associated with any activity, function, or process in a way that will enable the University to minimize losses and maximize opportunities.",conditional
Risk Management Policy.pdf,What is the dual role of the RMO in identifying and assessing risks at the University of Limerick?,The Risk Management Office (RMO) is responsible for assisting faculties/divisions and other functional areas in identifying and assessing risks.,conditional
Risk Management Policy.pdf,"How do inherent and residual risk differ in the University's risk assessment process, considering their impact and likelihood?","Inherent risk is the risk that arises in the absence of current controls, while residual risk is the risk that arises in the presence of current controls.",conditional
Risk Management Policy.pdf,"How does the University's risk management framework's quantification of risk facilitate continual improvement in decision-making, given its emphasis on human and cultural factors, transparency, dynamism, and responsiveness to change?","Appropriate quantification of risk is critical to an effective risk management framework as it allows for the measurement and comparison of risks, and informs decision-making regarding risk treatment and mitigation.",conditional
Risk Management Policy.pdf,How does the Audit & Risk Committee's role in the University's risk management framework balance the need for stability and adaptability in the face of emerging risks?,The Audit & Risk Committee provides assurance to the Governing Authority that the University's risk management framework is operating effectively and that risks are being managed in accordance with the University's risk management policy.,conditional
Risk Management Policy.pdf,"How does the university's risk management framework ensure continual improvement in decision-making, considering its dynamic and iterative nature and the importance of stakeholder engagement?","The University's risk management framework ensures continual improvement in decision-making by providing a dynamic, iterative, and responsive approach to risk management that continually self-assesses, monitors, and reviews its risk profile and identifies new and emerging risks.",conditional
Risk Management Policy.pdf,How does the University's risk register address the dynamic nature of risk management while ensuring transparency and continual improvement across various faculties and divisions?,"The purpose of the University's risk register is to provide a centralized repository of all risks identified by the University, including both fundamental and local risks, and to facilitate risk management and monitoring across the University.",conditional
Risk Management Policy.pdf,What's the point of the Uni's risk framework?,"The purpose of the University's Risk Management Framework is to ensure that risks are identified, assessed, and managed appropriately, enabling the University to achieve its objectives while minimizing potential negative impacts.",compress
Risk Management Policy.pdf,"What are the top risks that are fundamental to a business or investment, and how do we determine their priority?",Fundamental Risks are risks that are deemed to be of greater strategic or operational importance to the University than local risks. They are prioritized based on their ability to affect the University's objectives and are recognized as being of greater importance than local risks.,compress
Risk Management Policy.pdf,What's the Executive Committee's risk management role?,The Executive Committee is responsible for reviewing and updating the University's Fundamental Risk Register and considering new risks that have been escalated to the Executive Committee. They also submit a report to the Governing Authority Audit & Risk Committee on updates to LRRs and proposals for updates to the FRR.,compress
Risk Management Policy.pdf,What's the VP/Dean/Head's role in risk management?,"The Vice President/Dean/Head of Division is responsible for developing and maintaining a local risk register (LRR) and ensuring that it is subject to continuous review at regular intervals. They also prepare a report using the risk register template provided by the Online Risk Management System and submit it to the RMO for review, reject, or publish identified risks.",compress
Risk Management Policy.pdf,What's the RMO's risk role?,"The RMO is responsible for reviewing, rejecting, or publishing identified risks in the LRRs submitted by the Vice President/Dean/Head of Division. They also ensure that the updated LRR is submitted to the Executive Committee Operations Sub-Committee for monitoring and examining risks from various LRRs.",compress
Risk Management Policy.pdf,What's the Ops Sub-Com's role in risk management?,The Operations Sub-Committee is responsible for monitoring and examining risks from various LRRs and escalating serious/extreme risks directly to the Executive Committee as required. They also forward their reports and accompanying LRRs to the Executive Committee for consideration and discussion as required.,compress
Risk Management Policy.pdf,What's the Governing Authority's risk role?,"The Governing Authority has overall responsibility for the management of risk within the University. They approve the University's Risk Management Policy and satisfy themselves, through their Audit & Risk Committee, that the Policy is effective, that an adequate Risk Management Framework is in place in the University, and that Fundamental Risks are being managed appropriately by the University Executive.",compress
Risk Management Policy.pdf,What's the Audit & Risk Committee's role?,"The purpose of the Audit & Risk Committee is to report to the Governing Authority on the management of the FRR, the effectiveness of the Risk Management Framework, and the implementation of this Policy. They also require an external review of the effectiveness of the University's Risk Management Framework and its governance on a periodic basis.",compress
Risk Management Policy.pdf,Uni risk assessment process?,"Risks are assessed and prioritized based on their likelihood and impact on the University's operations. The extent of impact on the University's operations if the risk arises in the presence of current controls is also considered. Risks are then categorized as Fundamental Risks or local risks, and prioritized accordingly.",compress
Risk Management Policy.pdf,How often are local risk registers refreshed?,"Local risk registers are updated and reviewed continuously, with a formal review conducted at least annually. The Vice President/Dean/Head of Division will also undertake a formal review of their LRR at least annually, notwithstanding the above conditions.",compress
Risk Management Policy.pdf,What's the role of the Audit & Risk Committee in the Uni's risk framework?,"The purpose of the Audit & Risk Committee is to assure the Governing Authority that an adequate Risk Management Framework is in place in the University, and to provide recommendations for amendments to the Risk Management Policy as required.",compress
Risk Management Policy.pdf,What's the Uni Exec's role in risk management?,"The University Executive Committee is responsible for implementing the University's Risk Management Policy, encouraging a risk management culture throughout the University, identifying and monitoring fundamental risks, and ensuring that each fundamental risk has a designated risk owner.",compress
Risk Management Policy.pdf,What's the Ops Sub-Committee's role in uni risk management?,"The Operations Sub-Committee is responsible for reporting to the Executive Committee on its findings following the formal annual review of Local Risk Registers (LRRs) from the Risk Register owner, and for taking particular note of risks identified in local risk registers that should be escalated to the Fundamental Risk Register.",compress
Risk Management Policy.pdf,How often is the university's risk management framework reviewed externally?,"The University's Risk Management Framework is subject to external review on a periodic basis, as determined by the Governing Authority through its Audit & Risk Committee.",compress
Risk Management Policy.pdf,Who heads risk management at A&R meetings?,"The Audit & Risk Committee is responsible for ensuring that risk management is a standing agenda item at its meetings, and for reporting to the Governing Authority on the adequacy of the Risk Management Framework on a regular basis.",compress
Risk Management Policy.pdf,What's the Uni's risk management process's FRR for?,The Fundamental Risk Register is a document that identifies and monitors risks that could impact on the achievement of the University's strategic objectives.,compress
Risk Management Policy.pdf,Who handles risk management updates at the University?,"The University Executive Committee is responsible for identifying, updating, and monitoring fundamental risks that could impact on the achievement of the University's strategic objectives.",compress
Risk Management Policy.pdf,What's the Risk Owner's role in Uni risk management?,"The Risk Owner is responsible for the management of a designated fundamental risk, and for ensuring that the risk is embedded as part of the University's decision-making processes in its operations.",compress
Risk Management Policy.pdf,How often does UEC review the FRR?,"The University Executive Committee reviews the Fundamental Risk Register on an annual basis, and issues reports to the Audit & Risk Committee on required changes to the FRR as they arise.",compress
Risk Management Policy.pdf,What's the purpose of the Uni's Local Risk Register?,The Local Risk Register (LRR) is a document that identifies and monitors local risks that are specific to a particular department or unit within the University.,compress
Risk Management Policy.pdf,What's the Ops Sub-Com's role in risk management?,"The Operations Sub-Committee is responsible for reporting to the Executive Committee on its findings following the Committee’s formal annual review of LRRs from the Risk Register owner, and taking particular note of risks identified in local risk registers that should be escalated to the Fundamental Risk Register.",compress
Risk Management Policy.pdf,What are VPs/Deans/Heads' risk management roles?,"Vice Presidents/Deans/Heads of Administrative Units are responsible for implementing University Policy in relation to Risk Management within their area of control, identifying, assessing, managing, and owning risk within their area of control, establishing and regularly reviewing the LRR in their area, and reporting annually to the Operations Sub-Committee on the LRRs within their areas of control.",compress
Risk Management Policy.pdf,What's the staff's part in risk management?,"All staff play a critical role in ensuring the effectiveness of risk management within their areas of responsibility by effectively managing risk in accordance with the University’s Risk Management Policy and Guidelines, and reporting risks beyond their scope of authority or resources to their line manager.",compress
Risk Management Policy.pdf,Who oversees risk management policy compliance?,The Corporate Secretary of the University has overall responsibility for ensuring that procedures and processes are in place to enable adherence to the Risk Management Policy.,compress
Risk Management Policy.pdf,What's the function of IA in risk management?,"Internal Audit is responsible for the review of internal controls within the University and takes a risk-based approach in developing its Annual Internal Audit Plan. Internal Audit reviews of University functions/units will include an assessment of the effectiveness of their respective risk management processes and will provide independent assurance to the Governing Authority, through its Audit & Risk Committee, that risks are being managed appropriately.",compress
Risk Management Policy.pdf,What are the ways to address risks?,"The University may decide to treat the risk (e.g. use of internal controls), terminate the risk, tolerate the risk (accept the risk with or without monitoring), or transfer the risk (e.g. by using insurance, sub-contracting).",compress
Risk Management Policy.pdf,What's the process for risk-appetite alignment?,"The University’s risk appetite defines how it accepts and manages risk. The University will consider the level of risk it is willing to take on, the potential impact of the risk, and the likelihood of the risk occurring when aligning risk with the Risk Appetite Statement.",compress
Risk Management Policy.pdf,What's the protocol for reporting potential risks to the University?,"Any proposed development/activity with an annual value in excess of €500,000 that may pose a significant risk to the University must be reported to the Executive Committee for consideration immediately they arise.",compress
Risk Management Policy.pdf,Who oversees the UFR?,"The Corporate Secretary, through the University’s RMO, is responsible for maintaining the University’s Fundamental Risk Register, including its review and update on an annual basis.",compress
Risk Management Policy.pdf,What's the point of the Uni's risk framework?,"The purpose of the University’s Risk Management Framework is to ensure that risks are identified, assessed, and managed in a systematic and structured manner, and to provide a framework for decision-making that takes into account the University’s risk appetite and tolerance.",compress
Risk Management Policy.pdf,"How does the University's risk appetite statement relate to the risk management process, and what are the four commonly used headings for risk identification?","The University's risk appetite statement defines how it accepts and manages risk. Risk elements arising from proposed or actual developments/activities within the University may fall into three categories: risks that are trivial and therefore acceptable and do not need to be managed; risks that are acceptable and routinely arise in certain types of activity that will need to be managed; and risks that are unacceptable and therefore the development/activity should not proceed. The concept of risk appetite applies to major developments/activities and is concerned with the placing of a boundary between (ii) and (iii) above. It therefore reflects the University’s tolerance of risk. The four commonly used headings for risk identification are strategic risks, operational risks, financial risks, and reputational risks.",multi-hop reasoning
Risk Management Policy.pdf,"What are the procedures for ensuring that the University's risk appetite is aligned with its strategic objectives, and that staff are trained to manage risks effectively, and what is the frequency of review of the risk management policy?",,multi-hop reasoning
Risk Management Policy.pdf,"What are the possible risks that may arise from the University's failure to properly manage its risk appetite, and how can the Risk Management Officer help mitigate them through training and policy review?","The University's failure to properly manage its risk appetite may result in risks such as inadequate internal processes and systems, exposure to financial losses, and negative public image. The Risk Management Officer can help mitigate these risks by providing training on risk management, including the Risk Management Framework and Online Risk Management System, and ensuring that the University's risk appetite is reviewed and approved annually. Additionally, the Risk Management Officer can help identify and prioritize risks using various techniques such as interviews, workshops, and Faculty/Divisional meetings, and ensure that appropriate training is provided to staff to manage risks effectively.",multi-hop reasoning
Risk Management Policy.pdf,"What are the four commonly used headings for risk identification, and how will the potential impact and likelihood of a risk being realized be rated?",,multi-hop reasoning
Risk Management Policy.pdf,"How does the University's risk appetite statement reflect its tolerance of risk, and what are the procedures for ensuring appropriate training of staff and reviewing this policy?",,multi-hop reasoning
Risk Management Policy.pdf,"How does the University's risk appetite statement relate to the assessment of risk impact, and what are the procedures for ensuring appropriate training of staff and reviewing the policy?",,multi-hop reasoning
Risk Management Policy.pdf,How does the University's risk appetite statement relate to its approach to managing risks that are acceptable and routinely arise in certain types of activity?,"The University's risk appetite statement defines its tolerance for risk and sets a boundary between risks that are acceptable and those that are unacceptable. The University's approach to managing risks that are acceptable and routinely arise in certain types of activity is guided by its risk appetite statement, which provides a framework for decision-making regarding risk management. The University's risk management process includes identifying and assessing risks, prioritizing and mitigating risks, and monitoring and reviewing risk management activities. The University also has a procedure for ensuring appropriate training of staff on risk management, including training on risk management framework, online risk management system, and risk assessment.",multi-hop reasoning
Risk Management Policy.pdf,How does the University's risk appetite statement relate to its document control procedure?,"The University's risk appetite statement, which defines how it accepts and manages risk, is related to its document control procedure. The procedure ensures that all risk owners complete a risk management online training program, which includes training on risk management framework and online risk management system. The training is organized and delivered by the Risk Management Officer via the University's staff development program. Moreover, the University's risk appetite is reviewed and approved annually together with the Fundamental Risk Register and submitted to the Governing Authority post endorsement from the ARC in line with the provisions of Code of Governance for Irish Universities (2019). Therefore, the document control procedure is an essential aspect of the University's risk management process, as it ensures that all documents are up-to-date, and changes are properly documented and approved, thereby minimizing the risk of errors or inconsistencies in the management of the University's risks.",multi-hop reasoning
Risk Management Policy.pdf,"How would you categorize the risk of a proposed development/activity that has a potential financial impact of €800,000 and a high likelihood of occurrence, considering the University's risk appetite and the importance of aligning risks with the Risk Appetite Statement, and how would you ensure that the risk is properly managed and mitigated, and what kind of training would be required for the risk owners, and how would you review and update the risk management policy to reflect best practices and enhance decision-making processes?",,multi-hop reasoning
Risk Management Policy.pdf,"What is the procedure for ensuring that the University's risk appetite statement is aligned with its tolerance of risk, and how does the University ensure that its risk management practices are in line with best practices?","The University's risk appetite statement is reviewed and approved annually together with the Fundamental Risk Register and submitted to the Governing Authority. The concept of risk appetite applies to major developments/activities and is concerned with the placing of a boundary between trivial and unacceptable risks. The University's risk appetite is reviewed and approved annually, and training is provided to all risk owners on risk management, including the Risk Management online training program. The Policy will be reviewed every 3 years to ensure adherence to best practice, and the University's risk management practices are in line with the University Policy Framework (2020) and the Code of Governance for Irish Universities (2019).",multi-hop reasoning
Risk Management Policy.pdf,"How does the likelihood of a risk being realized relate to its residual risk rating, and how do current and future controls impact the assessment of residual risk?","The likelihood of a risk being realized is assessed on a scale of 1 to 4, with 4 being very probable and 1 being improbable. The residual risk rating is determined by considering the impact and likelihood of a risk, and it represents the level of risk that remains after current controls have been implemented. Current controls are measures or actions that are already in place to mitigate risk, while future controls are measures or actions that have been identified to be implemented to further reduce risk. The assessment of residual risk takes into account both current and future controls, and it is important to note that a future control becomes a current control once it has been fully implemented. The residual risk rating can be reduced by implementing effective controls, and if a risk has a residual risk rating of 3 or less, it may be removed from the risk register after two review periods if the register owner is satisfied that the risk is being managed and maintained at a minor score level.",multi-hop reasoning
Risk Management Policy.pdf,"How does the risk assessment exercise consider the effectiveness of current and future controls in reducing the likelihood and impact of potential risks, and how are these controls distinguished in the risk register?","The risk assessment exercise considers the effectiveness of current and future controls by assessing the residual risk score, which is the risk rating after considering the current controls. Future controls are identified to reduce the residual risk score further. The controls are distinguished in the risk register by their characteristics, such as action, owner, and timeline. Current controls are already implemented, while future controls are planned and require an action item to be implemented.",multi-hop reasoning
Risk Management Policy.pdf,"What are the three levels of risk likelihood, and how do they relate to the likelihood of a risk occurring, and how does the university assess risks and what are current and future controls?",,multi-hop reasoning
Risk Management Policy.pdf,"What is the likelihood of a risk being realized, taking into account the controls that are in place and the potential impact on the university, and how often should the risk assessment be conducted to ensure the effectiveness of these controls?","The likelihood of a risk being realized can be determined by analyzing the frequency of occurrence, impact, and likelihood ratings. The risk assessment should be conducted at least annually, both at the inherent and residual risk levels, to ensure the effectiveness of the controls and to identify any new risks that may have arisen. The assessment should also take into account the potential impact on the university, such as reduced research income, delayed academic processes, injury, and reputational damage. Additionally, the controls that are in place, such as policies, procedures, practices, processes, or technology, should be regularly reviewed and updated to ensure they are effective in mitigating the identified risks.",multi-hop reasoning
Risk Management Policy.pdf,"What are the three characteristics of a control in risk assessment, and how do they differ between current and future controls?",,multi-hop reasoning
Risk Management Policy.pdf,"What are the three characteristics of a control, and how do they relate to the risk assessment process, and how does the likelihood of a risk affect the assessment of its residual risk score, and what is the difference between current controls and future controls, and how do they impact the risk assessment process?",,multi-hop reasoning
Risk Management Policy.pdf,"What is the appropriate course of action for a risk that has been assessed as extreme, taking into account the Residual Risk Heat Map, the impact and likelihood of the risk, and the roles and responsibilities of the Executive Committee, Dean of Faculty or Director of Department, Head of Department/Unit, and Line Manager?",,multi-hop reasoning
Risk Management Policy.pdf,"What is the procedure for managing risks that have a Residual Risk rating of 3 or less, and how does it involve the Executive Committee, Dean of Faculty or Director of Department, Head of Department/Unit, and Line Manager?","Risks with a Residual Risk rating of 3 or less should remain as identified risks for two review periods. At the end of the second review, if the Register Owner is satisfied that the residual risk is being managed and maintained at the minor score level, then the risk may be removed from the Register. The Executive Committee must be informed immediately if the residual risk is deemed to be extreme, and action must be taken immediately to either moderate the risk or close the activity/project. Serious risks require careful ongoing management with frequent evaluations of the risk factors by the manager of the area who is a member of the Executive Committee to restore them to more acceptable levels of risk. They should be reported to the Executive Committee at its bi-annual risk management meetings. Moderate levels of risk may be acceptable for certain projects and require approval of the Head of Department/Unit prior to commencing the activity/project or to allow the project/activity to continue. Re-assessment of the risk factors should be conducted at regular intervals to assure stakeholders that the risk has not escalated. Minor risks are the lowest and most tolerable level of risk, and student projects and individual staff research should carry no higher than tolerable risk without the express approval of the Head of Department/Unit. Re-assessment of the risk factors should be conducted at regular intervals to assure stakeholders that the risk has not escalated.",multi-hop reasoning
Risk Management Policy.pdf,"What is the Residual Risk Heat Map, and how is it used in the assessment of Risk in the financial area?","The Residual Risk Heat Map is a tool used to assess the level of risk remaining after controls have been implemented. It is used in conjunction with the Risk & Control Template to evaluate the effectiveness of controls and to identify areas where additional controls may be needed. In the financial area, the Residual Risk Heat Map is used to assess the level of risk associated with budget management. The map is divided into four quadrants: extreme, serious, moderate, and minor. The level of risk is determined by evaluating the impact and likelihood of a potential risk, and then plotting it on the map. The map helps to identify areas where risk is not being managed effectively and where additional controls need to be implemented.",multi-hop reasoning
Risk Management Policy.pdf,"What is the level of reporting required for a risk with a Residual Risk rating of 3 or less, and how does it change if the risk is deemed extreme, serious, moderate, or minor?",,multi-hop reasoning
Risk Management Policy.pdf,What is the procedure for managing and monitoring risks at the University of Limerick?,"The University of Limerick has a Risk Register that is a risk recording and monitoring tool for the management of the university. It is a hierarchical entity, for example, the University’s Fundamental Risk Register is informed by Faculty/Division Risk Registers. The Risk Register Template is set out in Appendix 2. The procedure for managing and monitoring risks at the University of Limerick involves identifying the risk, assessing the impact and likelihood of the risk, and determining the residual risk rating. The residual risk rating is determined by the impact and likelihood of the risk after considering the current controls in place. The risk is then assigned a risk owner, and future controls and actions required are identified. The risk is reviewed on a regular basis to ensure that the residual risk rating remains acceptable. If the residual risk rating is extreme, immediate action is required, and the Executive Committee must be informed. If the residual risk rating is serious, it requires careful ongoing management with frequent evaluation of the risk factors. Risks at this level should be reported to the Executive Committee at its bi-annual risk management meetings. If the residual risk rating is moderate, it may be acceptable for certain projects, and the Head of Department/Unit must approve the activity/project prior to commencing. Re-assessment of the risk factors should be conducted at regular intervals to assure stakeholders that the risk has not escalated. If the residual risk rating is minor, it is the lowest and most tolerable level of risk, and re-assessment of the risk factors should be conducted at regular intervals to assure stakeholders that the risk has not escalated.",multi-hop reasoning
Risk Management Policy.pdf,"What is the appropriate frequency for reviewing the Risk Register, considering the Residual Risk rating of 3 or less, the impact of the risk, and the likelihood of the risk occurring, and how does this relate to the overall risk management process?",,multi-hop reasoning
Risk Management Policy.pdf,"What is the purpose of the Residual Risk Heat Map, and how does it relate to the overall risk management process at the University of Limerick?","The Residual Risk Heat Map is a tool used in the risk management process at the University of Limerick to assess the residual risk rating of a risk after controls have been implemented. It helps to identify whether the risk has been reduced to an acceptable level, and it plays a crucial role in the assessment of risk, particularly in the financial area. The map is used to evaluate the impact and likelihood of a risk, and it helps to identify the level of reporting required for each risk. The map is also used to monitor and review risks over time, ensuring that they are being managed and maintained at an acceptable level. By using the Residual Risk Heat Map, the University can effectively manage risks and minimize their impact on the institution.",multi-hop reasoning
Risk Management Policy.pdf,"What are the different levels of risk tolerance, their corresponding impact and likelihood scores, and the required level of reporting, assuming a risk has a Residual Risk rating of 3 or less and the Register Owner is satisfied that the residual risk is being managed and maintained at the minor score level?",,multi-hop reasoning
